requirement_id,type,title,source_evidence,locked_decisions,journeys,nfr_links,implementation_evidence,test_evidence,coverage_verdict,coverage_reason
FR-033,FR,Require typed Composition Intent,prd/05-features/F05-composition-intent-image-conditioned-geometry.md,D004|D009|D012|D017|D018|D024,UJ-03|UJ-04|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-034,FR,Run composition-feasibility analysis before expensive production,prd/05-features/F05-composition-intent-image-conditioned-geometry.md,D004|D009|D012|D017|D018|D024,UJ-03|UJ-04|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-035,FR,Compile composition controls from intent,prd/05-features/F05-composition-intent-image-conditioned-geometry.md,D004|D009|D012|D017|D018|D024,UJ-03|UJ-04|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-036,FR,Return image-conditioned geometry,prd/05-features/F05-composition-intent-image-conditioned-geometry.md,D004|D009|D012|D017|D018|D024,UJ-03|UJ-04|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-037,FR,Respect composition tolerance,prd/05-features/F05-composition-intent-image-conditioned-geometry.md,D004|D009|D012|D017|D018|D024,UJ-03|UJ-04|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-038,FR,Evaluate assets in rendered composition context,prd/05-features/F05-composition-intent-image-conditioned-geometry.md,D004|D009|D012|D017|D018|D024,UJ-03|UJ-04|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-039,FR,Generate deterministic delivery geometry variants,prd/05-features/F05-composition-intent-image-conditioned-geometry.md,D004|D009|D012|D017|D018|D024,UJ-03|UJ-04|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-040,FR,Return typed composition conflicts and recommendations,prd/05-features/F05-composition-intent-image-conditioned-geometry.md,D004|D009|D012|D017|D018|D024,UJ-03|UJ-04|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-041,FR,Register canonical production routes,prd/05-features/F06-multi-method-resolution-routing.md,D005|D006|D010|D011|D012|D018|D019|D020,UJ-01|UJ-02|UJ-07|UJ-09|UJ-10,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-042,FR,Select the least complex reliable route,prd/05-features/F06-multi-method-resolution-routing.md,D005|D006|D010|D011|D012|D018|D019|D020,UJ-01|UJ-02|UJ-07|UJ-09|UJ-10,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-043,FR,Support governed hybrid routes,prd/05-features/F06-multi-method-resolution-routing.md,D005|D006|D010|D011|D012|D018|D019|D020,UJ-01|UJ-02|UJ-07|UJ-09|UJ-10,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-044,FR,Prefer governed asset reuse when suitable,prd/05-features/F06-multi-method-resolution-routing.md,D005|D006|D010|D011|D012|D018|D019|D020,UJ-01|UJ-02|UJ-07|UJ-09|UJ-10,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-045,FR,Prepare and validate source/control inputs,prd/05-features/F06-multi-method-resolution-routing.md,D005|D006|D010|D011|D012|D018|D019|D020,UJ-01|UJ-02|UJ-07|UJ-09|UJ-10,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-046,FR,Define route-specific fallback policies,prd/05-features/F06-multi-method-resolution-routing.md,D005|D006|D010|D011|D012|D018|D019|D020,UJ-01|UJ-02|UJ-07|UJ-09|UJ-10,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-047,FR,Emit route and strategy receipts,prd/05-features/F06-multi-method-resolution-routing.md,D005|D006|D010|D011|D012|D018|D019|D020,UJ-01|UJ-02|UJ-07|UJ-09|UJ-10,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-048,FR,Learn route effectiveness without self-modifying silently,prd/05-features/F06-multi-method-resolution-routing.md,D005|D006|D010|D011|D012|D018|D019|D020,UJ-01|UJ-02|UJ-07|UJ-09|UJ-10,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-049,FR,Register specialist authorities,prd/05-features/F07-dynamic-specialist-workcell.md,D002|D010|D012|D013|D017|D018|D022,UJ-02|UJ-05|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-050,FR,Compile the smallest sufficient workcell,prd/05-features/F07-dynamic-specialist-workcell.md,D002|D010|D012|D013|D017|D018|D022,UJ-02|UJ-05|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-051,FR,Keep semantic interpretation bounded,prd/05-features/F07-dynamic-specialist-workcell.md,D002|D010|D012|D013|D017|D018|D022,UJ-02|UJ-05|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-052,FR,Keep feasibility analysis measurable,prd/05-features/F07-dynamic-specialist-workcell.md,D002|D010|D012|D013|D017|D018|D022,UJ-02|UJ-05|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-053,FR,Separate strategy from materialization,prd/05-features/F07-dynamic-specialist-workcell.md,D002|D010|D012|D013|D017|D018|D022,UJ-02|UJ-05|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-054,FR,Use deterministic policy services for source and registry checks,prd/05-features/F07-dynamic-specialist-workcell.md,D002|D010|D012|D013|D017|D018|D022,UJ-02|UJ-05|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-055,FR,Keep evaluation independent from production,prd/05-features/F07-dynamic-specialist-workcell.md,D002|D010|D012|D013|D017|D018|D022,UJ-02|UJ-05|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-056,FR,"Make the Asset Commander a workflow authority, not a creative agent",prd/05-features/F07-dynamic-specialist-workcell.md,D002|D010|D012|D013|D017|D018|D022,UJ-02|UJ-05|UJ-07|UJ-12,NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-057,FR,Register ComfyUI workflow profiles,prd/05-features/F08-visual-capability-registry.md,D011|D015|D016|D017|D019|D025|D027,UJ-02|UJ-10|UJ-11|UJ-13|UJ-14,NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-058,FR,"Register models, checkpoints, and VAEs",prd/05-features/F08-visual-capability-registry.md,D011|D015|D016|D017|D019|D025|D027,UJ-02|UJ-10|UJ-11|UJ-13|UJ-14,NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-059,FR,Register LoRAs and adapters,prd/05-features/F08-visual-capability-registry.md,D011|D015|D016|D017|D019|D025|D027,UJ-02|UJ-10|UJ-11|UJ-13|UJ-14,NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-060,FR,Register conditioning and control profiles,prd/05-features/F08-visual-capability-registry.md,D011|D015|D016|D017|D019|D025|D027,UJ-02|UJ-10|UJ-11|UJ-13|UJ-14,NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-061,FR,Register compute runtime profiles,prd/05-features/F08-visual-capability-registry.md,D011|D015|D016|D017|D019|D025|D027,UJ-02|UJ-10|UJ-11|UJ-13|UJ-14,NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-062,FR,Maintain typed compatibility relationships,prd/05-features/F08-visual-capability-registry.md,D011|D015|D016|D017|D019|D025|D027,UJ-02|UJ-10|UJ-11|UJ-13|UJ-14,NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-063,FR,Promote capabilities through maturity states,prd/05-features/F08-visual-capability-registry.md,D011|D015|D016|D017|D019|D025|D027,UJ-02|UJ-10|UJ-11|UJ-13|UJ-14,NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
FR-064,FR,Expose capability evidence and change impact,prd/05-features/F08-visual-capability-registry.md,D011|D015|D016|D017|D019|D025|D027,UJ-02|UJ-10|UJ-11|UJ-13|UJ-14,NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005,NONE_VERIFIED,NONE_VERIFIED,FAIL,No production code or executable tests exist in this checkout; PRD/governance evidence is specification-only.
