story_id,global_order,epic_id,title,release_1_role,format02_readiness_classification,full_product_readiness_classification,source_gate_status,dependency_story_ids,primary_blocking_frontier,applicable_blocker_ids,conditionally_inapplicable_blocker_ids,format02_sequence_required,acceptance_tests_complete,observability_evidence_complete,completion_receipt_required,external_product_boundary_valid,ready_for_bounded_capsule,currently_implementation_authorized,rationale
ST-10.06,54,EP-10,"Inspect Ownership, Modules, and Contracts",RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,BLOCKED_EVIDENCE,BLOCKED_EXTERNAL_DEPENDENCY,INHERITED_EVIDENCE_FRONTIER,ST-10.05,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited,XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-10.07,55,EP-10,"Judge Evaluations, Repairs, and Authorization Trajectory",RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,BLOCKED_EVIDENCE,BLOCKED_EXTERNAL_DEPENDENCY,INHERITED_EVIDENCE_FRONTIER,ST-10.06,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited,XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-10.08,56,EP-10,"Monitor Workflow, Incidents, Cost, and Context",RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,BLOCKED_EVIDENCE,BLOCKED_EXTERNAL_DEPENDENCY,INHERITED_EVIDENCE_FRONTIER,ST-10.07,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited,XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-10.09,57,EP-10,Execute Governed Commands and Export Receipts,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,BLOCKED_EVIDENCE,BLOCKED_EXTERNAL_DEPENDENCY,INHERITED_EVIDENCE_FRONTIER,ST-10.08,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited,XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-10.10,58,EP-10,"Use a Stable, Accessible, Evidence-Backed Shell",RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,BLOCKED_EVIDENCE,BLOCKED_EXTERNAL_DEPENDENCY,INHERITED_EVIDENCE_FRONTIER,ST-10.09,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited,XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-10.11,59,EP-10,Preserve Workspace Context Across Inspectors and Layouts,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,BLOCKED_EVIDENCE,BLOCKED_EXTERNAL_DEPENDENCY,INHERITED_EVIDENCE_FRONTIER,ST-10.10,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited,XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-10.12,60,EP-10,"Represent Loading, Empty, Stale, and Disconnected State Honestly",RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,BLOCKED_EVIDENCE,BLOCKED_EXTERNAL_DEPENDENCY,INHERITED_EVIDENCE_FRONTIER,ST-10.11,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited,XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-10.13,61,EP-10,"Contain Partial, Redacted, Failed, and Invalidated Projections",RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,BLOCKED_EVIDENCE,BLOCKED_EXTERNAL_DEPENDENCY,INHERITED_EVIDENCE_FRONTIER,ST-10.12,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited,XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-10.14,62,EP-10,Operate Large Collections Within Interaction Budgets,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,BLOCKED_EVIDENCE,BLOCKED_EXTERNAL_DEPENDENCY,INHERITED_EVIDENCE_FRONTIER,ST-10.13,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited,XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-11.01,63,EP-11,Generate a Versioned Traceable Development Capsule,IMPLEMENTATION_HANDOFF_PLANNING_ONLY,BLOCKED_EVIDENCE,BLOCKED_HUMAN_DECISION,INHERITED_EVIDENCE_FRONTIER,ST-03.05;ST-04.05;ST-05.05;ST-06.05;ST-07.04;ST-08.07;ST-09.08;ST-10.14,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited;BD-008,HD-006@conversational_execution_only;HD-007@conversational_certification_only;BD-014@external_target_branch_only;XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-11.02,64,EP-11,Plan Dependency-Ordered Vertical Implementation Increments,IMPLEMENTATION_HANDOFF_PLANNING_ONLY,BLOCKED_EVIDENCE,BLOCKED_HUMAN_DECISION,INHERITED_EVIDENCE_FRONTIER,ST-11.01,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited;BD-008,HD-006@conversational_execution_only;HD-007@conversational_certification_only;XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-11.03,65,EP-11,Govern Implementation Deltas and Certification Feedback,IMPLEMENTATION_HANDOFF_PLANNING_ONLY,BLOCKED_EVIDENCE,BLOCKED_HUMAN_DECISION,INHERITED_EVIDENCE_FRONTIER,ST-11.02,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited;BD-008,HD-006@conversational_execution_only;HD-007@conversational_certification_only;XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-12.01,66,EP-12,Inventory and Map Proven V2.1 Behavior,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,BLOCKED_EVIDENCE,BLOCKED_HUMAN_DECISION,INHERITED_EVIDENCE_FRONTIER,ST-06.05;ST-07.04;ST-08.07;ST-09.08;ST-10.14;ST-11.03,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited,HD-006@conversational_execution_only;HD-007@conversational_certification_only;XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-12.02,67,EP-12,Dual-Compile and Migrate Through Regression Receipts,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,BLOCKED_EVIDENCE,BLOCKED_HUMAN_DECISION,INHERITED_EVIDENCE_FRONTIER,ST-12.01,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited,HD-006@conversational_execution_only;HD-007@conversational_certification_only;XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-12.03,68,EP-12,Prove the Complete Builder Spine Through Format 02,FORMAT_02_REFERENCE_PATH_PROOF,BLOCKED_EVIDENCE,BLOCKED_HUMAN_DECISION,INHERITED_EVIDENCE_FRONTIER,ST-12.02,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited;BD-004;BD-008,HD-006@conversational_execution_only;HD-007@conversational_certification_only;XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."
ST-12.04,69,EP-12,Publish Bounded Certification Claims Across Categories and Targets,FORMAT_02_CERTIFICATION_SCOPE_AND_GENERAL_DEFERRAL,BLOCKED_EVIDENCE,BLOCKED_HUMAN_DECISION,INHERITED_EVIDENCE_FRONTIER,ST-12.03,ST-01.02/BD-004[format02_corpus],BD-004[format02_corpus]@inherited;BD-004;BD-007;BD-008;BD-010,HD-006@conversational_execution_only;HD-007@conversational_certification_only;BD-014@external_target_branch_only;XDEP-004@conversational_target_only,true,true,true,true,true,false,false,"The Story is downstream of ST-01.02, whose Format 02 corpus evidence gate remains open; conditional conversational gates do not create this block."

