story_id,global_order,epic_id,story_title,technical_spec_ids,spec_assignment_count,implementation_owners,contract_handles,schema_refs,primary_obligation_count,required_test_ids,implementation_gate_status,decision_or_blocker_ids,cross_repository_dependency_ids,assignment_basis
ST-10.03,51,EP-10,Inspect Evidence and Syntax Behind Decisions,TS-02;TS-12,2,TS-12;ux_architecture,ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,3,ST-10.03-acceptance;ST-10.03-failure;ST-10.03-authority;ST-10.03-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-10.04,52,EP-10,Review Genesis Decisions and Human Authority,TS-12,1,TS-12;ux_architecture,ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,2,ST-10.04-acceptance;ST-10.04-failure;ST-10.04-authority;ST-10.04-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-10.05,53,EP-10,"Trace Skills, Recipes, and Runtime Capsules",TS-10;TS-12,2,TS-12;ux_architecture,ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,2,ST-10.05-acceptance;ST-10.05-failure;ST-10.05-authority;ST-10.05-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-10.06,54,EP-10,"Inspect Ownership, Modules, and Contracts",TS-06;TS-12,2,TS-12;ux_architecture,ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,2,ST-10.06-acceptance;ST-10.06-failure;ST-10.06-authority;ST-10.06-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-10.07,55,EP-10,"Judge Evaluations, Repairs, and Authorization Trajectory",TS-10;TS-12,2,TS-12;ux_architecture,ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,4,ST-10.07-acceptance;ST-10.07-failure;ST-10.07-authority;ST-10.07-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-10.08,56,EP-10,"Monitor Workflow, Incidents, Cost, and Context",TS-12;TS-14,2,TS-12;ux_architecture,ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,3,ST-10.08-acceptance;ST-10.08-failure;ST-10.08-authority;ST-10.08-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-10.09,57,EP-10,Execute Governed Commands and Export Receipts,TS-01;TS-06;TS-12;TS-14,4,TS-12;ux_architecture,ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,10,ST-10.09-acceptance;ST-10.09-failure;ST-10.09-authority;ST-10.09-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-10.10,58,EP-10,"Use a Stable, Accessible, Evidence-Backed Shell",TS-01;TS-02;TS-06;TS-12;TS-14,5,TS-12;ux_architecture,ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,12,ST-10.10-acceptance;ST-10.10-failure;ST-10.10-authority;ST-10.10-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-10.11,59,EP-10,Preserve Workspace Context Across Inspectors and Layouts,TS-12,1,ux_architecture,ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,5,ST-10.11-acceptance;ST-10.11-failure;ST-10.11-authority;ST-10.11-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-10.12,60,EP-10,"Represent Loading, Empty, Stale, and Disconnected State Honestly",IMPLEMENTATION_BASELINE;TS-01;TS-02;TS-05;TS-06;TS-07;TS-10;TS-12;TS-13;TS-14,10,"Architecture and operations;TS-12;UX, architecture, and operations;product_constitution;ux_architecture",ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,11,ST-10.12-acceptance;ST-10.12-failure;ST-10.12-authority;ST-10.12-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-10.13,61,EP-10,"Contain Partial, Redacted, Failed, and Invalidated Projections",TS-00;TS-12;TS-14,3,TS-12;product_constitution;ux_architecture,ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,6,ST-10.13-acceptance;ST-10.13-failure;ST-10.13-authority;ST-10.13-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-10.14,62,EP-10,Operate Large Collections Within Interaction Budgets,TS-12;TS-14,2,ux_architecture,ControlTowerConstitutionalProjection;GovernedCommand;ProjectionReceipt,docs/contracts/schemas/constitutional-evaluation.schema.json#/$defs/ControlTowerConstitutionalProjection,4,ST-10.14-acceptance;ST-10.14-failure;ST-10.14-authority;ST-10.14-receipt,CONDITIONAL_EXTERNAL_DEPENDENCY,,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-11.01,63,EP-11,Generate a Versioned Traceable Development Capsule,TS-01;TS-06;TS-11;TS-13;TS-14,5,TS-13;product_constitution,DevelopmentCapsule;StoryCompletionReceipt;ImplementationDeltaProposal,docs/contracts/schemas/constitutional-evaluation.schema.json,6,ST-11.01-acceptance;ST-11.01-failure;ST-11.01-authority;ST-11.01-receipt,BLOCKED_PENDING_HUMAN_DECISION,BD-008;BD-014;HD-006;HD-007,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-11.02,64,EP-11,Plan Dependency-Ordered Vertical Implementation Increments,TS-13,1,TS-13,DevelopmentCapsule;StoryCompletionReceipt;ImplementationDeltaProposal,docs/contracts/schemas/constitutional-evaluation.schema.json,2,ST-11.02-acceptance;ST-11.02-failure;ST-11.02-authority;ST-11.02-receipt,BLOCKED_PENDING_HUMAN_DECISION,BD-008;HD-006;HD-007,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-11.03,65,EP-11,Govern Implementation Deltas and Certification Feedback,TS-13,1,TS-13,DevelopmentCapsule;StoryCompletionReceipt;ImplementationDeltaProposal,docs/contracts/schemas/constitutional-evaluation.schema.json,2,ST-11.03-acceptance;ST-11.03-failure;ST-11.03-authority;ST-11.03-receipt,BLOCKED_PENDING_HUMAN_DECISION,BD-008;HD-006;HD-007,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-12.01,66,EP-12,Inventory and Map Proven V2.1 Behavior,IMPLEMENTATION_BASELINE,1,Architecture and repository authority;IMPLEMENTATION_BASELINE,MigrationReceipt;CertificationMatrix;ConstitutionalReadinessReceipt;DelegationHandoff,docs/contracts/schemas/constitutional-evaluation.schema.json;docs/contracts/schemas/visual-semantic-handoff.schema.json,4,ST-12.01-acceptance;ST-12.01-failure;ST-12.01-authority;ST-12.01-receipt,BLOCKED_PENDING_HUMAN_DECISION,HD-006;HD-007,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005;XDEP-006,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-12.02,67,EP-12,Dual-Compile and Migrate Through Regression Receipts,IMPLEMENTATION_BASELINE;TS-02;TS-06;TS-10;TS-13;TS-14,6,IMPLEMENTATION_BASELINE;product_constitution,MigrationReceipt;CertificationMatrix;ConstitutionalReadinessReceipt;DelegationHandoff,docs/contracts/schemas/constitutional-evaluation.schema.json;docs/contracts/schemas/visual-semantic-handoff.schema.json,6,ST-12.02-acceptance;ST-12.02-failure;ST-12.02-authority;ST-12.02-receipt,BLOCKED_PENDING_HUMAN_DECISION,HD-006;HD-007,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005;XDEP-006,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-12.03,68,EP-12,Prove the Complete Builder Spine Through Format 02,TS-02;TS-04;TS-06;TS-07;TS-10;TS-11;TS-13;TS-14;TS-15,9,Product lead and category steward;TS-15;product_constitution,MigrationReceipt;CertificationMatrix;ConstitutionalReadinessReceipt;DelegationHandoff,docs/contracts/schemas/constitutional-evaluation.schema.json;docs/contracts/schemas/visual-semantic-handoff.schema.json,3,ST-12.03-acceptance;ST-12.03-failure;ST-12.03-authority;ST-12.03-receipt,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005;XDEP-006,confirmed Story primary_specs projected without changing Story or Epic ownership
ST-12.04,69,EP-12,Publish Bounded Certification Claims Across Categories and Targets,TS-00;TS-10;TS-13;TS-14;TS-15,5,TS-15;product_constitution,MigrationReceipt;CertificationMatrix;ConstitutionalReadinessReceipt;DelegationHandoff,docs/contracts/schemas/constitutional-evaluation.schema.json;docs/contracts/schemas/visual-semantic-handoff.schema.json,4,ST-12.04-acceptance;ST-12.04-failure;ST-12.04-authority;ST-12.04-receipt,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,XDEP-001;XDEP-002;XDEP-003;XDEP-004;XDEP-005;XDEP-006,confirmed Story primary_specs projected without changing Story or Epic ownership
