inventory_id,authority_type,title,primary_epic_id,primary_story_id,story_title,source_release_scope,story_release_disposition,story_release_1_role,primary_specs,active_blockers,gate_refs,story_implementation_gate_status,completion_receipt,assignment_basis
D009,LOCKED_DECISION,Genesis entry state,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-04,BD-004;BD-008,BD-004;BD-008,EVIDENCE_GATED,ST-03.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D010,LOCKED_DECISION,Genesis decision protocol,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-01;TS-04;TS-05;TS-11;TS-12;TS-13;TS-14,BD-004;BD-008,BD-004;BD-008,EVIDENCE_GATED,ST-03.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D011,LOCKED_DECISION,Canonical source of truth,EP-03,ST-03.03,Maintain One Provenance-Rich Canonical Harness IR,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03;TS-04;TS-05;TS-06;TS-11;TS-12;TS-13;TS-14,BD-014,BD-014,EVIDENCE_GATED,ST-03.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D012,LOCKED_DECISION,Capability ownership,EP-04,ST-04.01,Assign Explicit Ownership to Every Required Capability,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03;TS-07;TS-08;TS-09;TS-14,BD-010,BD-010,EVIDENCE_GATED,ST-04.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D013,LOCKED_DECISION,Phase and context architecture,EP-04,ST-04.03,Order Work Through an Executable Phase Graph,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07;TS-12;TS-14,,,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,ST-04.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D014,LOCKED_DECISION,Phase handoffs,EP-04,ST-04.04,Protect Typed Phase and Context Handoffs,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03;TS-07;TS-11;TS-12;TS-13;TS-14,BD-014,BD-014,EVIDENCE_GATED,ST-04.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D015,LOCKED_DECISION,Module architecture,EP-04,ST-04.02,Compile Responsibility-Centered Modules with Test Seams,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07;TS-12;TS-13;TS-14,,,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,ST-04.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D016,LOCKED_DECISION,Reference loading,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07;TS-08;TS-14,BD-010,BD-010,EVIDENCE_GATED,ST-04.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D017,LOCKED_DECISION,Layered skill compilation,EP-05,ST-05.03,Package Portable Skills with Behavioral Anchors,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07;TS-08;TS-09;TS-12;TS-14,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D018,LOCKED_DECISION,JIT compilation,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07;TS-09;TS-12;TS-14,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D019,LOCKED_DECISION,Bindings and precedence,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05;TS-07;TS-08;TS-09;TS-14,BD-010,BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D020,LOCKED_DECISION,Context budget,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-07;TS-09;TS-12;TS-14,BD-010,BD-010,EVIDENCE_GATED,ST-04.05:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D021,LOCKED_DECISION,Skill maturity,EP-05,ST-05.01,Operate a Versioned Canonical Skill Registry,CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,IMPLEMENTATION_BASELINE;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14,BD-004;BD-008;BD-010,BD-004;BD-008;BD-010;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-05.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D022,LOCKED_DECISION,Builder benchmark strategy,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,CROSS_CUTTING,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,IMPLEMENTATION_BASELINE;TS-10;TS-13;TS-14;TS-15,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D023,LOCKED_DECISION,Benchmark corpus,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,CROSS_CUTTING,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-02;TS-03;TS-10;TS-13;TS-14,BD-004;BD-007;BD-008,BD-004;BD-007;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D024,LOCKED_DECISION,Performance scorecard,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,CROSS_CUTTING,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-10;TS-11;TS-12;TS-14,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D025,LOCKED_DECISION,Observability,EP-10,ST-10.12,"Represent Loading, Empty, Stale, and Disconnected State Honestly",CROSS_CUTTING,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,IMPLEMENTATION_BASELINE;TS-01;TS-02;TS-05;TS-07;TS-12;TS-14,,,CONDITIONAL_EXTERNAL_DEPENDENCY,ST-10.12:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D026,LOCKED_DECISION,Repair,EP-08,ST-08.04,Diagnose Root Cause Before Selecting Repair,CROSS_CUTTING,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-05;TS-07;TS-10;TS-11;TS-12;TS-13;TS-14,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D027,LOCKED_DECISION,Implementation authorization,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,CROSS_CUTTING,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-01;TS-02;TS-04;TS-05;TS-06;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14,BD-004;BD-008,BD-004;BD-008;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.06:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D028,LOCKED_DECISION,V2.1 migration,EP-12,ST-12.02,Dual-Compile and Migrate Through Regression Receipts,CROSS_CUTTING,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,IMPLEMENTATION_BASELINE;TS-02;TS-06;TS-10;TS-13;TS-14,,HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-12.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D029,LOCKED_DECISION,Implementation handoff,EP-11,ST-11.01,Generate a Versioned Traceable Development Capsule,CROSS_CUTTING,RELEASE_1_INCLUDED_HANDOFF_ONLY_NO_IMPLEMENTATION_AUTHORIZATION,IMPLEMENTATION_HANDOFF_PLANNING_ONLY,TS-01;TS-06;TS-11;TS-13;TS-14,BD-014,BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-11.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D030,LOCKED_DECISION,Category architecture and sequencing,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,CROSS_CUTTING,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03;TS-07;TS-11,BD-004;BD-007;BD-008;BD-014,BD-004;BD-007;BD-008;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D031,LOCKED_DECISION,Canonical category constitutions,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,CROSS_CUTTING,RELEASE_1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL_UNCERTIFIED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03;TS-11,BD-004;BD-007;BD-008;BD-014,BD-004;BD-007;BD-008;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-06.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D032,LOCKED_DECISION,Release strategy,EP-12,ST-12.04,Publish Bounded Certification Claims Across Categories and Targets,CROSS_CUTTING,RELEASE_1_FORMAT02_REFERENCE_PROOF_GENERAL_CERTIFICATION_DEFERRED,FORMAT_02_CERTIFICATION_SCOPE_AND_GENERAL_DEFERRAL,TS-10;TS-13;TS-14;TS-15,BD-004;BD-008;BD-014,BD-004;BD-008;BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-12.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
D033,LOCKED_DECISION,Binding anti-goals,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,CROSS_CUTTING,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-01;TS-04;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14;TS-15,BD-014,BD-014;HD-006;HD-007,BLOCKED_PENDING_HUMAN_DECISION,ST-08.06:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-001,FUNCTIONAL_REQUIREMENT,Select one explicit compilation target,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-01,,HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-002,FUNCTIONAL_REQUIREMENT,Create a stable run identity,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-01,,HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-003,FUNCTIONAL_REQUIREMENT,Enforce a typed lifecycle state machine,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-01,,HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-004,FUNCTIONAL_REQUIREMENT,Apply target-specific lifecycle profiles,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-01,,HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-005,FUNCTIONAL_REQUIREMENT,Govern lifecycle waivers,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-01,,HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-006,FUNCTIONAL_REQUIREMENT,Emit an event for every authoritative transition,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-01,,HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-007,FUNCTIONAL_REQUIREMENT,Resume without replaying human decisions,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-01,,HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-008,FUNCTIONAL_REQUIREMENT,Enforce the Builder product boundary,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-01,,HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-009,FUNCTIONAL_REQUIREMENT,Define target-specific source profiles,EP-01,ST-01.02,Lock a Safe Target-Specific Evidence Workspace,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-02,BD-004,BD-004;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-010,FUNCTIONAL_REQUIREMENT,Run source-readiness diagnostics before initialization,EP-01,ST-01.02,Lock a Safe Target-Specific Evidence Workspace,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-02,BD-004,BD-004;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-011,FUNCTIONAL_REQUIREMENT,Read directories and archives without mutating sources,EP-01,ST-01.02,Lock a Safe Target-Specific Evidence Workspace,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-02,BD-004,BD-004;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-012,FUNCTIONAL_REQUIREMENT,Require a real target candidate boundary,EP-01,ST-01.02,Lock a Safe Target-Specific Evidence Workspace,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-02,BD-004,BD-004;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-013,FUNCTIONAL_REQUIREMENT,Create an immutable source lock,EP-01,ST-01.02,Lock a Safe Target-Specific Evidence Workspace,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-02,BD-004,BD-004;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-014,FUNCTIONAL_REQUIREMENT,Build a queryable evidence index,EP-01,ST-01.03,Index Every Evidence Specimen with Provenance,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-02,BD-004,BD-004;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-015,FUNCTIONAL_REQUIREMENT,Inventory every target specimen,EP-01,ST-01.03,Index Every Evidence Specimen with Provenance,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-02,BD-004,BD-004;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-016,FUNCTIONAL_REQUIREMENT,Evaluate a measurable saturation contract,EP-01,ST-01.04,Decide Evidence Saturation Without Inventing Claims,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-02,BD-004,BD-004;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-017,FUNCTIONAL_REQUIREMENT,Classify evidence gaps and authority conflicts,EP-01,ST-01.04,Decide Evidence Saturation Without Inventing Claims,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-02,BD-004,BD-004;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-018,FUNCTIONAL_REQUIREMENT,Issue typed saturation outcomes,EP-01,ST-01.04,Decide Evidence Saturation Without Inventing Claims,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-02,BD-004,BD-004;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-01.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-019,FUNCTIONAL_REQUIREMENT,Normalize every visual specimen,EP-02,ST-02.01,Normalize Evidence into Typed Syntax Observations,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-020,FUNCTIONAL_REQUIREMENT,Detect duplicate and near-duplicate visual evidence,EP-02,ST-02.01,Normalize Evidence into Typed Syntax Observations,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-021,FUNCTIONAL_REQUIREMENT,Produce a typed specimen-level visual syntactic parse,EP-02,ST-02.01,Normalize Evidence into Typed Syntax Observations,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-022,FUNCTIONAL_REQUIREMENT,Use a canonical parsing ontology with category adaptations,EP-02,ST-02.01,Normalize Evidence into Typed Syntax Observations,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-023,FUNCTIONAL_REQUIREMENT,Measure normalized component geometry,EP-02,ST-02.01,Normalize Evidence into Typed Syntax Observations,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.01:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-024,FUNCTIONAL_REQUIREMENT,Build a spatial relationship graph,EP-02,ST-02.02,"Build Spatial, Temporal, and Reading-Order Graphs",RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-025,FUNCTIONAL_REQUIREMENT,Parse hierarchy and reading order,EP-02,ST-02.02,"Build Spatial, Temporal, and Reading-Order Graphs",RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-026,FUNCTIONAL_REQUIREMENT,Classify composition variables,EP-02,ST-02.02,"Build Spatial, Temporal, and Reading-Order Graphs",RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-027,FUNCTIONAL_REQUIREMENT,Parse temporal syntax for time-based evidence,EP-02,ST-02.02,"Build Spatial, Temporal, and Reading-Order Graphs",RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.02:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-028,FUNCTIONAL_REQUIREMENT,Separate BBOX observation from WHY hypotheses,EP-02,ST-02.03,Induce Grammar Only After Syntax Evidence,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-029,FUNCTIONAL_REQUIREMENT,Induce cross-specimen visual grammar,EP-02,ST-02.03,Induce Grammar Only After Syntax Evidence,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-030,FUNCTIONAL_REQUIREMENT,Draft category-native sequence grammar,EP-02,ST-02.03,Induce Grammar Only After Syntax Evidence,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-031,FUNCTIONAL_REQUIREMENT,Draft Activative hypotheses after syntax,EP-02,ST-02.03,Induce Grammar Only After Syntax Evidence,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-03,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.03:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-032,FUNCTIONAL_REQUIREMENT,Compare candidate product boundaries,EP-02,ST-02.04,Compare Candidate Atomic Product Boundaries,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-04,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-033,FUNCTIONAL_REQUIREMENT,Assign one typed atomicity status,EP-02,ST-02.04,Compare Candidate Atomic Product Boundaries,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-04,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-034,FUNCTIONAL_REQUIREMENT,Explain merge and split recommendations,EP-02,ST-02.04,Compare Candidate Atomic Product Boundaries,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-04,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
FR-035,FUNCTIONAL_REQUIREMENT,Assess wrong-boundary risk,EP-02,ST-02.04,Compare Candidate Atomic Product Boundaries,RELEASE_1,RELEASE_1_INCLUDED,RELEASE_1_FORMAT_02_REFERENCE_SUPPORT,TS-04,BD-004;BD-007,BD-004;BD-007;HD-006,BLOCKED_PENDING_HUMAN_DECISION,ST-02.04:StoryCompletionReceipt:<artifact-hash>,vertical decomposition within confirmed primary Epic responsibility
