inventory_id,authority_type,title,primary_epic_id,primary_epic_title,secondary_epic_ids,source_release_scope,epic_release_disposition,active_blockers,carried_gate_refs,assignment_basis
FR-015,FUNCTIONAL_REQUIREMENT,Inventory every target specimen,EP-01,Governed Run Intake and Evidence Readiness,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004,BD-004;BD-014;HD-006,feature outcome F02
FR-016,FUNCTIONAL_REQUIREMENT,Evaluate a measurable saturation contract,EP-01,Governed Run Intake and Evidence Readiness,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004,BD-004;BD-014;HD-006,feature outcome F02
FR-017,FUNCTIONAL_REQUIREMENT,Classify evidence gaps and authority conflicts,EP-01,Governed Run Intake and Evidence Readiness,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004,BD-004;BD-014;HD-006,feature outcome F02
FR-018,FUNCTIONAL_REQUIREMENT,Issue typed saturation outcomes,EP-01,Governed Run Intake and Evidence Readiness,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004,BD-004;BD-014;HD-006,feature outcome F02
FR-019,FUNCTIONAL_REQUIREMENT,Normalize every visual specimen,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-020,FUNCTIONAL_REQUIREMENT,Detect duplicate and near-duplicate visual evidence,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-021,FUNCTIONAL_REQUIREMENT,Produce a typed specimen-level visual syntactic parse,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-022,FUNCTIONAL_REQUIREMENT,Use a canonical parsing ontology with category adaptations,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-023,FUNCTIONAL_REQUIREMENT,Measure normalized component geometry,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-024,FUNCTIONAL_REQUIREMENT,Build a spatial relationship graph,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-025,FUNCTIONAL_REQUIREMENT,Parse hierarchy and reading order,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-026,FUNCTIONAL_REQUIREMENT,Classify composition variables,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-027,FUNCTIONAL_REQUIREMENT,Parse temporal syntax for time-based evidence,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-028,FUNCTIONAL_REQUIREMENT,Separate BBOX observation from WHY hypotheses,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-029,FUNCTIONAL_REQUIREMENT,Induce cross-specimen visual grammar,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-030,FUNCTIONAL_REQUIREMENT,Draft category-native sequence grammar,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-031,FUNCTIONAL_REQUIREMENT,Draft Activative hypotheses after syntax,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F03
FR-032,FUNCTIONAL_REQUIREMENT,Compare candidate product boundaries,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F04
FR-033,FUNCTIONAL_REQUIREMENT,Assign one typed atomicity status,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F04
FR-034,FUNCTIONAL_REQUIREMENT,Explain merge and split recommendations,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F04
FR-035,FUNCTIONAL_REQUIREMENT,Assess wrong-boundary risk,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F04
FR-036,FUNCTIONAL_REQUIREMENT,Require human atomicity ratification,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F04
FR-037,FUNCTIONAL_REQUIREMENT,Compile a Draft Harness Model,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F04
FR-038,FUNCTIONAL_REQUIREMENT,Mark the Draft Harness Model unratified,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F04
FR-039,FUNCTIONAL_REQUIREMENT,"Expose gaps, confidence, and alternatives",EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F04
FR-040,FUNCTIONAL_REQUIREMENT,Freeze the ratified boundary for Genesis,EP-02,Syntax-Grounded Understanding and Atomic Boundary,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-004;BD-007,BD-004;BD-007;BD-008;HD-006,feature outcome F04
FR-041,FUNCTIONAL_REQUIREMENT,Define typed Genesis decision nodes,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F05
FR-042,FUNCTIONAL_REQUIREMENT,Unlock only dependency-ready decisions,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F05
FR-043,FUNCTIONAL_REQUIREMENT,Ask one primary constitutional question per turn,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F05
FR-044,FUNCTIONAL_REQUIREMENT,Present an evidence-backed recommendation,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F05
FR-045,FUNCTIONAL_REQUIREMENT,Record human answer and final decision separately,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F05
FR-046,FUNCTIONAL_REQUIREMENT,Update the Harness IR transactionally,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F05
FR-047,FUNCTIONAL_REQUIREMENT,Reopen affected decisions on contradiction,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F05
FR-048,FUNCTIONAL_REQUIREMENT,Support provisional autonomous drafting with ratification,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F05
FR-049,FUNCTIONAL_REQUIREMENT,Define a cascade-locked terminal state,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F05
FR-050,FUNCTIONAL_REQUIREMENT,Persist complete decision receipts and resumable memory,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F05
FR-051,FUNCTIONAL_REQUIREMENT,Maintain one canonical typed Harness IR,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F06
FR-052,FUNCTIONAL_REQUIREMENT,Attach provenance and authority metadata to material values,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F06
FR-053,FUNCTIONAL_REQUIREMENT,Version IR schemas and migrations,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F06
FR-054,FUNCTIONAL_REQUIREMENT,Compile sharded human-readable specifications,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F06
FR-055,FUNCTIONAL_REQUIREMENT,Compile OpenSpec as a governed view,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F06
FR-056,FUNCTIONAL_REQUIREMENT,Compile machine artifacts from the same IR,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F06
FR-057,FUNCTIONAL_REQUIREMENT,Protect generated authoritative artifacts from silent manual drift,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F06
FR-058,FUNCTIONAL_REQUIREMENT,Bind artifacts to compiler and source hashes,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F06
FR-059,FUNCTIONAL_REQUIREMENT,Validate cross-artifact consistency and completeness,EP-03,Human-Ratified Genesis and Canonical Harness Definition,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-014,feature outcome F06
FR-060,FUNCTIONAL_REQUIREMENT,Inventory every required capability,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-061,FUNCTIONAL_REQUIREMENT,Assign an explicit capability ownership type,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-062,FUNCTIONAL_REQUIREMENT,Use reliability and cost criteria for ownership,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-063,FUNCTIONAL_REQUIREMENT,Represent hybrid capability pipelines,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-064,FUNCTIONAL_REQUIREMENT,Compile responsibility-centered modules,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-065,FUNCTIONAL_REQUIREMENT,Declare test seams for every module,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-066,FUNCTIONAL_REQUIREMENT,Compile a harness-specific Phase Graph,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-067,FUNCTIONAL_REQUIREMENT,Represent sequential and parallel phase dependencies,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-068,FUNCTIONAL_REQUIREMENT,Compile a phase-specific Context Graph,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-069,FUNCTIONAL_REQUIREMENT,Use versioned typed phase handoff contracts,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-070,FUNCTIONAL_REQUIREMENT,Prohibit silent downstream rewriting,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-071,FUNCTIONAL_REQUIREMENT,Validate ownership and dependency impact,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F07
FR-072,FUNCTIONAL_REQUIREMENT,Maintain a versioned reference registry,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F08
FR-073,FUNCTIONAL_REQUIREMENT,Support explicit loading policies,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F08
FR-074,FUNCTIONAL_REQUIREMENT,Define influence boundaries for references,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F08
FR-075,FUNCTIONAL_REQUIREMENT,Compile progressive disclosure pointers,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F08
FR-076,FUNCTIONAL_REQUIREMENT,Govern SPR as phase-local creative priming,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F08
FR-077,FUNCTIONAL_REQUIREMENT,Compile a Context Budget Policy per phase,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F08
FR-078,FUNCTIONAL_REQUIREMENT,Rank context by functional necessity,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F08
FR-079,FUNCTIONAL_REQUIREMENT,Block rather than silently truncate required context,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F08
FR-080,FUNCTIONAL_REQUIREMENT,Emit a complete context manifest,EP-04,Owned Capability Graphs and Minimum Complete Context,,RELEASE_1,RELEASE_1_INCLUDED,,BD-010;BD-014,feature outcome F08
FR-081,FUNCTIONAL_REQUIREMENT,Maintain a Canonical Skill Capability Registry,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F09
FR-082,FUNCTIONAL_REQUIREMENT,Organize canonical skills by authority lane,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F09
FR-083,FUNCTIONAL_REQUIREMENT,Track skill maturity and plasticity,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F09
FR-084,FUNCTIONAL_REQUIREMENT,Run a formal skill necessity and capability-gap test,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F09
FR-085,FUNCTIONAL_REQUIREMENT,"Prefer reuse, adaptation, or adapter composition",EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F09
FR-086,FUNCTIONAL_REQUIREMENT,Compile a typed Skill Design Brief,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F09
FR-087,FUNCTIONAL_REQUIREMENT,Use leading words as tested behavioral anchors,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F09
FR-088,FUNCTIONAL_REQUIREMENT,Compile portable progressively disclosed skill packages,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F09
FR-089,FUNCTIONAL_REQUIREMENT,Bind skill packages to evaluation assets,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F09
FR-090,FUNCTIONAL_REQUIREMENT,"Detect skill no-ops, sediment, and redundancy",EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F09
FR-091,FUNCTIONAL_REQUIREMENT,Represent harness-local skill adaptations,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-092,FUNCTIONAL_REQUIREMENT,Define Skill Composition Recipes,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-093,FUNCTIONAL_REQUIREMENT,Compile runtime binding schemas,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-094,FUNCTIONAL_REQUIREMENT,Assemble capsules through deterministic code,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-095,FUNCTIONAL_REQUIREMENT,Resolve binding dependencies before compilation,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-096,FUNCTIONAL_REQUIREMENT,Apply typed authority and precedence rules,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-097,FUNCTIONAL_REQUIREMENT,Enforce approved degradation policies,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-098,FUNCTIONAL_REQUIREMENT,Compile Minimum Complete Context,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-099,FUNCTIONAL_REQUIREMENT,Emit a complete JIT capsule package,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-100,FUNCTIONAL_REQUIREMENT,Bind exact versions and hashes,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-101,FUNCTIONAL_REQUIREMENT,Treat capsules as ephemeral phase-local artifacts,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-102,FUNCTIONAL_REQUIREMENT,Preserve deterministic assembly and bounded stochastic execution,EP-05,Reusable Evaluated Skills and Deterministic JIT Capsules,EP-08,RELEASE_1,RELEASE_1_INCLUDED,BD-010,BD-004;BD-008;BD-010;HD-007,feature outcome F10
FR-103,FUNCTIONAL_REQUIREMENT,Evaluate every skill-system layer,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-104,FUNCTIONAL_REQUIREMENT,Require a no-guidance control,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-105,FUNCTIONAL_REQUIREMENT,Run repeated fresh-context trials,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-106,FUNCTIONAL_REQUIREMENT,"Generate positive, adversarial, missing-evidence, and pressure cases",EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-107,FUNCTIONAL_REQUIREMENT,Promote maturity only through stored receipts,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-108,FUNCTIONAL_REQUIREMENT,Verify evaluated artifact identity,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-109,FUNCTIONAL_REQUIREMENT,Maintain a staged benchmark portfolio,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-110,FUNCTIONAL_REQUIREMENT,Maintain a layered versioned benchmark corpus,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-111,FUNCTIONAL_REQUIREMENT,Generate controlled mutation tests,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-112,FUNCTIONAL_REQUIREMENT,Protect release-gate benchmark integrity,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-113,FUNCTIONAL_REQUIREMENT,Score independent quality dimensions,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-114,FUNCTIONAL_REQUIREMENT,Enforce hard release gates,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-115,FUNCTIONAL_REQUIREMENT,Report repeated-run stability,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-116,FUNCTIONAL_REQUIREMENT,Ingest downstream implementation and harness results,EP-08,"Behavioral Proof, Repair, and Readiness Authorization",,RELEASE_1,RELEASE_1_INCLUDED_CERTIFICATION_BLOCKED,BD-004;BD-008,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,feature outcome F11
FR-117,FUNCTIONAL_REQUIREMENT,Show a run overview,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,feature outcome F12
FR-118,FUNCTIONAL_REQUIREMENT,Render the Phase and Context Graphs,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,feature outcome F12
FR-119,FUNCTIONAL_REQUIREMENT,Expose evidence and visual understanding,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,feature outcome F12
FR-120,FUNCTIONAL_REQUIREMENT,Expose Genesis decisions and authority,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,feature outcome F12
FR-121,FUNCTIONAL_REQUIREMENT,"Expose skills, recipes, and capsules",EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,feature outcome F12
FR-122,FUNCTIONAL_REQUIREMENT,Expose contracts and module ownership,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,feature outcome F12
FR-123,FUNCTIONAL_REQUIREMENT,Expose evaluations and repair history,EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,feature outcome F12
FR-124,FUNCTIONAL_REQUIREMENT,"Track cost, latency, and context usage",EP-10,Evidence-Derived Human Control Tower,,RELEASE_1,RELEASE_1_INCLUDED,,BD-004;BD-008;BD-010;BD-014,feature outcome F12
