inventory_id,authority_type,title,primary_epic_id,primary_story_id,story_title,story_global_order,primary_owner_count,planning_implementable_story,current_implementation_authorized,primary_specs,approved_adrs,story_gate_classification,gate_refs,required_test_count,observability_evidence,completion_receipt_template,coverage_result
D004,LOCKED_DECISION,Compilation targets,EP-07,ST-07.01,Register Three Distinct Compilation Targets,30,1,true,false,TS-01;TS-11;TS-15,ADR-001;ADR-003;ADR-005;ADR-013;ADR-014;ADR-018,EVIDENCE_GATED,BD-014,4,ST-07.01:StoryCompletionReceipt,ST-07.01:StoryCompletionReceipt:<artifact-hash>,PASS
D005,LOCKED_DECISION,Canonical input boundary,EP-01,ST-01.02,Lock a Safe Target-Specific Evidence Workspace,2,1,true,false,TS-01;TS-02;TS-11,ADR-001;ADR-003;ADR-005;ADR-007;ADR-012;ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-014;HD-006,4,ST-01.02:StoryCompletionReceipt,ST-01.02:StoryCompletionReceipt:<artifact-hash>,PASS
D006,LOCKED_DECISION,Lifecycle,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,1,1,true,false,TS-00;TS-01;TS-02;TS-07;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006,4,ST-01.01:StoryCompletionReceipt,ST-01.01:StoryCompletionReceipt:<artifact-hash>,PASS
D007,LOCKED_DECISION,Visual Syntax First,EP-02,ST-02.03,Induce Grammar Only After Syntax Evidence,7,1,true,false,TS-00;TS-02;TS-03;TS-05;TS-06;TS-07;TS-11;TS-12,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-007;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006,4,ST-02.03:StoryCompletionReceipt,ST-02.03:StoryCompletionReceipt:<artifact-hash>,PASS
D008,LOCKED_DECISION,Atomicity,EP-02,ST-02.04,Compare Candidate Atomic Product Boundaries,8,1,true,false,TS-03;TS-04;TS-11,ADR-005;ADR-008;ADR-012;ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006,4,ST-02.04:StoryCompletionReceipt,ST-02.04:StoryCompletionReceipt:<artifact-hash>,PASS
D009,LOCKED_DECISION,Genesis entry state,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,10,1,true,false,TS-01;TS-04;TS-05;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-004;BD-008,4,ST-03.01:StoryCompletionReceipt,ST-03.01:StoryCompletionReceipt:<artifact-hash>,PASS
D010,LOCKED_DECISION,Genesis decision protocol,EP-03,ST-03.01,Ask Only Dependency-Ready Constitutional Questions,10,1,true,false,TS-01;TS-04;TS-05;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-004;BD-008,4,ST-03.01:StoryCompletionReceipt,ST-03.01:StoryCompletionReceipt:<artifact-hash>,PASS
D011,LOCKED_DECISION,Canonical source of truth,EP-03,ST-03.03,Maintain One Provenance-Rich Canonical Harness IR,12,1,true,false,TS-03;TS-04;TS-05;TS-06;TS-07;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-014,4,ST-03.03:StoryCompletionReceipt,ST-03.03:StoryCompletionReceipt:<artifact-hash>,PASS
D012,LOCKED_DECISION,Capability ownership,EP-04,ST-04.01,Assign Explicit Ownership to Every Required Capability,15,1,true,false,TS-03;TS-07;TS-08;TS-09;TS-14,ADR-001;ADR-002;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-010;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.01:StoryCompletionReceipt,ST-04.01:StoryCompletionReceipt:<artifact-hash>,PASS
D013,LOCKED_DECISION,Phase and context architecture,EP-04,ST-04.03,Order Work Through an Executable Phase Graph,17,1,true,false,TS-07;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-011;ADR-012;ADR-016;ADR-017,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,,4,ST-04.03:StoryCompletionReceipt,ST-04.03:StoryCompletionReceipt:<artifact-hash>,PASS
D014,LOCKED_DECISION,Phase handoffs,EP-04,ST-04.04,Protect Typed Phase and Context Handoffs,18,1,true,false,TS-01;TS-03;TS-05;TS-06;TS-07;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,EVIDENCE_GATED,BD-014,4,ST-04.04:StoryCompletionReceipt,ST-04.04:StoryCompletionReceipt:<artifact-hash>,PASS
D015,LOCKED_DECISION,Module architecture,EP-04,ST-04.02,Compile Responsibility-Centered Modules with Test Seams,16,1,true,false,TS-07;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,PLANNING_COMPLETE_IMPLEMENTATION_PROHIBITED,,4,ST-04.02:StoryCompletionReceipt,ST-04.02:StoryCompletionReceipt:<artifact-hash>,PASS
D016,LOCKED_DECISION,Reference loading,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,19,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.05:StoryCompletionReceipt,ST-04.05:StoryCompletionReceipt:<artifact-hash>,PASS
D017,LOCKED_DECISION,Layered skill compilation,EP-05,ST-05.03,Package Portable Skills with Behavioral Anchors,22,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-10;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.03:StoryCompletionReceipt,ST-05.03:StoryCompletionReceipt:<artifact-hash>,PASS
D018,LOCKED_DECISION,JIT compilation,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,23,1,true,false,TS-00;TS-05;TS-07;TS-08;TS-09;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.04:StoryCompletionReceipt,ST-05.04:StoryCompletionReceipt:<artifact-hash>,PASS
D019,LOCKED_DECISION,Bindings and precedence,EP-05,ST-05.04,Assemble a Deterministic Phase-Local JIT Capsule,23,1,true,false,TS-00;TS-05;TS-07;TS-08;TS-09;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,BLOCKED_PENDING_HUMAN_DECISION,BD-010;HD-007,4,ST-05.04:StoryCompletionReceipt,ST-05.04:StoryCompletionReceipt:<artifact-hash>,PASS
D020,LOCKED_DECISION,Context budget,EP-04,ST-04.05,Compile Minimum Complete Context Without Silent Truncation,19,1,true,false,TS-00;TS-07;TS-08;TS-09;TS-12;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-009;ADR-010;ADR-011;ADR-012;ADR-016;ADR-017,EVIDENCE_GATED,BD-010,4,ST-04.05:StoryCompletionReceipt,ST-04.05:StoryCompletionReceipt:<artifact-hash>,PASS
D021,LOCKED_DECISION,Skill maturity,EP-05,ST-05.01,Operate a Versioned Canonical Skill Registry,20,1,true,false,IMPLEMENTATION_BASELINE;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-008;ADR-009;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;BD-010;HD-007,4,ST-05.01:StoryCompletionReceipt,ST-05.01:StoryCompletionReceipt:<artifact-hash>,PASS
D022,LOCKED_DECISION,Builder benchmark strategy,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,35,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-03;TS-08;TS-10;TS-13;TS-14;TS-15,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-012;ADR-013;ADR-014;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006;HD-007,4,ST-08.02:StoryCompletionReceipt,ST-08.02:StoryCompletionReceipt:<artifact-hash>,PASS
D023,LOCKED_DECISION,Benchmark corpus,EP-08,ST-08.02,Promote Maturity Only Through Protected Receipts,35,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-03;TS-08;TS-10;TS-13;TS-14;TS-15,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-012;ADR-013;ADR-014;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;HD-006;HD-007,4,ST-08.02:StoryCompletionReceipt,ST-08.02:StoryCompletionReceipt:<artifact-hash>,PASS
D024,LOCKED_DECISION,Performance scorecard,EP-08,ST-08.03,Score Independent Dimensions and Controlled Mutations,36,1,true,false,TS-10;TS-11;TS-12;TS-14,ADR-002;ADR-003;ADR-006;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.03:StoryCompletionReceipt,ST-08.03:StoryCompletionReceipt:<artifact-hash>,PASS
D025,LOCKED_DECISION,Observability,EP-10,ST-10.12,"Represent Loading, Empty, Stale, and Disconnected State Honestly",60,1,true,false,IMPLEMENTATION_BASELINE;TS-01;TS-02;TS-05;TS-06;TS-07;TS-10;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-010;ADR-011;ADR-012;ADR-013;ADR-015;ADR-016;ADR-017;ADR-018,CONDITIONAL_EXTERNAL_DEPENDENCY,,4,ST-10.12:StoryCompletionReceipt,ST-10.12:StoryCompletionReceipt:<artifact-hash>,PASS
D026,LOCKED_DECISION,Repair,EP-08,ST-08.04,Diagnose Root Cause Before Selecting Repair,37,1,true,false,TS-00;TS-05;TS-07;TS-10;TS-11;TS-12;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;HD-006;HD-007,4,ST-08.04:StoryCompletionReceipt,ST-08.04:StoryCompletionReceipt:<artifact-hash>,PASS
D027,LOCKED_DECISION,Implementation authorization,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,39,1,true,false,TS-00;TS-01;TS-02;TS-04;TS-05;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;BD-014;HD-006;HD-007,4,ST-08.06:StoryCompletionReceipt,ST-08.06:StoryCompletionReceipt:<artifact-hash>,PASS
D028,LOCKED_DECISION,V2.1 migration,EP-12,ST-12.02,Dual-Compile and Migrate Through Regression Receipts,67,1,true,false,IMPLEMENTATION_BASELINE;TS-02;TS-06;TS-10;TS-13;TS-14,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-010;ADR-012;ADR-013;ADR-015;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006;HD-007,4,ST-12.02:StoryCompletionReceipt,ST-12.02:StoryCompletionReceipt:<artifact-hash>,PASS
D029,LOCKED_DECISION,Implementation handoff,EP-11,ST-11.01,Generate a Versioned Traceable Development Capsule,63,1,true,false,TS-01;TS-06;TS-11;TS-13;TS-14,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-008;BD-014;HD-006;HD-007,4,ST-11.01:StoryCompletionReceipt,ST-11.01:StoryCompletionReceipt:<artifact-hash>,PASS
D030,LOCKED_DECISION,Category architecture and sequencing,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,25,1,true,false,TS-00;TS-01;TS-03;TS-04;TS-06;TS-07;TS-10;TS-11;TS-12;TS-13;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.01:StoryCompletionReceipt,ST-06.01:StoryCompletionReceipt:<artifact-hash>,PASS
D031,LOCKED_DECISION,Canonical category constitutions,EP-06,ST-06.01,Bind Every Harness to One of Five Canonical Categories,25,1,true,false,TS-00;TS-01;TS-03;TS-04;TS-06;TS-07;TS-10;TS-11;TS-12;TS-13;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-008;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-06.01:StoryCompletionReceipt,ST-06.01:StoryCompletionReceipt:<artifact-hash>,PASS
D032,LOCKED_DECISION,Release strategy,EP-12,ST-12.04,Publish Bounded Certification Claims Across Categories and Targets,69,1,true,false,TS-00;TS-10;TS-13;TS-14;TS-15,ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-010;ADR-012;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;BD-008;BD-010;BD-014;HD-006;HD-007,4,ST-12.04:StoryCompletionReceipt,ST-12.04:StoryCompletionReceipt:<artifact-hash>,PASS
D033,LOCKED_DECISION,Binding anti-goals,EP-08,ST-08.06,Issue Evidence-Backed Readiness and Authorization Receipts,39,1,true,false,TS-00;TS-01;TS-02;TS-04;TS-05;TS-06;TS-07;TS-08;TS-09;TS-10;TS-11;TS-12;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-008;ADR-009;ADR-010;ADR-011;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-008;BD-014;HD-006;HD-007,4,ST-08.06:StoryCompletionReceipt,ST-08.06:StoryCompletionReceipt:<artifact-hash>,PASS
FR-001,FUNCTIONAL_REQUIREMENT,Select one explicit compilation target,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,1,1,true,false,TS-00;TS-01;TS-02;TS-07;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006,4,ST-01.01:StoryCompletionReceipt,ST-01.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-002,FUNCTIONAL_REQUIREMENT,Create a stable run identity,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,1,1,true,false,TS-00;TS-01;TS-02;TS-07;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006,4,ST-01.01:StoryCompletionReceipt,ST-01.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-003,FUNCTIONAL_REQUIREMENT,Enforce a typed lifecycle state machine,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,1,1,true,false,TS-00;TS-01;TS-02;TS-07;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006,4,ST-01.01:StoryCompletionReceipt,ST-01.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-004,FUNCTIONAL_REQUIREMENT,Apply target-specific lifecycle profiles,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,1,1,true,false,TS-00;TS-01;TS-02;TS-07;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006,4,ST-01.01:StoryCompletionReceipt,ST-01.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-005,FUNCTIONAL_REQUIREMENT,Govern lifecycle waivers,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,1,1,true,false,TS-00;TS-01;TS-02;TS-07;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006,4,ST-01.01:StoryCompletionReceipt,ST-01.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-006,FUNCTIONAL_REQUIREMENT,Emit an event for every authoritative transition,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,1,1,true,false,TS-00;TS-01;TS-02;TS-07;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006,4,ST-01.01:StoryCompletionReceipt,ST-01.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-007,FUNCTIONAL_REQUIREMENT,Resume without replaying human decisions,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,1,1,true,false,TS-00;TS-01;TS-02;TS-07;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006,4,ST-01.01:StoryCompletionReceipt,ST-01.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-008,FUNCTIONAL_REQUIREMENT,Enforce the Builder product boundary,EP-01,ST-01.01,Start and Resume One Target-Profiled Builder Run,1,1,true,false,TS-00;TS-01;TS-02;TS-07;TS-11;TS-13;TS-14;TS-15,ADR-001;ADR-002;ADR-003;ADR-004;ADR-005;ADR-006;ADR-007;ADR-010;ADR-012;ADR-013;ADR-014;ADR-016;ADR-017;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,HD-006,4,ST-01.01:StoryCompletionReceipt,ST-01.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-009,FUNCTIONAL_REQUIREMENT,Define target-specific source profiles,EP-01,ST-01.02,Lock a Safe Target-Specific Evidence Workspace,2,1,true,false,TS-01;TS-02;TS-11,ADR-001;ADR-003;ADR-005;ADR-007;ADR-012;ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-014;HD-006,4,ST-01.02:StoryCompletionReceipt,ST-01.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-010,FUNCTIONAL_REQUIREMENT,Run source-readiness diagnostics before initialization,EP-01,ST-01.02,Lock a Safe Target-Specific Evidence Workspace,2,1,true,false,TS-01;TS-02;TS-11,ADR-001;ADR-003;ADR-005;ADR-007;ADR-012;ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-014;HD-006,4,ST-01.02:StoryCompletionReceipt,ST-01.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-011,FUNCTIONAL_REQUIREMENT,Read directories and archives without mutating sources,EP-01,ST-01.02,Lock a Safe Target-Specific Evidence Workspace,2,1,true,false,TS-01;TS-02;TS-11,ADR-001;ADR-003;ADR-005;ADR-007;ADR-012;ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-014;HD-006,4,ST-01.02:StoryCompletionReceipt,ST-01.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-012,FUNCTIONAL_REQUIREMENT,Require a real target candidate boundary,EP-01,ST-01.02,Lock a Safe Target-Specific Evidence Workspace,2,1,true,false,TS-01;TS-02;TS-11,ADR-001;ADR-003;ADR-005;ADR-007;ADR-012;ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-014;HD-006,4,ST-01.02:StoryCompletionReceipt,ST-01.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-013,FUNCTIONAL_REQUIREMENT,Create an immutable source lock,EP-01,ST-01.02,Lock a Safe Target-Specific Evidence Workspace,2,1,true,false,TS-01;TS-02;TS-11,ADR-001;ADR-003;ADR-005;ADR-007;ADR-012;ADR-013;ADR-014;ADR-018,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-014;HD-006,4,ST-01.02:StoryCompletionReceipt,ST-01.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-014,FUNCTIONAL_REQUIREMENT,Build a queryable evidence index,EP-01,ST-01.03,Index Every Evidence Specimen with Provenance,3,1,true,false,TS-02,ADR-003;ADR-007;ADR-012,BLOCKED_PENDING_HUMAN_DECISION,BD-004;HD-006,4,ST-01.03:StoryCompletionReceipt,ST-01.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-015,FUNCTIONAL_REQUIREMENT,Inventory every target specimen,EP-01,ST-01.03,Index Every Evidence Specimen with Provenance,3,1,true,false,TS-02,ADR-003;ADR-007;ADR-012,BLOCKED_PENDING_HUMAN_DECISION,BD-004;HD-006,4,ST-01.03:StoryCompletionReceipt,ST-01.03:StoryCompletionReceipt:<artifact-hash>,PASS
FR-016,FUNCTIONAL_REQUIREMENT,Evaluate a measurable saturation contract,EP-01,ST-01.04,Decide Evidence Saturation Without Inventing Claims,4,1,true,false,TS-02;TS-03;TS-10;TS-13,ADR-003;ADR-007;ADR-012,BLOCKED_PENDING_HUMAN_DECISION,BD-004;HD-006,4,ST-01.04:StoryCompletionReceipt,ST-01.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-017,FUNCTIONAL_REQUIREMENT,Classify evidence gaps and authority conflicts,EP-01,ST-01.04,Decide Evidence Saturation Without Inventing Claims,4,1,true,false,TS-02;TS-03;TS-10;TS-13,ADR-003;ADR-007;ADR-012,BLOCKED_PENDING_HUMAN_DECISION,BD-004;HD-006,4,ST-01.04:StoryCompletionReceipt,ST-01.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-018,FUNCTIONAL_REQUIREMENT,Issue typed saturation outcomes,EP-01,ST-01.04,Decide Evidence Saturation Without Inventing Claims,4,1,true,false,TS-02;TS-03;TS-10;TS-13,ADR-003;ADR-007;ADR-012,BLOCKED_PENDING_HUMAN_DECISION,BD-004;HD-006,4,ST-01.04:StoryCompletionReceipt,ST-01.04:StoryCompletionReceipt:<artifact-hash>,PASS
FR-019,FUNCTIONAL_REQUIREMENT,Normalize every visual specimen,EP-02,ST-02.01,Normalize Evidence into Typed Syntax Observations,5,1,true,false,TS-03;TS-04,ADR-005;ADR-008;ADR-012;ADR-014,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.01:StoryCompletionReceipt,ST-02.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-020,FUNCTIONAL_REQUIREMENT,Detect duplicate and near-duplicate visual evidence,EP-02,ST-02.01,Normalize Evidence into Typed Syntax Observations,5,1,true,false,TS-03;TS-04,ADR-005;ADR-008;ADR-012;ADR-014,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.01:StoryCompletionReceipt,ST-02.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-021,FUNCTIONAL_REQUIREMENT,Produce a typed specimen-level visual syntactic parse,EP-02,ST-02.01,Normalize Evidence into Typed Syntax Observations,5,1,true,false,TS-03;TS-04,ADR-005;ADR-008;ADR-012;ADR-014,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.01:StoryCompletionReceipt,ST-02.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-022,FUNCTIONAL_REQUIREMENT,Use a canonical parsing ontology with category adaptations,EP-02,ST-02.01,Normalize Evidence into Typed Syntax Observations,5,1,true,false,TS-03;TS-04,ADR-005;ADR-008;ADR-012;ADR-014,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.01:StoryCompletionReceipt,ST-02.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-023,FUNCTIONAL_REQUIREMENT,Measure normalized component geometry,EP-02,ST-02.01,Normalize Evidence into Typed Syntax Observations,5,1,true,false,TS-03;TS-04,ADR-005;ADR-008;ADR-012;ADR-014,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.01:StoryCompletionReceipt,ST-02.01:StoryCompletionReceipt:<artifact-hash>,PASS
FR-024,FUNCTIONAL_REQUIREMENT,Build a spatial relationship graph,EP-02,ST-02.02,"Build Spatial, Temporal, and Reading-Order Graphs",6,1,true,false,TS-03,ADR-008;ADR-012,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.02:StoryCompletionReceipt,ST-02.02:StoryCompletionReceipt:<artifact-hash>,PASS
FR-025,FUNCTIONAL_REQUIREMENT,Parse hierarchy and reading order,EP-02,ST-02.02,"Build Spatial, Temporal, and Reading-Order Graphs",6,1,true,false,TS-03,ADR-008;ADR-012,BLOCKED_PENDING_HUMAN_DECISION,BD-004;BD-007;HD-006,4,ST-02.02:StoryCompletionReceipt,ST-02.02:StoryCompletionReceipt:<artifact-hash>,PASS
