archetype_prompt_id,family,title,filename,snapshot_path,sha256,status
ARCH-PROMPT-081,core,"<a id=""_6rz4kfg54bwe""></a>__✨ The Transformation Story \(Generative\)__",The Transformation Story (Generative).md,sources/cmf_archetype_prompt_snapshot/core/The Transformation Story (Generative).md,226cc33535bda97856514b287e1d157c406cd03be28f58b8e48ad029764c45b2,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-082,core,"<a id=""_a3x0ltsycrj3""></a>__✨ The Transformation Story \(Interview Framework\)__",The Transformation Story (Interview Framework).md,sources/cmf_archetype_prompt_snapshot/core/The Transformation Story (Interview Framework).md,08135bc462d2373b96371e669afcded6cd183c29c6e9758a998b458ec6c5286b,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-083,core,"<a id=""_dur4kkwzyak9""></a>__✨The Validation Reaction Script__",The Validation Reaction Script.md,sources/cmf_archetype_prompt_snapshot/core/The Validation Reaction Script.md,46ca599ecbfcbaa6bc79a4f52147bacff8352f9c747a651bcdd00923f3641387,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-084,core,"<a id=""_p4ejf03kqtqg""></a>__✨ The Visual Timeline Prompt__",The Visual Timeline Prompt.md,sources/cmf_archetype_prompt_snapshot/core/The Visual Timeline Prompt.md,de072b1146681904cc33f9a97619cfb3546be040629aa20b12ae8b55c1d264ee,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-085,core,"<a id=""_6af5g3d5j3f3""></a>__✨ The Worst Case Scenario Script__",The Worst Case Scenario Script.md,sources/cmf_archetype_prompt_snapshot/core/The Worst Case Scenario Script.md,595df669567995bc8978fa5b7a978152a5f114618a7694ed3ab80afaf265b10c,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-086,core,"<a id=""_zcvfunxo4xsh""></a>__Worst Case Scenario Visual Prompt__",The Worst Case Scenario Visual Prompt.md,sources/cmf_archetype_prompt_snapshot/core/The Worst Case Scenario Visual Prompt.md,e600882f8402075aba7a6fb80efd4b13d0aa11b1647c9e7ef4c0d24064607acf,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-087,core,"<a id=""_t9dj2v6glzjp""></a>__🎲⭐ Thought Whisperer Tweet __",Thought Whisperer Tweet.md,sources/cmf_archetype_prompt_snapshot/core/Thought Whisperer Tweet.md,fab0c26afc6c868a63c1eb1ae1d5e81d85054487cd0ad3e3876df1be9894dc78,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-088,core,"<a id=""_jicravdlndic""></a>__✨ Would You Rather\.\.\.?__",Would You Rather.md,sources/cmf_archetype_prompt_snapshot/core/Would You Rather.md,80afdb134a4bb8e1d2bd5a9bb42387446250437645a37297401a0c10f0856efd,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-089,ratings,"<a id=""_rating_authority""></a>__✨ The Authority Rating Script__",The Authority Rating Script.md,sources/cmf_archetype_prompt_snapshot/ratings/The Authority Rating Script.md,2b2afb81976b2e59a605fde29e4cf66b006698d77aa57ea3e0a83ef2d27d873c,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-090,ratings,"<a id=""_rating_controversial""></a>__✨The Controversial Rating Script__",The Controversial Rating Script.md,sources/cmf_archetype_prompt_snapshot/ratings/The Controversial Rating Script.md,90c59b44c9f3b62af03bc5a5ce8925eeb71e9c8156f246e51ad353abfcf3dd25,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-091,ratings,"<a id=""_rating_relatable""></a>__✨ The Relatable Rating Script__",The Relatable Rating Script.md,sources/cmf_archetype_prompt_snapshot/ratings/The Relatable Rating Script.md,90c4e57bd51fb63587add2264c2f63e6224a07e23ce40b1c7408117cf69a268b,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-092,ratings,"<a id=""_rating_roast""></a>__✨The Roast Rating Script__",The Roast Rating Script.md,sources/cmf_archetype_prompt_snapshot/ratings/The Roast Rating Script.md,522d85f3da75d7cd3563fc8ceaab1c0f5b10ce9fd50100352f863826331d09ec,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-093,tier_lists,"<a id=""_z3mmzcn1e90o""></a>__✨ The Authority Tier List Script__",The Authority Tier List Script.md,sources/cmf_archetype_prompt_snapshot/tier_lists/The Authority Tier List Script.md,7e2721e0493c4a0232dc6776cbd1bafeb9fc1081c19aa0b6149072b32632135e,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-094,tier_lists,"<a id=""_470emmsdkc2g""></a>__✨The Controversial Tier List Script__",The Controversial Tier List Script.md,sources/cmf_archetype_prompt_snapshot/tier_lists/The Controversial Tier List Script.md,2a57e22d512fa46671fc6b6b9b74fad32eeb4fad05673da77379e72d8dc08a49,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-095,tier_lists,"<a id=""_pqvrooop5dep""></a>__✨The Red Flag Tier List Script__",The Red Flag Tier List Script.md,sources/cmf_archetype_prompt_snapshot/tier_lists/The Red Flag Tier List Script.md,58a98de822a8499290d1af7b4728c898750363d9c05c1c99177c4862efa77878,historical_evidence_requires_current_coalition_validation
ARCH-PROMPT-096,tier_lists,"<a id=""_9e6fo3nchz9q""></a>__✨ The Relatable Tier List Script__",The Relatable Tier List Script.md,sources/cmf_archetype_prompt_snapshot/tier_lists/The Relatable Tier List Script.md,caf8a3a11bc4f9526d3d2c094c4125f8746b2dbcec357289ee311013f82dad9c,historical_evidence_requires_current_coalition_validation
