id,type,title,feature_or_domain,classification,release_scope,primary_spec,requirement_text,repository_evidence,coverage_basis,blocking_decisions
FR-064,FR,Compile responsibility-centered modules,F07,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"The Builder must group capabilities into modules with one cohesive responsibility, small public interfaces, owned contracts and invariants, explicit exclusions, dependencies, failure modes, and a reason for the boundary.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F07-capability-module-phase-contract.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-065,FR,Declare test seams for every module,F07,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"Each module must declare its public test seams, expected fixtures, contract tests, failure injections, and observable outputs.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F07-capability-module-phase-contract.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-066,FR,Compile a harness-specific Phase Graph,F07,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"The Builder must derive phases, dependencies, executors, parallelism, inputs, outputs, completion criteria, failure owners, and invalidation edges appropriate to the atomic harness.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F07-capability-module-phase-contract.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-067,FR,Represent sequential and parallel phase dependencies,F07,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"The Phase Graph must distinguish strict sequence, parallel-safe work, joins, retries, human gates, and terminal states.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F07-capability-module-phase-contract.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-068,FR,Compile a phase-specific Context Graph,F07,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"For every phase, the Builder must define included evidence, decisions, contracts, skills, references, exclusions, conditional loads, unload behavior, and downstream exposure policy.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F07-capability-module-phase-contract.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-069,FR,Use versioned typed phase handoff contracts,F07,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"Every authoritative phase output must use a versioned contract that declares producer, consumers, required and optional fields, provenance, authority, validation, compatibility, mutability, and invalidation behavior.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F07-capability-module-phase-contract.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-070,FR,Prohibit silent downstream rewriting,F07,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"A downstream phase may accept, challenge, request repair, or derive from an upstream contract but may not silently modify it.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F07-capability-module-phase-contract.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-071,FR,Validate ownership and dependency impact,F07,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"The Builder must detect orphan capabilities, multiple conflicting primary owners, circular phase dependencies, hidden contract consumers, and missing invalidation edges before readiness.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F07-capability-module-phase-contract.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-072,FR,Maintain a versioned reference registry,F08,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"The Builder must register doctrine, ontologies, registries, examples, counterexamples, templates, provider guidance, rights rules, and SPR resources with stable IDs, versions, hashes, owners, authority, and content roles.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F08-reference-spr-context.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-073,FR,Support explicit loading policies,F08,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"Each reference must use a declared loading mode such as always, phase_local, skill_local, conditional, retrieval_only, human_only, or forbidden_at_runtime.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F08-reference-spr-context.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-074,FR,Define influence boundaries for references,F08,NEW_IMPLEMENTATION,RELEASE_1,TS-07,References must be able to declare the decisions or outputs they may inform and the domains they must not influence.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F08-reference-spr-context.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-075,FR,Compile progressive disclosure pointers,F08,NEW_IMPLEMENTATION,RELEASE_1,TS-07,Canonical skills and phase instructions must inline only universally required procedure and use typed context pointers for branch-specific or heavy reference material.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F08-reference-spr-context.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-076,FR,Govern SPR as phase-local creative priming,F08,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"The Builder must treat Sparse Priming Representation as a conditional creative-presence resource loaded only after evidence, meaning, authority, and wrong-reading locks required by the phase are resolved.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F08-reference-spr-context.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-077,FR,Compile a Context Budget Policy per phase,F08,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"Every model-driven phase must declare hard and soft token, latency, and cost budgets, required versus optional context classes, compression permissions, retrieval policies, and budget-failure behavior.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F08-reference-spr-context.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-078,FR,Rank context by functional necessity,F08,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"The JIT compiler must prioritize phase responsibility, output contract, ratified decisions, bindings, canonical procedure, harness adaptation, direct evidence, constraints, conditional references, examples, and enrichment in that order unless the profile specifies a justified override.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F08-reference-spr-context.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-079,FR,Block rather than silently truncate required context,F08,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"If required context exceeds the approved budget, the Builder must block and recommend phase splitting, typed compression, retrieval, deduplication, reference redesign, model-policy change, or an authorized budget increase.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F08-reference-spr-context.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-080,FR,Emit a complete context manifest,F08,NEW_IMPLEMENTATION,RELEASE_1,TS-07,"Every JIT Execution Capsule must list included, excluded, summarized, retrieved, and compressed resources; their hashes; their token contribution; and the rationale for each decision.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F08-reference-spr-context.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-001
FR-081,FR,Maintain a Canonical Skill Capability Registry,F09,NEW_IMPLEMENTATION,RELEASE_1,TS-08,"The Builder must maintain a versioned registry of reusable procedural capabilities with stable IDs, names, responsibilities, input and output contracts, authority lane, failure modes, reasoning modules, maturity, artifact availability, and evaluation receipts.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F09-canonical-skill-ecology.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-082,FR,Organize canonical skills by authority lane,F09,NEW_IMPLEMENTATION,RELEASE_1,TS-08,"Every canonical skill must declare its Hunter, Analyst, Composer, or Commander lane without turning the lane into a monolithic agent or nested skill hierarchy.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F09-canonical-skill-ecology.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-083,FR,Track skill maturity and plasticity,F09,NEW_IMPLEMENTATION,RELEASE_1,TS-08,"Canonical skills and adaptations must use governed maturity states with promotion, change, regression, deprecation, and migration rules.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F09-canonical-skill-ecology.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-084,FR,Run a formal skill necessity and capability-gap test,F09,NEW_IMPLEMENTATION,RELEASE_1,TS-08,"Before creating a JIT Skill, the Builder must determine whether deterministic code, a schema, validator, tool, inline instruction, external reference, human decision, existing canonical skill, or adapter can reliably satisfy the capability.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F09-canonical-skill-ecology.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-085,FR,"Prefer reuse, adaptation, or adapter composition",F09,NEW_IMPLEMENTATION,RELEASE_1,TS-08,"The Builder must attempt exact canonical reuse, harness-local ecological adaptation, or a bounded adapter before authorizing a new canonical capability.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F09-canonical-skill-ecology.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-086,FR,Compile a typed Skill Design Brief,F09,NEW_IMPLEMENTATION,RELEASE_1,TS-08,"Every new or materially adapted skill must begin from a reviewable structured brief covering intent, target, context, trigger or program invocation, inputs, action, method, modules, constraints, output artifact, success criteria, failure evidence, and runtime budgets.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F09-canonical-skill-ecology.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-087,FR,Use leading words as tested behavioral anchors,F09,NEW_IMPLEMENTATION,RELEASE_1,TS-08,"A skill may declare one or more compact leading words or phrases only when they encode a clear behavioral prior, reduce instruction duplication, and are evaluated against the target failure mode.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F09-canonical-skill-ecology.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-088,FR,Compile portable progressively disclosed skill packages,F09,NEW_IMPLEMENTATION,RELEASE_1,TS-08,"The Builder must compile the typed skill definition into a compact SKILL.md plus only justified references, schemas, scripts, examples, templates, evaluation cases, and a manifest.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F09-canonical-skill-ecology.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-089,FR,Bind skill packages to evaluation assets,F09,NEW_IMPLEMENTATION,RELEASE_1,TS-08,"Every skill package must identify its baseline controls, positive cases, adversarial cases, counterexamples, scoring rubric, maturity requirements, and latest evaluation receipt.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F09-canonical-skill-ecology.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-090,FR,"Detect skill no-ops, sediment, and redundancy",F09,NEW_IMPLEMENTATION,RELEASE_1,TS-08,"The Builder must analyze whether skill content changes behavior over control, duplicates canonical meaning, contains stale or unreachable branches, or repeats guidance already enforced by code or contracts.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F09-canonical-skill-ecology.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-091,FR,Represent harness-local skill adaptations,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,"The Harness IR must define how a canonical skill's ontology, procedure, completion criteria, references, failure modes, and evaluation mutate for one atomic harness without creating a new canonical skill identity.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-092,FR,Define Skill Composition Recipes,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,"The Builder must compile reusable recipes declaring the canonical skills, adaptations, reasoning modules, reference branches, runtime bindings, output contracts, and evaluation hooks required for a phase or execution path.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-093,FR,Compile runtime binding schemas,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,"Every recipe must declare required, optional, conditional, derived, and forbidden runtime variables; their types; sources; authority; dependencies; defaults; and missing-value behavior.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-094,FR,Assemble capsules through deterministic code,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,"The generated harness must use a deterministic JIT compiler—not a free-form model decision—to select authorized skills, versions, branches, references, bindings, contracts, and context for a ready phase.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-095,FR,Resolve binding dependencies before compilation,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,"The JIT compiler must topologically resolve upstream contracts, human decisions, deterministic derived values, and conditional variables before assembling instructions.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-096,FR,Apply typed authority and precedence rules,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,The compiler must resolve conflicts using field-specific authority and precedence rules rather than a generic prompt-time judgment.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-097,FR,Enforce approved degradation policies,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,"When a value or reference is unavailable, the compiler may continue only through a target- and field-specific degradation policy that defines substitutes, quality impact, provisional status, and authorization ceiling.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-098,FR,Compile Minimum Complete Context,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,The compiler must assemble the smallest complete authorized context for the active phase using the Context Budget Policy and Reference and Loading Graph.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-099,FR,Emit a complete JIT capsule package,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,"Each compilation must produce a typed Execution Capsule, compiled instructions or program input, context manifest, resolved binding manifest, output-contract binding, and compilation receipt.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-100,FR,Bind exact versions and hashes,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,"The capsule must record canonical skill versions, adaptation versions, recipe version, reference hashes, evidence lock, model policy, compiler version, output contract, and compiled prompt or program hash.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-101,FR,Treat capsules as ephemeral phase-local artifacts,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,"A JIT Execution Capsule must declare its owning phase, lifetime, unload policy, downstream exposure, and prohibition against automatic canonical promotion.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-102,FR,Preserve deterministic assembly and bounded stochastic execution,F10,NEW_IMPLEMENTATION,RELEASE_1,TS-09,"The runtime architecture must keep context selection, dependency resolution, validation, and routing deterministic while assigning only the bounded semantic or creative transformation to the model program.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F10-skill-composition-jit-capsules.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-010
FR-103,FR,Evaluate every skill-system layer,F11,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,"The Builder must define distinct evaluation suites for Canonical Skills, harness adaptations, composition recipes, JIT capsules, and end-to-end phase behavior.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-008
FR-104,FR,Require a no-guidance control,F11,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,Behavior-shaping skills and prompt guidance must be compared with a realistic control that omits the candidate guidance.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-008
FR-105,FR,Run repeated fresh-context trials,F11,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,"Important stochastic evaluations must execute multiple fresh-context repetitions per variant and record mean, minimum, variance, failure frequency, and confidence estimates.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-008
FR-106,FR,"Generate positive, adversarial, missing-evidence, and pressure cases",F11,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,"Skill and phase suites must include correct applications, near-misses, counterexamples, insufficient inputs, contradictions, tempting irrelevant context, and pressure to violate a rule.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-008
FR-107,FR,Promote maturity only through stored receipts,F11,NEW_IMPLEMENTATION,RELEASE_1,TS-10,"Draft, evaluation_pending, experimental, tested, stable, deprecated, and superseded maturity transitions must require target-specific evaluation evidence and regression policies.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-008
FR-108,FR,Verify evaluated artifact identity,F11,NEW_IMPLEMENTATION,RELEASE_1,TS-10,"The evaluation system must bind exact source IR, skill package, adaptation, recipe, capsule, compiler, model policy, dataset, and scoring versions.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-008
FR-109,FR,Maintain a staged benchmark portfolio,F11,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,"The Builder must use one mandatory primary reference harness, contrasting transfer harnesses, and later Visual Asset Editor and Delegation targets before general certification.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-008
FR-110,FR,Maintain a layered versioned benchmark corpus,F11,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,"Each benchmark target must contain real specimens, expert goldens, known failures, adversarial near-misses, incomplete or contradictory evidence, controlled mutations, transfer cases, and protected release cases.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-008
FR-111,FR,Generate controlled mutation tests,F11,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,"The benchmark system must support one-variable mutations such as preserving topic while changing grammar, preserving grammar while changing topic, removing a sequence invariant, swapping semantic polarity, or injecting irrelevant style evidence.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-008
FR-112,FR,Protect release-gate benchmark integrity,F11,NEW_IMPLEMENTATION,RELEASE_1,TS-10,"Protected benchmark access, label changes, scoring changes, and case retirement must be governed, versioned, and audited.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-008
FR-113,FR,Score independent quality dimensions,F11,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,"Builder evaluation must report evidence understanding, visual and temporal understanding, atomicity, product architecture, skill system, evaluation and repair quality, implementation readiness, and downstream performance as separate dimensions.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-008
FR-114,FR,Enforce hard release gates,F11,NEW_IMPLEMENTATION,RELEASE_1,TS-10,"Critical unsupported decisions, evidence failures, wrong atomicity, contract contradictions, silent rewrites, untested required skills, benchmark leakage, false readiness, and anti-goal violations must fail release regardless of average score.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-008
FR-115,FR,Report repeated-run stability,F11,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,Release reports must include distribution and dominant failure patterns for stochastic dimensions rather than a single run score.,docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation exists, and the required algorithm, quality, threshold, or scale behavior must be calibrated with authoritative evidence before production authorization.",BD-004;BD-008
FR-116,FR,Ingest downstream implementation and harness results,F11,NEW_IMPLEMENTATION,RELEASE_1,TS-10,"The Builder benchmark system must accept implementation questions, spec deltas, test failures, latency and cost, repair rounds, first-pass acceptance, human preference, wrong-reading outcomes, and certification results linked to the Builder version that produced the capsule.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F11-behavioral-evaluation-benchmarks.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-004;BD-008
FR-117,FR,Show a run overview,F12,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"The Control Tower must display target, category and format profile, lifecycle stage, overall status, active blockers, pending human decisions, authorization trajectory, elapsed time, and actual versus budgeted cost and tokens.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F12-harness-control-tower.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-009
FR-118,FR,Render the Phase and Context Graphs,F12,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"Operators must be able to inspect each phase's state, dependencies, executor, active capsule, inputs, outputs, completion criteria, context manifest, failure owner, and timestamps.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F12-harness-control-tower.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-009
FR-119,FR,Expose evidence and visual understanding,F12,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"The Control Tower must provide source coverage, specimen inventory, contact sheets, frame or slide navigation, parse overlays, BBOX maps, relationship graphs, composition variables, confidence, knowledge status, gaps, and contradictions.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F12-harness-control-tower.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-009
FR-120,FR,Expose Genesis decisions and authority,F12,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"The UI must show decision dependencies, recommendations, evidence, human answers, final decisions, authority status, reopened nodes, waivers, and downstream effects.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F12-harness-control-tower.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-009
FR-121,FR,"Expose skills, recipes, and capsules",F12,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"The UI must show selected canonical skills, harness adaptations, composition recipes, maturity, behavioral results, loaded references, context inclusion and exclusion, capsule hashes, budgets, and model policy.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F12-harness-control-tower.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-009
FR-122,FR,Expose contracts and module ownership,F12,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"Operators must be able to inspect producer and consumer graphs, contract versions and authority, module ownership, test seams, compatibility, and invalidation edges.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F12-harness-control-tower.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-009
FR-123,FR,Expose evaluations and repair history,F12,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"The UI must show score dimensions, hard gates, failed cases, repetition distributions, dominant failure patterns, root-cause owner, repair attempts, invalidated artifacts, and before/after results.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F12-harness-control-tower.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-009
FR-124,FR,"Track cost, latency, and context usage",F12,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"Every deterministic and stochastic operation must report timing, tokens where applicable, model or provider, retries, cache behavior, and budget status to the observability system.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F12-harness-control-tower.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-009
FR-125,FR,Provide governed human actions,F12,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"The Control Tower may support approve, reject, request evidence, correct a parse, ratify, waive, trigger targeted repair, compare releases, freeze, and export actions only through typed commands that validate authority and append receipts.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F12-harness-control-tower.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-009
FR-126,FR,Prevent the UI from becoming a second source of truth,F12,NEW_IMPLEMENTATION,RELEASE_1,TS-12,"All Control Tower read models must derive from authoritative IR, ledger, registries, and receipts; UI caches and local component state may not define product truth.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F12-harness-control-tower.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-005;BD-009
FR-127,FR,Define a typed failure taxonomy,F13,NEW_IMPLEMENTATION,RELEASE_1,TS-13,"The Builder must classify evidence, visual parse, atomicity, authority, contract, module, skill, capsule, benchmark, budget, provider, observability, migration, and downstream implementation failures with stable codes.",docs/tech-specs/REPOSITORY_INVENTORY.md#implementation-search;prd/05-features/F13-repair-readiness-authorization.md,"No product implementation, product schema, workflow, or production test exists in the repository; this behavior requires new implementation.",BD-008
