"file_path","line","identifier","title_or_described_meaning","originating_repository","affected_repositories","owner","status","severity","blocking_relationships","resolution_criteria","evidence_or_receipts","use_state","record_scope","classification","genuinely_cross_repository","source_excerpt"
"03_DELEGATION_PROTOCOL/docs/implementation/EPICS_AND_VERTICAL_STORIES.md","40","XRI-013","Pinned Format 02 product releases and executable adapters","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","blocking","Format 02 integration certification","Pin exact product releases, builds and executable adapter artifacts","Delegation readiness and VAE real Format 02 proof remain incomplete","active_readiness_reference","program-level","PROGRAM_XRI","true","| R4-05 Owner reconciliation and release | Content Harness, VAE, Control Tower, security, and storage owners ratify applicable boundaries; the baseline is signed, tagged, and published immutably | TS-DLG-01; CROSS_REPO_ISSUES XRI-001, XRI-002, XRI-013 through XRI-017 | R4-01 through R4-04 | Pinned repositories, signed manifests, immutable release URI, release tag, verification report | Externally blocked |"
"03_DELEGATION_PROTOCOL/docs/implementation/EPICS_AND_VERTICAL_STORIES.md","40","XRI-014","Harness Control Tower projection contract availability","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","01_ATOMIC_HARNESS_BUILDER","open","high","GATE-08; Control Tower integration","Publish the governed read-model/event boundary and additive Delegation projection contract","Builder Control Tower planning exists; executable cross-product projection evidence remains unavailable","active_readiness_reference","program-level","PROGRAM_XRI","true","| R4-05 Owner reconciliation and release | Content Harness, VAE, Control Tower, security, and storage owners ratify applicable boundaries; the baseline is signed, tagged, and published immutably | TS-DLG-01; CROSS_REPO_ISSUES XRI-001, XRI-002, XRI-013 through XRI-017 | R4-01 through R4-04 | Pinned repositories, signed manifests, immutable release URI, release tag, verification report | Externally blocked |"
"03_DELEGATION_PROTOCOL/docs/implementation/EPICS_AND_VERTICAL_STORIES.md","40","XRI-015","Cross-repository trust roots and signing lifecycle","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","high","integrity proof; production publication","Approve principal IDs, trust roots, credential lifecycle, signing profile and incident routing","RC4 remains local unsigned; production trust decision open","active_readiness_reference","program-level","PROGRAM_XRI","true","| R4-05 Owner reconciliation and release | Content Harness, VAE, Control Tower, security, and storage owners ratify applicable boundaries; the baseline is signed, tagged, and published immutably | TS-DLG-01; CROSS_REPO_ISSUES XRI-001, XRI-002, XRI-013 through XRI-017 | R4-01 through R4-04 | Pinned repositories, signed manifests, immutable release URI, release tag, verification report | Externally blocked |"
"03_DELEGATION_PROTOCOL/docs/implementation/EPICS_AND_VERTICAL_STORIES.md","40","XRI-016","Transport-neutral product port and delivery contract","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","open","medium","FR-007; integration architecture","Define product ports, delivery metadata, acknowledgements and transport conformance fixtures","Delegation readiness lists transport and consumer-dedupe evidence as open","active_readiness_reference","program-level","PROGRAM_XRI","true","| R4-05 Owner reconciliation and release | Content Harness, VAE, Control Tower, security, and storage owners ratify applicable boundaries; the baseline is signed, tagged, and published immutably | TS-DLG-01; CROSS_REPO_ISSUES XRI-001, XRI-002, XRI-013 through XRI-017 | R4-01 through R4-04 | Pinned repositories, signed manifests, immutable release URI, release tag, verification report | Externally blocked |"
"03_DELEGATION_PROTOCOL/docs/implementation/EPICS_AND_VERTICAL_STORIES.md","40","XRI-017","Durable protocol state and audit ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","blocking","lifecycle; audit; deployment readiness","Assign operational ownership and define storage, transaction, retention, backup and recovery contracts","VAE recovery proof and Delegation state ownership remain open","active_readiness_reference","program-level","PROGRAM_XRI","true","| R4-05 Owner reconciliation and release | Content Harness, VAE, Control Tower, security, and storage owners ratify applicable boundaries; the baseline is signed, tagged, and published immutably | TS-DLG-01; CROSS_REPO_ISSUES XRI-001, XRI-002, XRI-013 through XRI-017 | R4-01 through R4-04 | Pinned repositories, signed manifests, immutable release URI, release tag, verification report | Externally blocked |"
"03_DELEGATION_PROTOCOL/docs/implementation/IMPLEMENTATION_READINESS.md","74","XRI-013","Pinned Format 02 product releases and executable adapters","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","blocking","Format 02 integration certification","Pin exact product releases, builds and executable adapter artifacts","Delegation readiness and VAE real Format 02 proof remain incomplete","active_readiness_reference","program-level","PROGRAM_XRI","true","- XRI-013 and XRI-014: pinned Format 02 product releases and Control Tower"
"03_DELEGATION_PROTOCOL/docs/implementation/IMPLEMENTATION_READINESS.md","74","XRI-014","Harness Control Tower projection contract availability","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","01_ATOMIC_HARNESS_BUILDER","open","high","GATE-08; Control Tower integration","Publish the governed read-model/event boundary and additive Delegation projection contract","Builder Control Tower planning exists; executable cross-product projection evidence remains unavailable","active_readiness_reference","program-level","PROGRAM_XRI","true","- XRI-013 and XRI-014: pinned Format 02 product releases and Control Tower"
"03_DELEGATION_PROTOCOL/docs/implementation/IMPLEMENTATION_READINESS.md","76","XRI-015","Cross-repository trust roots and signing lifecycle","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","high","integrity proof; production publication","Approve principal IDs, trust roots, credential lifecycle, signing profile and incident routing","RC4 remains local unsigned; production trust decision open","active_readiness_reference","program-level","PROGRAM_XRI","true","- XRI-015 through XRI-017: trust roots, key lifecycle, transport ports,"
"03_DELEGATION_PROTOCOL/docs/implementation/IMPLEMENTATION_READINESS.md","76","XRI-016","Transport-neutral product port and delivery contract","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","open","medium","FR-007; integration architecture","Define product ports, delivery metadata, acknowledgements and transport conformance fixtures","Delegation readiness lists transport and consumer-dedupe evidence as open","active_readiness_reference","program-level","PROGRAM_XRI","true","- XRI-015 through XRI-017: trust roots, key lifecycle, transport ports,"
"03_DELEGATION_PROTOCOL/docs/implementation/IMPLEMENTATION_READINESS.md","76","XRI-017","Durable protocol state and audit ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;CMF_PROGRAM_CONTROL","CMF_PROGRAM_CONTROL","open","blocking","lifecycle; audit; deployment readiness","Assign operational ownership and define storage, transaction, retention, backup and recovery contracts","VAE recovery proof and Delegation state ownership remain open","active_readiness_reference","program-level","PROGRAM_XRI","true","- XRI-015 through XRI-017: trust roots, key lifecycle, transport ports,"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","101","XRI-010","Exact demand identity propagation","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","staleness; audit; replay correctness","Carry exact demand ID, version and hash references across related messages","RC4 schemas/validators; Builder and VAE mappings; lifecycle conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-010, XRI-011, XRI-016, ADR-DLG-006]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","101","XRI-011","Cross-product idempotency and replay scope","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","high","security and resilience gates","Separate duplicate and hostile replay semantics with governed scopes and fixtures","RC4 protocol tests; lifecycle conformance; audit receipt behavior","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-010, XRI-011, XRI-016, ADR-DLG-006]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","101","XRI-016","Transport-neutral product port and delivery contract","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","open","medium","FR-007; integration architecture","Define product ports, delivery metadata, acknowledgements and transport conformance fixtures","Delegation readiness lists transport and consumer-dedupe evidence as open","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-010, XRI-011, XRI-016, ADR-DLG-006]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","116","XRI-003","Split validation and admission receipt authority","03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL;02_VISUAL_ASSET_EDITOR;01_ATOMIC_HARNESS_BUILDER","03_DELEGATION_PROTOCOL","resolved","high","field-owner gate","Separate protocol validation receipt from VAE admission receipt and preserve conditional authority","RC4 schemas and final convergence authority evidence","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-003, ADR-DLG-004]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","131","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-009, ADR-DLG-007, ADR-DLG-009]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","131","XRI-009","External event projection boundary","03_DELEGATION_PROTOCOL","02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL;01_ATOMIC_HARNESS_BUILDER","03_DELEGATION_PROTOCOL","resolved","high","D004; VAE encapsulation","Expose typed public event facts and protocol projections without VAE-private workflow state","RC4 event contracts; VAE mappings; authority and lifecycle conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-009, ADR-DLG-007, ADR-DLG-009]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","149","XRI-004","Production acceptance versus consumption authorization ownership","03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL;02_VISUAL_ASSET_EDITOR;01_ATOMIC_HARNESS_BUILDER","03_DELEGATION_PROTOCOL","resolved","blocking","D006; FR-042; schema freeze","VAE result asserts production acceptance only; downstream authorization comes from Content Harness acknowledgement","RC4 result/acknowledgement contracts and final convergence authority evidence","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-004, XRI-006, XRI-010, ADR-DLG-005, ADR-DLG-007]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","149","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-004, XRI-006, XRI-010, ADR-DLG-005, ADR-DLG-007]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","149","XRI-010","Exact demand identity propagation","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","staleness; audit; replay correctness","Carry exact demand ID, version and hash references across related messages","RC4 schemas/validators; Builder and VAE mappings; lifecycle conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-004, XRI-006, XRI-010, ADR-DLG-005, ADR-DLG-007]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","165","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-010, ADR-DLG-005, ADR-DLG-007]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","165","XRI-010","Exact demand identity propagation","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","staleness; audit; replay correctness","Carry exact demand ID, version and hash references across related messages","RC4 schemas/validators; Builder and VAE mappings; lifecycle conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-010, ADR-DLG-005, ADR-DLG-007]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","182","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, ADR-DLG-007, ADR-DLG-014]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","198","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, ADR-DLG-007, ADR-DLG-011]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","216","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-010, ADR-DLG-007, ADR-DLG-011]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","216","XRI-010","Exact demand identity propagation","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","staleness; audit; replay correctness","Carry exact demand ID, version and hash references across related messages","RC4 schemas/validators; Builder and VAE mappings; lifecycle conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-010, ADR-DLG-007, ADR-DLG-011]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","230","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, ADR-DLG-007, ADR-DLG-011]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","244","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-010, ADR-DLG-007, ADR-DLG-011]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","244","XRI-010","Exact demand identity propagation","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","staleness; audit; replay correctness","Carry exact demand ID, version and hash references across related messages","RC4 schemas/validators; Builder and VAE mappings; lifecycle conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-010, ADR-DLG-007, ADR-DLG-011]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","260","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, ADR-DLG-007, ADR-DLG-011]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","276","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-010, ADR-DLG-007]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","276","XRI-010","Exact demand identity propagation","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","staleness; audit; replay correctness","Carry exact demand ID, version and hash references across related messages","RC4 schemas/validators; Builder and VAE mappings; lifecycle conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-010, ADR-DLG-007]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","289","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-010, ADR-DLG-007, ADR-DLG-012]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","289","XRI-010","Exact demand identity propagation","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","staleness; audit; replay correctness","Carry exact demand ID, version and hash references across related messages","RC4 schemas/validators; Builder and VAE mappings; lifecycle conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-010, ADR-DLG-007, ADR-DLG-012]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","304","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, ADR-DLG-006, ADR-DLG-007, ADR-DLG-012]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","318","XRI-010","Exact demand identity propagation","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","staleness; audit; replay correctness","Carry exact demand ID, version and hash references across related messages","RC4 schemas/validators; Builder and VAE mappings; lifecycle conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-010, ADR-DLG-006, ADR-DLG-012]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","353","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, ADR-DLG-007]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","368","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-007, XRI-012, ADR-DLG-007, ADR-DLG-010]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","368","XRI-007","Canonical schema and payload version identity","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","high","generated types; release pinning; migration","Bind canonical schema IDs, payload versions, registry metadata and generated declarations","RC4 registry; release manifest; generated metadata; hash matrix","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-007, XRI-012, ADR-DLG-007, ADR-DLG-010]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","368","XRI-012","Cross-product adapter and migration equivalence evidence","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","high","cross-product compatibility proof","Run direct, adapter and migration preservation vectors through both consumer integrations","RC4 migrations/fixtures; Builder 16/16 and VAE 14/14 integration evidence; compatibility conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-007, XRI-012, ADR-DLG-007, ADR-DLG-010]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","385","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-012, ADR-DLG-007, ADR-DLG-010]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","385","XRI-012","Cross-product adapter and migration equivalence evidence","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","high","cross-product compatibility proof","Run direct, adapter and migration preservation vectors through both consumer integrations","RC4 migrations/fixtures; Builder 16/16 and VAE 14/14 integration evidence; compatibility conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-012, ADR-DLG-007, ADR-DLG-010]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","402","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, ADR-DLG-007, ADR-DLG-013]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","418","XRI-006","Closed public contract objects and enforceable nested ownership","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","blocking","contract-family validation","Close public objects or govern versioned extensions with owners and compatibility rules","RC4 closed.schemas capability; validator suite; convergence report","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-008, ADR-DLG-007, ADR-DLG-013, ADR-DLG-017]"
"03_DELEGATION_PROTOCOL/docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","418","XRI-008","Registered principal identity normalization","03_DELEGATION_PROTOCOL","01_ATOMIC_HARNESS_BUILDER;02_VISUAL_ASSET_EDITOR;03_DELEGATION_PROTOCOL","03_DELEGATION_PROTOCOL","resolved","high","deterministic authority validation","Normalize producers and consumers to governed principals and conditional-authority rules","RC4 principal and authority metadata; authority conformance","historical_design_reference","program-level","PROGRAM_XRI","true","gaps: [XRI-006, XRI-008, ADR-DLG-007, ADR-DLG-013, ADR-DLG-017]"
