term_id,canonical_name,aliases,type,layer,definition,owner_component,source_of_truth,existing_code_refs,existing_doc_refs,bundle_refs,used_by,depends_on,produces,invariants,failure_modes,status,migration_action
research.contract.research_field.v1,Research Field,[],contract,research,"Structured set of source documents, findings, contradictions, and signals used before interview or content planning.",Research Engine,docs/stories/story-5-1-research-fields-and-evidence-capture.md,"[""docs/stories/story-5-1-research-fields-and-evidence-capture.md"", ""docs/tech-specs/TS-CMF-023-research-fields-and-evidence-capture.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_TechSpec_V1.md""]",[],[],[],[],[],[],[],partial_existing,extend
research.contract.rights_research.v1,Rights Research,[],contract,research,"Process of checking source ownership, license, likeness, trademark, privacy, and sensitive-data risks.",Research Engine,docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md,"[""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_TechSpec_V1.md"", ""docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md"", ""docs/stories/story-5-1-research-fields-and-evidence-capture.md""]",[],[],[],[],[],[],[],partial_existing,extend
research.contract.subjective_distortion.v1,Subjective Distortion,[],contract,research,"Emotion-to-visual distortion mapping such as compression, isolation, weight, expansion, symmetry, or blur.",Research Engine,registries/primitives/meaning_plane/humor_distortion/PRM-HUM-001.yaml,"[""registries/primitives/meaning_plane/humor_distortion/PRM-HUM-001.yaml"", ""registries/primitives/meaning_plane/humor_distortion/PRM-HUM-002.yaml"", ""registries/primitives/meaning_plane/humor_distortion/PRM-HUM-003.yaml"", ""registries/primitives/meaning_plane/humor_distortion/PRM-HUM-004.yaml""]",[],[],[],[],[],[],[],partial_existing,extend
research.contract.universal_experience.v1,Universal Experience,[],contract,research,Everyday human ritual or situation extracted for recognition and accessibility.,Research Engine,docs/architecture/april_updates/Phase3_Experience_Mini_Apps_Epics.md,"[""docs/architecture/april_updates/Phase3_Experience_Mini_Apps_Epics.md"", ""docs/architecture/cbar_audits/CBAR_Audit_Phase3_Experience_Mini_Apps.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-070-ui-architecture-and-operator-experience-build.md"", ""docs/registry-specs/Experience_Primitive_Registry_Spec.md""]",[],[],[],[],[],[],[],partial_existing,extend
research.contract.visual_candidate.v1,Visual Candidate,[],contract,research,Existing code contract/class `VisualCandidate` discovered in `src/ccp_studio/contracts/visual_research.py`; map into canonical ontology or keep as implementation detail.,Visual Research Service,src/ccp_studio/contracts/visual_research.py,"[""src/ccp_studio/contracts/visual_research.py""]",[],[],[],[],[],[],[],partial_existing,map
research.contract.visual_candidate_score.v1,Visual Candidate Score,[],contract,research,Existing code contract/class `VisualCandidateScore` discovered in `src/ccp_studio/contracts/visual_research.py`; map into canonical ontology or keep as implementation detail.,Visual Research Service,src/ccp_studio/contracts/visual_research.py,"[""src/ccp_studio/contracts/visual_research.py""]",[],[],[],[],[],[],[],partial_existing,map
research.contract.visual_research_query.v1,Visual Research Query,[],contract,research,Existing code contract/class `VisualResearchQuery` discovered in `src/ccp_studio/contracts/visual_research.py`; map into canonical ontology or keep as implementation detail.,Visual Research Service,src/ccp_studio/contracts/visual_research.py,"[""src/ccp_studio/contracts/visual_research.py""]",[],[],[],[],[],[],[],partial_existing,map
research.contract.visual_schema.v1,Visual Schema,[],contract,research,"Context-bound visual reality document containing human experience, environment, visual grammar, and aesthetic memory.",Research Engine,docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md,"[""docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-079-route-specific-visual-feel-and-primitive-composition-gates-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-095-geometrics-still-visual-runtime-skia-sam3-pretext-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
research.contract.visual_trope_to_avoid.v1,Visual Trope To Avoid,[],contract,research,"A cliché, stock metaphor, or generic visual pattern explicitly forbidden.",Research Engine,docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md,"[""docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-079-route-specific-visual-feel-and-primitive-composition-gates-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-095-geometrics-still-visual-runtime-skia-sam3-pretext-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
research.contract.visual_trope_to_use.v1,Visual Trope To Use,[],contract,research,A source-grounded visual pattern intentionally allowed because it fits the story and audience.,Research Engine,docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md,"[""docs/architecture/Sovereign_Visual_Research_Engine_TechSpec_V1.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-079-route-specific-visual-feel-and-primitive-composition-gates-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-095-geometrics-still-visual-runtime-skia-sam3-pretext-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-099-single-image-post-engine-supervisual-router-and-skia-runtime-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.anchor_hit.v1,Anchor Hit,[],contract,interview_intelligence,Detected transcript/source location where an anchor produced useful expression.,Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-087-micro-semiotic-anchor-selection-and-risk-gate-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-087-micro-semiotic-anchor-selection-and-risk-gate-build.md"", ""docs/stories/story-6-3-anchor-hit-and-expression-moment-candidate-detection.md"", ""docs/tech-specs/TS-CMF-031-anchor-hit-and-expression-moment-candidate-detection.md"", ""docs/tech-specs/TS-CMF-087-micro-semiotic-anchor-selection-and-risk-gate.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.complete_expression_session.v1,Complete Expression Session,[],contract,interview_intelligence,"Canonical source event capturing interview, transcript, source artifacts, expression moments, and routing evidence.",Interview Intelligence Studio,docs/stories/story-6-1-complete-expression-session-creation.md,"[""docs/stories/story-6-1-complete-expression-session-creation.md"", ""docs/tech-specs/TS-CMF-029-complete-expression-session-creation.md"", ""src/ccp_studio/workflows/complete_expression_session.py"", ""docs/stories/story-7-1-complete-editing-session-creation-from-approved-source.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.context_premise.v1,Context Premise,[],contract,interview_intelligence,"Working assumption connecting guest truth, audience reality, and interviewer resonance to guide questioning and sequencing.",Interview Intelligence Studio,docs/analysis/context_premise_engine_proposals.md,"[""docs/analysis/context_premise_engine_proposals.md"", ""docs/stories/story-5-2-guest-dossier-audience-reality-context-premise-and-resonance.md"", ""docs/stories/story-5-6-cral-context-premise-emotional-dna-and-root-down-induction.md"", ""docs/tech-specs/TS-CMF-024-guest-dossier-audience-reality-context-premise-and-resonance.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.depth_anchor.v1,Depth Anchor,[],contract,interview_intelligence,"Follow-up instrument that prevents abstraction and extracts cost, mechanism, scene, or emotional specificity.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-087-micro-semiotic-anchor-selection-and-risk-gate-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-087-micro-semiotic-anchor-selection-and-risk-gate-build.md"", ""docs/stories/story-6-3-anchor-hit-and-expression-moment-candidate-detection.md"", ""docs/tech-specs/TS-CMF-031-anchor-hit-and-expression-moment-candidate-detection.md"", ""docs/tech-specs/TS-CMF-087-micro-semiotic-anchor-selection-and-risk-gate.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.expression_acquisition_plan.v1,Expression Acquisition Plan,[],contract,interview_intelligence,"Plan of semantic, emotional, proof, visual, and future-value ingredients that the interview should acquire.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md"", ""docs/tech-specs/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan.md"", ""docs/prd/modules/PRD_CMF_12_Conscious_Sequencing_Expression_Acquisition.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-076-open-source-integration-adapter-evaluation-and-import-plan-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.expression_ingredient.v1,Expression Ingredient,[],contract,interview_intelligence,"Captured unit such as scene, cost, mechanism, quote, proof, memory object, action, or audience question.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-117-expression-ingredient-inventory-relation-graph-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-117-expression-ingredient-inventory-relation-graph-build.md"", ""docs/tech-specs/TS-CMF-117-expression-ingredient-inventory-and-relation-graph.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.expression_ingredient_inventory.v1,Expression Ingredient Inventory,[],contract,interview_intelligence,"Post-session pantry of captured, missing, weak, unexpected, and reusable ingredients with scores and provenance.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-117-expression-ingredient-inventory-relation-graph-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-117-expression-ingredient-inventory-relation-graph-build.md"", ""docs/tech-specs/TS-CMF-117-expression-ingredient-inventory-and-relation-graph.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.expression_moment.v1,Expression Moment,[],contract,interview_intelligence,"Approved source-grounded moment with semantic role, emotional state, primitive fit, and asset compatibility.",Interview Intelligence Studio,docs/stories/story-6-3-anchor-hit-and-expression-moment-candidate-detection.md,"[""docs/stories/story-6-3-anchor-hit-and-expression-moment-candidate-detection.md"", ""docs/stories/story-6-4-expression-moment-review-and-boundary-control.md"", ""docs/tech-specs/TS-CMF-031-anchor-hit-and-expression-moment-candidate-detection.md"", ""docs/tech-specs/TS-CMF-032-expression-moment-review-and-boundary-control.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.expression_moment_candidate.v1,Expression Moment Candidate,[],contract,interview_intelligence,"Potential source moment detected from transcript, anchors, primitive signals, or emotional density.",Interview Intelligence Studio,docs/stories/story-6-3-anchor-hit-and-expression-moment-candidate-detection.md,"[""docs/stories/story-6-3-anchor-hit-and-expression-moment-candidate-detection.md"", ""docs/tech-specs/TS-CMF-031-anchor-hit-and-expression-moment-candidate-detection.md"", ""docs/stories/story-6-4-expression-moment-review-and-boundary-control.md"", ""docs/tech-specs/TS-CMF-032-expression-moment-review-and-boundary-control.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.expression_moment_graph.v1,Expression Moment Graph,[],contract,interview_intelligence,"Graph relating moments as open question, clue, contradiction, reframe, answer, proof, humanization, or future promise.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-117-expression-ingredient-inventory-relation-graph-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-117-expression-ingredient-inventory-relation-graph-build.md"", ""docs/stories/story-6-3-anchor-hit-and-expression-moment-candidate-detection.md"", ""docs/stories/story-6-4-expression-moment-review-and-boundary-control.md"", ""docs/tech-specs/TS-CMF-031-anchor-hit-and-expression-moment-candidate-detection.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.first_line_anchor.v1,First-Line Anchor,[],contract,interview_intelligence,Opening phrase/shape that steers a clipable answer and opens the viewer or guest state.,Interview Intelligence Studio,docs/architecture/april_updates/Phase4_Pipelines_and_Engines_Epics.md,"[""docs/architecture/april_updates/Phase4_Pipelines_and_Engines_Epics.md"", ""docs/architecture/cbar_audits/CBAR_Audit_Phase4_Pipelines_and_Engines.md"", ""docs/architecture/cmf_studio_build_workflow/audit_reports/TS-CMF-144-video-timeline-workbench-audit.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.interview_asset_contract.v1,Interview Asset Contract,[],contract,interview_intelligence,"Question-level production contract specifying target state, primitives, anchors, expected ingredients, asset routes, and eval rules.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md"", ""docs/stories/story-5-5-interview-asset-contract-and-quality-gate.md"", ""docs/tech-specs/TS-CMF-027-interview-asset-contract-and-quality-gate.md"", ""docs/tech-specs/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.interview_brief.v1,Interview Brief,[],contract,interview_intelligence,"Primary planning document combining research, strategy, context premises, asset intents, sequence hypotheses, and acquisition plans.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md"", ""docs/skills/conscious-interview-brief-skill.md"", ""docs/tech-specs/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan.md"", ""registries/evals/doctrine/cmf_interview_brief_doctrine_eval.v1.json""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.interview_quality_gate.v1,Interview Quality Gate,[],contract,interview_intelligence,"Gate that blocks weak, generic, unsafe, unsupported, or undercovered interview asset contracts.",Interview Intelligence Studio,docs/stories/story-5-5-interview-asset-contract-and-quality-gate.md,"[""docs/stories/story-5-5-interview-asset-contract-and-quality-gate.md"", ""docs/tech-specs/TS-CMF-027-interview-asset-contract-and-quality-gate.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-069-adk-agents-cli-adapter-export-and-drift-gate-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-079-route-specific-visual-feel-and-primitive-composition-gates-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.interview_state_sequence.v1,Interview State Sequence,[],contract,interview_intelligence,"Order of guest activation states such as rapport, memory, tension, vulnerability, meaning, teaching, and invitation.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md"", ""docs/tech-specs/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-085-64-state-acting-and-avatar-performance-selector-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.interviewer_resonance_context.v1,Interviewer Resonance Context,[],contract,interview_intelligence,"Brief capturing the interviewer’s authentic curiosity, personal connection, and questions that feel alive.",Interview Intelligence Studio,docs/stories/story-5-2-guest-dossier-audience-reality-context-premise-and-resonance.md,"[""docs/stories/story-5-2-guest-dossier-audience-reality-context-premise-and-resonance.md"", ""docs/tech-specs/TS-CMF-024-guest-dossier-audience-reality-context-premise-and-resonance.md"", ""docs/analysis/context_premise_engine_proposals.md"", ""docs/prd/modules/PRD_CMF_05_Brand_Genesis_Context.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.landing_evaluation.v1,Landing Evaluation,[],contract,interview_intelligence,"Assessment of whether the guest produced a truthful ending, payoff, principle, or unresolved open loop.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-076-open-source-integration-adapter-evaluation-and-import-plan-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-076-open-source-integration-adapter-evaluation-and-import-plan-build.md"", ""docs/prd/modules/PRD_CMF_08_Evaluation_Review_Publishing_Memory.md"", ""docs/stories/story-9-1-evaluation-receipt-generation.md"", ""docs/tech-specs/TS-CMF-050-evaluation-receipt-generation.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.live_ingredient_coverage_tracker.v1,Live Ingredient Coverage Tracker,[],contract,interview_intelligence,"Real-time coverage matrix of required ingredients captured, weak, missing, or unexpectedly replaced.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-116-live-ingredient-coverage-tracker-cue-suppression-policy-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-116-live-ingredient-coverage-tracker-cue-suppression-policy-build.md"", ""docs/tech-specs/TS-CMF-116-live-ingredient-coverage-tracker-and-cue-suppression-policy.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-117-expression-ingredient-inventory-relation-graph-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-129-pre-compose-delivery-promise-and-slideshow-risk-gate-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.live_interview_copilot.v1,Live Interview Copilot,[],contract,interview_intelligence,"Subtle live assistant that tracks coverage, cues follow-ups, and preserves the interviewer’s presence.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-116-live-ingredient-coverage-tracker-cue-suppression-policy-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-129-pre-compose-delivery-promise-and-slideshow-risk-gate-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.matrix_of_edging_brief.v1,Matrix of Edging Brief,[],contract,interview_intelligence,"Pre-interview tension map identifying meaningful pressure points, contradictions, costs, and silences.",Interview Intelligence Studio,docs/stories/story-5-3-matrix-of-edging-brief.md,"[""docs/stories/story-5-3-matrix-of-edging-brief.md"", ""docs/tech-specs/TS-CMF-025-matrix-of-edging-brief.md"", ""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.source_artifact.v1,Source Artifact,[],contract,interview_intelligence,"Audio, video, screenshot, transcript, or external file used as provenance for expression and outputs.",Interview Intelligence Studio,docs/stories/story-2-2-recording-setup-and-source-artifact-gate.md,"[""docs/stories/story-2-2-recording-setup-and-source-artifact-gate.md"", ""docs/tech-specs/TS-CMF-009-recording-setup-and-source-artifact-gate.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-076-open-source-integration-adapter-evaluation-and-import-plan-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-091-open-source-adapter-template-conversion-and-sandboxing-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.source_provenance.v1,Source Provenance,[],contract,interview_intelligence,"Lineage record proving source, timestamp, rights, consent, and transformation history.",Interview Intelligence Studio,docs/stories/story-6-2-source-ingestion-transcript-alignment-and-provenance.md,"[""docs/stories/story-6-2-source-ingestion-transcript-alignment-and-provenance.md"", ""docs/tech-specs/TS-CMF-030-source-ingestion-transcript-alignment-and-provenance.md"", ""src/ccp_studio/api/v1/source_provenance.py"", ""src/ccp_studio/contracts/source_provenance.py""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.strategy_brief.v1,Strategy Brief,[],contract,interview_intelligence,"Operational content strategy object containing goals, emotional beats, SPR, target audience, and output intent.",Interview Intelligence Studio,docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md,"[""docs/architecture/Sovereign_CRAL_Research_Engine_Architecture_Brief.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-115-interview-brief-v2-sequence-hypothesis-and-expression-acquisition-plan-build.md"", ""docs/evals/01-product-brief-mcda-eval.md"", ""docs/prd/modules/PRD_CMF_01_Strategy_Scope_Release_Gates.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.transcript.v1,Transcript,[],contract,interview_intelligence,"Textual source record with timestamps, speakers, and provenance derived from audio/video.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-080-composition-template-runtime-transcript-timing-and-brand-genesis-binding-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-080-composition-template-runtime-transcript-timing-and-brand-genesis-binding-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-084-transcript-beat-map-and-timeline-cue-compiler-build.md"", ""docs/stories/story-6-2-source-ingestion-transcript-alignment-and-provenance.md"", ""docs/tech-specs/TS-CMF-030-source-ingestion-transcript-alignment-and-provenance.md""]",[],[],[],[],[],[],[],partial_existing,extend
interview_intelligence.contract.transcript_beat_map.v1,Transcript Beat Map,[],contract,interview_intelligence,"Time-coded semantic beat structure including pauses, emphasis words, speaker turns, and expression moment bindings.",Interview Intelligence Studio,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-084-transcript-beat-map-and-timeline-cue-compiler-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-084-transcript-beat-map-and-timeline-cue-compiler-build.md"", ""docs/tech-specs/TS-CMF-084-transcript-beat-map-and-timeline-cue-compiler.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-080-composition-template-runtime-transcript-timing-and-brand-genesis-binding-build.md"", ""docs/stories/story-6-2-source-ingestion-transcript-alignment-and-provenance.md""]",[],[],[],[],[],[],[],partial_existing,extend
content_strategy.contract.asset_derivative.v1,Asset Derivative,[],contract,content_strategy,"Output packaging schema such as Scene-to-Principle, Quote Card, Dopamine Cliff Carousel, or Reaction Seed.",Content Strategy Engine,docs/stories/story-6-5-archetype-and-asset-derivative-routing.md,"[""docs/stories/story-6-5-archetype-and-asset-derivative-routing.md"", ""docs/tech-specs/TS-CMF-033-archetype-and-asset-derivative-routing.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/BATCH-02-asset-program-compilers-build-2026-06-25.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-081-composition-template-family-registry-and-content-asset-codes-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
content_strategy.contract.asset_package_spec.v1,Asset Package Spec,[],contract,content_strategy,"Planned set of outputs with source moment, archetype, derivative, CMF route, evaluation, and diversity requirements.",Content Strategy Engine,docs/stories/story-6-6-guest-asset-pack-spec-generation.md,"[""docs/stories/story-6-6-guest-asset-pack-spec-generation.md"", ""docs/tech-specs/TS-CMF-027-interview-asset-contract-and-quality-gate.md"", ""docs/tech-specs/TS-CMF-033-archetype-and-asset-derivative-routing.md"", ""docs/tech-specs/TS-CMF-034-guest-asset-pack-spec-generation.md""]",[],[],[],[],[],[],[],partial_existing,extend
content_strategy.contract.complete_editing_session_request.v1,Complete Editing Session Request,[],contract,content_strategy,Structured handoff from expression/routing into CMF production for one asset.,Content Strategy Engine,docs/stories/story-7-1-complete-editing-session-creation-from-approved-source.md,"[""docs/stories/story-7-1-complete-editing-session-creation-from-approved-source.md"", ""docs/tech-specs/TS-CMF-036-complete-editing-session-creation-from-approved-source.md"", ""src/ccp_studio/contracts/complete_editing_session.py"", ""src/ccp_studio/services/complete_editing_session_service.py""]",[],[],[],[],[],[],[],partial_existing,extend
content_strategy.contract.conceptual_contrast_asset.v1,Conceptual Contrast Asset,[],contract,content_strategy,"Asset showing two models, beliefs, outcomes, or identities in visual opposition.",Content Strategy Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/BATCH-02-asset-program-compilers-build-2026-06-25.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/BATCH-02-asset-program-compilers-build-2026-06-25.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-081-composition-template-family-registry-and-content-asset-codes-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-083-expression-lineage-and-interview-asset-contract-binding-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-089-generative-asset-factory-layer-extraction-and-repair-queue-build.md""]",[],[],[],[],[],[],[],partial_existing,extend
content_strategy.contract.content_asset_code.v1,Content Asset Code,[],contract,content_strategy,"Reserved code that identifies format, role, route, or package slot for a produced asset.",Content Strategy Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-081-composition-template-family-registry-and-content-asset-codes-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-081-composition-template-family-registry-and-content-asset-codes-build.md"", ""docs/content-asset-code-and-format-registry.md"", ""docs/tech-specs/TS-CMF-081-composition-template-family-registry-and-content-asset-codes.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/BATCH-02-asset-program-compilers-build-2026-06-25.md""]",[],[],[],[],[],[],[],partial_existing,extend
content_strategy.contract.content_pack.v1,Content Pack,[],contract,content_strategy,"Group of related assets serving a relationship, proof, teaching, or campaign objective.",Content Strategy Engine,docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-081-composition-template-family-registry-and-content-asset-codes-build.md,"[""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-081-composition-template-family-registry-and-content-asset-codes-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-118-contentsequenceprogram-compiler-and-composition-handoff-build.md"", ""docs/architecture/cmf_studio_build_workflow/build_receipts/TS-CMF-119-sequence-eval-gates-learning-package-sequencing-build.md"", ""docs/content-asset-code-and-format-registry.md""]",[],[],[],[],[],[],[],partial_existing,extend
