"requirement_id","type","feature_id","title","release_1_scope","source_requirement","locked_decisions","user_journeys","cross_cutting_nfrs","concrete_repository_evidence","executable_code_evidence","executable_test_evidence","verdict","verdict_basis","technical_spec_owner"
"FR-045","FR","F06","Prepare and validate source/control inputs","R1_APPLICABLE","prd/05-features/F06-multi-method-resolution-routing.md","D005|D006|D010|D011|D012|D018|D019|D020","UJ-01|UJ-02|UJ-07|UJ-09|UJ-10","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml#properties.route,provider_bindings,fallback_routes; governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-02"
"FR-046","FR","F06","Define route-specific fallback policies","R1_APPLICABLE","prd/05-features/F06-multi-method-resolution-routing.md","D005|D006|D010|D011|D012|D018|D019|D020","UJ-01|UJ-02|UJ-07|UJ-09|UJ-10","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml#properties.route,provider_bindings,fallback_routes; governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-02"
"FR-047","FR","F06","Emit route and strategy receipts","R1_APPLICABLE","prd/05-features/F06-multi-method-resolution-routing.md","D005|D006|D010|D011|D012|D018|D019|D020","UJ-01|UJ-02|UJ-07|UJ-09|UJ-10","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml#properties.route,provider_bindings,fallback_routes; governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-02"
"FR-048","FR","F06","Learn route effectiveness without self-modifying silently","R1_APPLICABLE","prd/05-features/F06-multi-method-resolution-routing.md","D005|D006|D010|D011|D012|D018|D019|D020","UJ-01|UJ-02|UJ-07|UJ-09|UJ-10","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-COST-001|NFR-COST-002|NFR-COST-003|NFR-COST-004|NFR-COST-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005","contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml#properties.route,provider_bindings,fallback_routes; governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-02"
"FR-049","FR","F07","Register specialist authorities","R1_APPLICABLE","prd/05-features/F07-dynamic-specialist-workcell.md","D002|D010|D012|D013|D017|D018|D022","UJ-02|UJ-05|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-02"
"FR-050","FR","F07","Compile the smallest sufficient workcell","R1_APPLICABLE","prd/05-features/F07-dynamic-specialist-workcell.md","D002|D010|D012|D013|D017|D018|D022","UJ-02|UJ-05|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-02"
"FR-051","FR","F07","Keep semantic interpretation bounded","R1_APPLICABLE","prd/05-features/F07-dynamic-specialist-workcell.md","D002|D010|D012|D013|D017|D018|D022","UJ-02|UJ-05|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-02"
"FR-052","FR","F07","Keep feasibility analysis measurable","R1_APPLICABLE","prd/05-features/F07-dynamic-specialist-workcell.md","D002|D010|D012|D013|D017|D018|D022","UJ-02|UJ-05|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-02"
"FR-053","FR","F07","Separate strategy from materialization","R1_APPLICABLE","prd/05-features/F07-dynamic-specialist-workcell.md","D002|D010|D012|D013|D017|D018|D022","UJ-02|UJ-05|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-02"
"FR-054","FR","F07","Use deterministic policy services for source and registry checks","R1_APPLICABLE","prd/05-features/F07-dynamic-specialist-workcell.md","D002|D010|D012|D013|D017|D018|D022","UJ-02|UJ-05|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-02"
"FR-055","FR","F07","Keep evaluation independent from production","R1_APPLICABLE","prd/05-features/F07-dynamic-specialist-workcell.md","D002|D010|D012|D013|D017|D018|D022","UJ-02|UJ-05|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-02"
"FR-056","FR","F07","Make the Asset Commander a workflow authority, not a creative agent","R1_APPLICABLE","prd/05-features/F07-dynamic-specialist-workcell.md","D002|D010|D012|D013|D017|D018|D022","UJ-02|UJ-05|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-SEC-001|NFR-SEC-002|NFR-SEC-003|NFR-SEC-004|NFR-SEC-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","governance/WORKCELL_AUTHORITY_REGISTRY.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-02"
"FR-057","FR","F08","Register ComfyUI workflow profiles","R1_APPLICABLE","prd/05-features/F08-visual-capability-registry.md","D011|D015|D016|D017|D019|D025|D027","UJ-02|UJ-10|UJ-11|UJ-13|UJ-14","NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml#properties.registries,runtime_profiles; no workflow/model/VAE/LoRA/control/runtime capability registry implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-02; TS-VAE-03"
"FR-058","FR","F08","Register models, checkpoints, and VAEs","R1_APPLICABLE","prd/05-features/F08-visual-capability-registry.md","D011|D015|D016|D017|D019|D025|D027","UJ-02|UJ-10|UJ-11|UJ-13|UJ-14","NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml#properties.registries,runtime_profiles; no workflow/model/VAE/LoRA/control/runtime capability registry implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-02; TS-VAE-03"
"FR-059","FR","F08","Register LoRAs and adapters","R1_APPLICABLE","prd/05-features/F08-visual-capability-registry.md","D011|D015|D016|D017|D019|D025|D027","UJ-02|UJ-10|UJ-11|UJ-13|UJ-14","NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml#properties.registries,runtime_profiles; no workflow/model/VAE/LoRA/control/runtime capability registry implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-02; TS-VAE-03"
"FR-060","FR","F08","Register conditioning and control profiles","R1_APPLICABLE","prd/05-features/F08-visual-capability-registry.md","D011|D015|D016|D017|D019|D025|D027","UJ-02|UJ-10|UJ-11|UJ-13|UJ-14","NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml#properties.registries,runtime_profiles; no workflow/model/VAE/LoRA/control/runtime capability registry implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-02; TS-VAE-03"
"FR-061","FR","F08","Register compute runtime profiles","R1_APPLICABLE","prd/05-features/F08-visual-capability-registry.md","D011|D015|D016|D017|D019|D025|D027","UJ-02|UJ-10|UJ-11|UJ-13|UJ-14","NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml#properties.registries,runtime_profiles; no workflow/model/VAE/LoRA/control/runtime capability registry implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","NEEDS_EMPIRICAL_PROTOTYPE","A seed contract or benchmark may exist, but feasibility, thresholds, provider behavior, quality, recovery, or performance cannot be specified credibly without an executable prototype and measurements.","TS-VAE-02; TS-VAE-03"
"FR-062","FR","F08","Maintain typed compatibility relationships","R1_APPLICABLE","prd/05-features/F08-visual-capability-registry.md","D011|D015|D016|D017|D019|D025|D027","UJ-02|UJ-10|UJ-11|UJ-13|UJ-14","NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml#properties.registries,runtime_profiles; no workflow/model/VAE/LoRA/control/runtime capability registry implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-02; TS-VAE-03"
"FR-063","FR","F08","Promote capabilities through maturity states","R1_APPLICABLE","prd/05-features/F08-visual-capability-registry.md","D011|D015|D016|D017|D019|D025|D027","UJ-02|UJ-10|UJ-11|UJ-13|UJ-14","NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml#properties.registries,runtime_profiles; no workflow/model/VAE/LoRA/control/runtime capability registry implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-02; TS-VAE-03"
"FR-064","FR","F08","Expose capability evidence and change impact","R1_APPLICABLE","prd/05-features/F08-visual-capability-registry.md","D011|D015|D016|D017|D019|D025|D027","UJ-02|UJ-10|UJ-11|UJ-13|UJ-14","NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-EVAL-001|NFR-EVAL-002|NFR-EVAL-003|NFR-EVAL-004|NFR-EVAL-005|NFR-COMPUTE-001|NFR-COMPUTE-002|NFR-COMPUTE-003|NFR-COMPUTE-004|NFR-COMPUTE-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/COMPATIBILITY_MANIFEST.schema.yaml#properties.registries,runtime_profiles; no workflow/model/VAE/LoRA/control/runtime capability registry implementation found","NONE_VERIFIED; scripts/ contains PRD package utilities only","NONE_VERIFIED; no executable product test suite found","NEW_IMPLEMENTATION","No executable product implementation was found. Nearby PRD/governance artifacts define intent only and do not satisfy runtime behavior.","TS-VAE-02; TS-VAE-03"
"FR-065","FR","F09","Compile every accepted demand into a Visual Production Plan","R1_APPLICABLE","prd/05-features/F09-visual-production-plan-ir.md","D003|D005|D009|D011|D012|D013|D018|D019|D024","UJ-01|UJ-02|UJ-03|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml; contracts/examples/format02_visual_production_plan.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-01; TS-VAE-03"
"FR-066","FR","F09","Declare preservation and mutable bindings","R1_APPLICABLE","prd/05-features/F09-visual-production-plan-ir.md","D003|D005|D009|D011|D012|D013|D018|D019|D024","UJ-01|UJ-02|UJ-03|UJ-07|UJ-12","NFR-SEM-001|NFR-SEM-002|NFR-SEM-003|NFR-SEM-004|NFR-SEM-005|NFR-TRACE-001|NFR-TRACE-002|NFR-TRACE-003|NFR-TRACE-004|NFR-TRACE-005|NFR-COMPAT-001|NFR-COMPAT-002|NFR-COMPAT-003|NFR-COMPAT-004|NFR-COMPAT-005|NFR-WORKFLOW-001|NFR-WORKFLOW-002|NFR-WORKFLOW-003|NFR-WORKFLOW-004|NFR-WORKFLOW-005|NFR-GOV-001|NFR-GOV-002|NFR-GOV-003|NFR-GOV-004|NFR-GOV-005","contracts/schemas/VISUAL_PRODUCTION_PLAN.schema.yaml; contracts/examples/format02_visual_production_plan.yaml","NONE_VERIFIED; scripts/ contains PRD package utilities only","validation/SCHEMA_VALIDATION_REPORT.json is a saved structural report where applicable; scripts/validate_prd_package.py checks schema shape only; no executable product test suite found","PARTIALLY_IMPLEMENTED","Concrete schema, registry, fixture, or governance data represents part of the requirement, but no executable product path enforces or exercises the complete behavior.","TS-VAE-01; TS-VAE-03"
