id,type,title,classification,release_scope,tech_spec,component_id,architecture_component,adr_ids,locked_decisions,architecture_mechanism,verification_strategy,blocking_decisions,requirement_source
FR-076,FR,Govern SPR as phase-local creative priming,NEW_IMPLEMENTATION,RELEASE_1,TS-07,C07,Architecture Graphs,ADR-001;ADR-002;ADR-004;ADR-005,D016;D017;D030,typed ownership/module/phase/context/contract/reference/loading/repair graphs and impact analysis,unit;graph-property;contract;scale;security;impact;invalidation,BD-001,prd/05-features/F08-reference-spr-context.md
FR-077,FR,Compile a Context Budget Policy per phase,NEW_IMPLEMENTATION,RELEASE_1,TS-07,C07,Architecture Graphs,ADR-001;ADR-002;ADR-004;ADR-005,D020,typed ownership/module/phase/context/contract/reference/loading/repair graphs and impact analysis,unit;graph-property;contract;scale;security;impact;invalidation,BD-001,prd/05-features/F08-reference-spr-context.md
FR-078,FR,Rank context by functional necessity,NEW_IMPLEMENTATION,RELEASE_1,TS-07,C07,Architecture Graphs,ADR-001;ADR-002;ADR-004;ADR-005,D020,typed ownership/module/phase/context/contract/reference/loading/repair graphs and impact analysis,unit;graph-property;contract;scale;security;impact;invalidation,BD-001,prd/05-features/F08-reference-spr-context.md
FR-079,FR,Block rather than silently truncate required context,NEW_IMPLEMENTATION,RELEASE_1,TS-07,C07,Architecture Graphs,ADR-001;ADR-002;ADR-004;ADR-005,D020;D033,typed ownership/module/phase/context/contract/reference/loading/repair graphs and impact analysis,unit;graph-property;contract;scale;security;impact;invalidation,BD-001,prd/05-features/F08-reference-spr-context.md
FR-080,FR,Emit a complete context manifest,NEW_IMPLEMENTATION,RELEASE_1,TS-07,C07,Architecture Graphs,ADR-001;ADR-002;ADR-004;ADR-005,D018;D020;D025,typed ownership/module/phase/context/contract/reference/loading/repair graphs and impact analysis,unit;graph-property;contract;scale;security;impact;invalidation,BD-001,prd/05-features/F08-reference-spr-context.md
FR-081,FR,Maintain a Canonical Skill Capability Registry,NEW_IMPLEMENTATION,RELEASE_1,TS-08,C08,Skill Ecology,ADR-009;ADR-010,D017;D021,"capability registry, necessity decision, immutable skill packages, maturity and redundancy controls",unit;contract;behavioral;maturity;dependency;security;revocation,BD-010,prd/05-features/F09-canonical-skill-ecology.md
FR-082,FR,Organize canonical skills by authority lane,NEW_IMPLEMENTATION,RELEASE_1,TS-08,C08,Skill Ecology,ADR-009;ADR-010,D012;D017,"capability registry, necessity decision, immutable skill packages, maturity and redundancy controls",unit;contract;behavioral;maturity;dependency;security;revocation,BD-010,prd/05-features/F09-canonical-skill-ecology.md
FR-083,FR,Track skill maturity and plasticity,NEW_IMPLEMENTATION,RELEASE_1,TS-08,C08,Skill Ecology,ADR-009;ADR-010,D021,"capability registry, necessity decision, immutable skill packages, maturity and redundancy controls",unit;contract;behavioral;maturity;dependency;security;revocation,BD-010,prd/05-features/F09-canonical-skill-ecology.md
FR-084,FR,Run a formal skill necessity and capability-gap test,NEW_IMPLEMENTATION,RELEASE_1,TS-08,C08,Skill Ecology,ADR-009;ADR-010,D012;D017;D033,"capability registry, necessity decision, immutable skill packages, maturity and redundancy controls",unit;contract;behavioral;maturity;dependency;security;revocation,BD-010,prd/05-features/F09-canonical-skill-ecology.md
FR-085,FR,"Prefer reuse, adaptation, or adapter composition",NEW_IMPLEMENTATION,RELEASE_1,TS-08,C08,Skill Ecology,ADR-009;ADR-010,D017,"capability registry, necessity decision, immutable skill packages, maturity and redundancy controls",unit;contract;behavioral;maturity;dependency;security;revocation,BD-010,prd/05-features/F09-canonical-skill-ecology.md
FR-086,FR,Compile a typed Skill Design Brief,NEW_IMPLEMENTATION,RELEASE_1,TS-08,C08,Skill Ecology,ADR-009;ADR-010,D017;D019,"capability registry, necessity decision, immutable skill packages, maturity and redundancy controls",unit;contract;behavioral;maturity;dependency;security;revocation,BD-010,prd/05-features/F09-canonical-skill-ecology.md
FR-087,FR,Use leading words as tested behavioral anchors,NEW_IMPLEMENTATION,RELEASE_1,TS-08,C08,Skill Ecology,ADR-009;ADR-010,D017;D021,"capability registry, necessity decision, immutable skill packages, maturity and redundancy controls",unit;contract;behavioral;maturity;dependency;security;revocation,BD-010,prd/05-features/F09-canonical-skill-ecology.md
FR-088,FR,Compile portable progressively disclosed skill packages,NEW_IMPLEMENTATION,RELEASE_1,TS-08,C08,Skill Ecology,ADR-009;ADR-010,D016;D017,"capability registry, necessity decision, immutable skill packages, maturity and redundancy controls",unit;contract;behavioral;maturity;dependency;security;revocation,BD-010,prd/05-features/F09-canonical-skill-ecology.md
FR-089,FR,Bind skill packages to evaluation assets,NEW_IMPLEMENTATION,RELEASE_1,TS-08,C08,Skill Ecology,ADR-009;ADR-010,D021,"capability registry, necessity decision, immutable skill packages, maturity and redundancy controls",unit;contract;behavioral;maturity;dependency;security;revocation,BD-010,prd/05-features/F09-canonical-skill-ecology.md
FR-090,FR,"Detect skill no-ops, sediment, and redundancy",NEW_IMPLEMENTATION,RELEASE_1,TS-08,C08,Skill Ecology,ADR-009;ADR-010,D017;D021;D033,"capability registry, necessity decision, immutable skill packages, maturity and redundancy controls",unit;contract;behavioral;maturity;dependency;security;revocation,BD-010,prd/05-features/F09-canonical-skill-ecology.md
FR-091,FR,Represent harness-local skill adaptations,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D017,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-092,FR,Define Skill Composition Recipes,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D017,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-093,FR,Compile runtime binding schemas,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D019,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-094,FR,Assemble capsules through deterministic code,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D018,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-095,FR,Resolve binding dependencies before compilation,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D019,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-096,FR,Apply typed authority and precedence rules,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D019,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-097,FR,Enforce approved degradation policies,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D019;D027,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-098,FR,Compile Minimum Complete Context,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D020,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-099,FR,Emit a complete JIT capsule package,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D018;D020,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-100,FR,Bind exact versions and hashes,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D018;D021,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-101,FR,Treat capsules as ephemeral phase-local artifacts,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D017;D020,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-102,FR,Preserve deterministic assembly and bounded stochastic execution,NEW_IMPLEMENTATION,RELEASE_1,TS-09,C09,JIT Capsule Compiler,ADR-004;ADR-009,D012;D018;D033,"typed recipes/bindings, authority and precedence resolver, deterministic context/capsule compiler",unit;golden;contract;context-budget;security;replay;revocation,BD-010,prd/05-features/F10-skill-composition-jit-capsules.md
FR-103,FR,Evaluate every skill-system layer,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D021;D026,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-104,FR,Require a no-guidance control,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D021,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-105,FR,Run repeated fresh-context trials,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D021;D024,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-106,FR,"Generate positive, adversarial, missing-evidence, and pressure cases",NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D021;D023,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-107,FR,Promote maturity only through stored receipts,NEW_IMPLEMENTATION,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D021;D027,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-108,FR,Verify evaluated artifact identity,NEW_IMPLEMENTATION,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D021,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-109,FR,Maintain a staged benchmark portfolio,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D022;D032,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-110,FR,Maintain a layered versioned benchmark corpus,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D023,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-111,FR,Generate controlled mutation tests,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D023,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-112,FR,Protect release-gate benchmark integrity,NEW_IMPLEMENTATION,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D023;D024,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-113,FR,Score independent quality dimensions,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D024,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-114,FR,Enforce hard release gates,NEW_IMPLEMENTATION,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D024;D033,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-115,FR,Report repeated-run stability,NEEDS_EMPIRICAL_PROTOTYPE,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D024,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-116,FR,Ingest downstream implementation and harness results,NEW_IMPLEMENTATION,RELEASE_1,TS-10,C10,Evaluation,ADR-003;ADR-010,D003;D022;D028,"isolated visual and conversational corpora, constitutional dimensions, independent evaluators, scorecards, maturity receipts",unit;statistical;identity;conversational;isolation;leakage;resume;hard-gate;behavioral,BD-004;BD-008,prd/05-features/F11-behavioral-evaluation-benchmarks.md
FR-117,FR,Show a run overview,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,D025,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-005;BD-009,prd/05-features/F12-harness-control-tower.md
FR-118,FR,Render the Phase and Context Graphs,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,D013;D025,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-005;BD-009,prd/05-features/F12-harness-control-tower.md
FR-119,FR,Expose evidence and visual understanding,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,D007;D025,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-005;BD-009,prd/05-features/F12-harness-control-tower.md
FR-120,FR,Expose Genesis decisions and authority,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,D010;D025,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-005;BD-009,prd/05-features/F12-harness-control-tower.md
FR-121,FR,"Expose skills, recipes, and capsules",NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,D017;D018;D021;D025,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-005;BD-009,prd/05-features/F12-harness-control-tower.md
FR-122,FR,Expose contracts and module ownership,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,D014;D015;D025,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-005;BD-009,prd/05-features/F12-harness-control-tower.md
FR-123,FR,Expose evaluations and repair history,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,D024;D025;D026,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-005;BD-009,prd/05-features/F12-harness-control-tower.md
FR-124,FR,"Track cost, latency, and context usage",NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,D020;D024;D025,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-005;BD-009,prd/05-features/F12-harness-control-tower.md
FR-125,FR,Provide governed human actions,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,D002;D025;D027,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-005;BD-009,prd/05-features/F12-harness-control-tower.md
FR-126,FR,Prevent the UI from becoming a second source of truth,NEW_IMPLEMENTATION,RELEASE_1,TS-12,C12,Control Tower,ADR-003;ADR-011;ADR-016,D011;D025;D033,"event projections for semantic lineage, reaction/expression, HG-015, command/query API, accessible Control Tower",api-contract;projection-replay;lineage;redaction;accessibility;performance,BD-005;BD-009,prd/05-features/F12-harness-control-tower.md
FR-127,FR,Define a typed failure taxonomy,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D026,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F13-repair-readiness-authorization.md
FR-128,FR,Require root-cause investigation before repair,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D026,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F13-repair-readiness-authorization.md
FR-129,FR,Compile a Repair and Invalidation Graph,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D026,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F13-repair-readiness-authorization.md
FR-130,FR,Preserve unaffected upstream state,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D026;D033,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F13-repair-readiness-authorization.md
FR-131,FR,Rerun targeted regression suites,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D021;D026,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F13-repair-readiness-authorization.md
FR-132,FR,Escalate repeated or constitutional failures,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D002;D026,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F13-repair-readiness-authorization.md
FR-133,FR,Evaluate an evidence-backed readiness gate,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D003;D027,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F13-repair-readiness-authorization.md
FR-134,FR,Issue typed authorization outcomes,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D027,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F13-repair-readiness-authorization.md
FR-135,FR,Govern prototype-only authorization,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D027;D032,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F13-repair-readiness-authorization.md
FR-136,FR,Generate immutable readiness and authorization receipts,NEW_IMPLEMENTATION,RELEASE_1,TS-13,C13,"Repair, Authorization, Handoff",ADR-003;ADR-004;ADR-005;ADR-010,D021;D027;D029,"failure/root-cause/repair graph, HG-001 through HG-015 evaluator, constitutional readiness and authorization receipts",unit;graph;false-readiness;HG-015;revocation;trace;capsule;boundary,BD-008,prd/05-features/F13-repair-readiness-authorization.md
FR-137,FR,Define a constitution-complete Shared Activative Core,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D030,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-138,FR,Insert a mandatory category layer,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D030;D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-139,FR,Support five canonical categories,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-140,FR,Govern versioned category constitutions,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-141,FR,Support category-local format profiles,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D030;D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-142,FR,Represent the edited-video format mapping,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D030;D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-143,FR,Represent Format 02 under 2D Character Animation,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D030;D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-144,FR,Compile 2D character-performance registries,NEW_IMPLEMENTATION,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D030;D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-145,FR,Use category-specific syntax parsing,NEEDS_EMPIRICAL_PROTOTYPE,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D007;D030;D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-146,FR,"Use category-specific temporal, conversational, and sequence parsing",NEEDS_EMPIRICAL_PROTOTYPE,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D030;D031,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
FR-147,FR,Compile category-adapted Activative Sequencing Intelligence,NEEDS_EMPIRICAL_PROTOTYPE,R1_FORMAT02_PRODUCTION_OTHER_CATEGORIES_STRUCTURAL,TS-11,C11,Category And Target Compilers,ADR-013;ADR-014;ADR-018,D030,"five category constitutions, four conversational profiles, three target compilers, activation-first external handoffs",schema;five-category;three-target;contract;sequence;semantic-non-mutation;boundary;golden,BD-004;BD-007;BD-008;BD-010;BD-014,prd/05-features/F14-format-categories-sequencing.md
