edge_id,upstream_spec_id,downstream_spec_id,primary_class,write_blocking,unique_required_information,write_satisfaction,accepted_for_build_required_at_write,build_state_blocks_write,classification_basis
SDE-088,TS-EVAL-003,TS-CAS-001,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-089,TS-AHP-005,TS-CAS-001,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-090,TS-VID-005,TS-VID-006,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-091,TS-EVAL-001,TS-VID-006,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-092,TS-EVAL-002,TS-VID-006,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-093,TS-CAS-001,TS-CAS-002,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-094,TS-VID-006,TS-BATCH-001,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-095,TS-CAR-001,TS-BATCH-001,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-096,TS-SPV-001,TS-BATCH-001,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-097,TS-ANI-001,TS-BATCH-001,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-098,TS-CAS-002,TS-CAS-003,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-099,TS-AHP-003,TS-CAS-004,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-100,TS-AHP-006,TS-CAS-004,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-101,TS-BATCH-001,TS-CAS-004,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-102,TS-CAS-003,TS-AIR-018,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-103,TS-AIR-011,TS-AIR-018,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-104,TS-AHP-001,TS-REL-002,AUTHORITY_DEPENDENCY,True,True,EXPLICIT_CANDIDATE_SPECIFICATION_WORK_AUTHORIZATION_PLUS_HASH_PINNED_UPSTREAM_DRAFT,False,False,Upstream fixes the governing authority or release boundary required to draft the downstream contract.
SDE-105,TS-REL-001,TS-REL-002,AUTHORITY_DEPENDENCY,True,True,EXPLICIT_CANDIDATE_SPECIFICATION_WORK_AUTHORIZATION_PLUS_HASH_PINNED_UPSTREAM_DRAFT,False,False,Upstream fixes the governing authority or release boundary required to draft the downstream contract.
SDE-106,TS-CAS-003,TS-REL-002,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-107,TS-CAS-004,TS-CAS-005,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-108,TS-AIR-003,TS-AIR-020,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-109,TS-AIR-005,TS-AIR-020,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-110,TS-AIR-018,TS-AIR-020,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-111,TS-AIR-019,TS-AIR-020,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-112,TS-CAS-005,TS-CAS-006,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-113,TS-EVAL-003,TS-CAS-006,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-114,TS-AHP-002,TS-PM-001,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-115,TS-AIR-020,TS-PM-001,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-116,TS-PM-001,TS-AHP-008,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-117,TS-AIR-003,TS-AHP-008,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
SDE-118,TS-EVAL-001,TS-AHP-008,WRITE_INTERFACE_DEPENDENCY,True,True,HASH_PINNED_UPSTREAM_DRAFT_OR_REVISED_DRAFT_OR_GOVERNED_CONTRACT_SEED,False,False,"Downstream contract consumes or constrains an upstream typed object, workflow boundary, or handoff; draft interface detail is required at WRITE."
