requirement_id,feature_id,decision_id,journeys,nfr_refs,feature_file,primary_test_type,expected_receipt_or_event
FR-117,F15,D015,UJ-14|UJ-02|UJ-10|UJ-13,NFR-OBS-001|NFR-PERF-002|NFR-RES-003|NFR-GOV-006,prd/05-features/F15-observability-conformance.md,conformance_and_resilience,delegation_audit_receipt|control_tower_event
FR-118,F15,D015,UJ-14|UJ-02|UJ-10|UJ-13,NFR-OBS-001|NFR-PERF-002|NFR-RES-003|NFR-GOV-006,prd/05-features/F15-observability-conformance.md,conformance_and_resilience,delegation_audit_receipt|control_tower_event
FR-119,F15,D015,UJ-14|UJ-02|UJ-10|UJ-13,NFR-OBS-001|NFR-PERF-002|NFR-RES-003|NFR-GOV-006,prd/05-features/F15-observability-conformance.md,conformance_and_resilience,delegation_audit_receipt|control_tower_event
FR-120,F15,D015,UJ-14|UJ-02|UJ-10|UJ-13,NFR-OBS-001|NFR-PERF-002|NFR-RES-003|NFR-GOV-006,prd/05-features/F15-observability-conformance.md,conformance_and_resilience,delegation_audit_receipt|control_tower_event
FR-121,F16,D016,UJ-14|UJ-01|UJ-02,NFR-GOV-001|NFR-GOV-006|NFR-TRACE-005|NFR-REL-005,prd/05-features/F16-implementation-readiness.md,readiness_gate,delegation_audit_receipt|control_tower_event
FR-122,F16,D016,UJ-14|UJ-01|UJ-02,NFR-GOV-001|NFR-GOV-006|NFR-TRACE-005|NFR-REL-005,prd/05-features/F16-implementation-readiness.md,readiness_gate,delegation_audit_receipt|control_tower_event
FR-123,F16,D016,UJ-14|UJ-01|UJ-02,NFR-GOV-001|NFR-GOV-006|NFR-TRACE-005|NFR-REL-005,prd/05-features/F16-implementation-readiness.md,readiness_gate,delegation_audit_receipt|control_tower_event
FR-124,F16,D016,UJ-14|UJ-01|UJ-02,NFR-GOV-001|NFR-GOV-006|NFR-TRACE-005|NFR-REL-005,prd/05-features/F16-implementation-readiness.md,readiness_gate,delegation_audit_receipt|control_tower_event
FR-125,F16,D016,UJ-14|UJ-01|UJ-02,NFR-GOV-001|NFR-GOV-006|NFR-TRACE-005|NFR-REL-005,prd/05-features/F16-implementation-readiness.md,readiness_gate,delegation_audit_receipt|control_tower_event
FR-126,F16,D016,UJ-14|UJ-01|UJ-02,NFR-GOV-001|NFR-GOV-006|NFR-TRACE-005|NFR-REL-005,prd/05-features/F16-implementation-readiness.md,readiness_gate,delegation_audit_receipt|control_tower_event
FR-127,F16,D016,UJ-14|UJ-01|UJ-02,NFR-GOV-001|NFR-GOV-006|NFR-TRACE-005|NFR-REL-005,prd/05-features/F16-implementation-readiness.md,readiness_gate,delegation_audit_receipt|control_tower_event
FR-128,F16,D016,UJ-14|UJ-01|UJ-02,NFR-GOV-001|NFR-GOV-006|NFR-TRACE-005|NFR-REL-005,prd/05-features/F16-implementation-readiness.md,readiness_gate,delegation_audit_receipt|control_tower_event
