fr_id,feature_id,feature_title,title,owning_product,primary_story_id,primary_tech_spec_id,requirement,trigger_preconditions,required_output_transition,invariants,positive_given,positive_when,positive_then,adversarial_given,adversarial_then,required_evidence,downstream_consumer,downstream_failure,decision_ref,source_refs,lifecycle
AIR-FR-059,F10,Reaction Observation and Reaction Receipts,Compute planned–observed deltas,Interview Expression,AIR-ST-10.03,TS-AIR-010,"The Runtime shall compare expected state, role, edge, and asset route with what actually emerged and preserve both the match and the mismatch.",A live source-activation call or source segment produces observable human behavior.,"A Reaction Receipt classifies the outcome, binds evidence spans, records uncertainty and planned–observed deltas, and becomes eligible for Expression Moment resolution.",No reaction is valid evidence. | Transcript text alone is insufficient when multimodal evidence is available. | A strong emotion is not automatically the intended activation. | Reaction classification remains evidence-backed and revisable.,A live source-activation call or source segment produces observable human behavior.,the Runtime performs **compute planned–observed deltas** under the active feature contract,"The Runtime shall compare expected state, role, edge, and asset route with what actually emerged and preserve both the match and the mismatch, and the resulting state is eligible for the feature terminal condition: A Reaction Receipt classifies the outcome, binds evidence spans, records uncertainty and planned–observed deltas, and becomes eligible for Expression Moment resolution.","a planned, inferred, rejected, or superseded field is presented without its exact epistemic state",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F11,a flat or defensive answer is misclassified as an Anchor Hit and promoted as source evidence,AIR-D015,SRC-AI2-REACTION-001 | SRC-INT-001 | SRC-SOURCE-FIRST-001,NEW_V2_1_OR_DEEPENED
AIR-FR-060,F10,Reaction Observation and Reaction Receipts,Evaluate Reaction Receipts independently,Interview Expression,AIR-ST-10.03,TS-AIR-010,"An evaluator separate from the call proposer shall test evidence sufficiency, outcome fit, alternative interpretations, and the maximum supported claim.",A live source-activation call or source segment produces observable human behavior.,"A Reaction Receipt classifies the outcome, binds evidence spans, records uncertainty and planned–observed deltas, and becomes eligible for Expression Moment resolution.",No reaction is valid evidence. | Transcript text alone is insufficient when multimodal evidence is available. | A strong emotion is not automatically the intended activation. | Reaction classification remains evidence-backed and revisable.,A live source-activation call or source segment produces observable human behavior.,the Runtime performs **evaluate reaction receipts independently** under the active feature contract,"An evaluator separate from the call proposer shall test evidence sufficiency, outcome fit, alternative interpretations, and the maximum supported claim, and the resulting state is eligible for the feature terminal condition: A Reaction Receipt classifies the outcome, binds evidence spans, records uncertainty and planned–observed deltas, and becomes eligible for Expression Moment resolution.","the observation evidence is incomplete, the guest state contradicts the prepared path, or the proposed call exceeds the declared pressure policy",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",F11,a flat or defensive answer is misclassified as an Anchor Hit and promoted as source evidence,AIR-D015,SRC-AI2-REACTION-001 | SRC-INT-001 | SRC-SOURCE-FIRST-001,NEW_V2_1_OR_DEEPENED
AIR-FR-061,F11,Expression Moments and Observed Activative Intelligence,Discover Expression Moment candidates from complete evidence,Interview Expression,AIR-ST-11.01,TS-AIR-011,"The system shall use transcript, Reaction Receipts, audio events, keyframes, planned context, observed tags, and source continuity to propose moment candidates.","Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.","Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.",Moment boundaries preserve premise and reaction tail. | Observed AIP cannot copy unconfirmed planned fields. | Rejections remain negative evidence. | Expression approval is separate from derivative-route approval.,"Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.",the Runtime performs **discover expression moment candidates from complete evidence** under the active feature contract,"The system shall use transcript, Reaction Receipts, audio events, keyframes, planned context, observed tags, and source continuity to propose moment candidates, and the resulting state is eligible for the feature terminal condition: Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.","the supplied source reference is missing, stale, points to another version, or omits the evidence span needed to support the claim",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",F12,a line becomes quotable only because its qualifying premise and emotional tail were removed,AIR-D016,SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002,NEW_V2_1_OR_DEEPENED
AIR-FR-062,F11,Expression Moments and Observed Activative Intelligence,Set boundaries that preserve premise and reaction tail,Interview Expression,AIR-ST-11.01,TS-AIR-011,"Candidate boundaries shall include the minimum source context needed to prevent quote collapse, preserve the cause of the expression, and retain the relevant reaction tail.","Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.","Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.",Moment boundaries preserve premise and reaction tail. | Observed AIP cannot copy unconfirmed planned fields. | Rejections remain negative evidence. | Expression approval is separate from derivative-route approval.,"Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.",the Runtime performs **set boundaries that preserve premise and reaction tail** under the active feature contract,"Candidate boundaries shall include the minimum source context needed to prevent quote collapse, preserve the cause of the expression, and retain the relevant reaction tail, and the resulting state is eligible for the feature terminal condition: Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.","the observation evidence is incomplete, the guest state contradicts the prepared path, or the proposed call exceeds the declared pressure policy",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",F12,a line becomes quotable only because its qualifying premise and emotional tail were removed,AIR-D016,SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002,NEW_V2_1_OR_DEEPENED
AIR-FR-063,F11,Expression Moments and Observed Activative Intelligence,Score moment qualities and routeability,Interview Expression,AIR-ST-11.02,TS-AIR-011,"The resolver shall evaluate completeness, specificity, identity signal, pressure survival, emotional or cognitive turn, audiovisual usability, and eligible derivative routes.","Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.","Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.",Moment boundaries preserve premise and reaction tail. | Observed AIP cannot copy unconfirmed planned fields. | Rejections remain negative evidence. | Expression approval is separate from derivative-route approval.,"Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.",the Runtime performs **score moment qualities and routeability** under the active feature contract,"The resolver shall evaluate completeness, specificity, identity signal, pressure survival, emotional or cognitive turn, audiovisual usability, and eligible derivative routes, and the resulting state is eligible for the feature terminal condition: Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.","the supplied source reference is missing, stale, points to another version, or omits the evidence span needed to support the claim",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",F12,a line becomes quotable only because its qualifying premise and emotional tail were removed,AIR-D016,SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002,NEW_V2_1_OR_DEEPENED
AIR-FR-064,F11,Expression Moments and Observed Activative Intelligence,Maintain an explicit Expression Moment lifecycle,Interview Expression,AIR-ST-11.02,TS-AIR-011,"Candidates shall move through proposed, observed, borderline, approved, rejected, superseded, and revoked states with immutable decisions and evidence.","Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.","Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.",Moment boundaries preserve premise and reaction tail. | Observed AIP cannot copy unconfirmed planned fields. | Rejections remain negative evidence. | Expression approval is separate from derivative-route approval.,"Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.",the Runtime performs **maintain an explicit expression moment lifecycle** under the active feature contract,"Candidates shall move through proposed, observed, borderline, approved, rejected, superseded, and revoked states with immutable decisions and evidence, and the resulting state is eligible for the feature terminal condition: Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.","the supplied source reference is missing, stale, points to another version, or omits the evidence span needed to support the claim",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",F12,a line becomes quotable only because its qualifying premise and emotional tail were removed,AIR-D016,SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002,NEW_V2_1_OR_DEEPENED
AIR-FR-065,F11,Expression Moments and Observed Activative Intelligence,Compile an Observed Activative Intelligence Pack,Interview Expression,AIR-ST-11.03,TS-AIR-011,"The Runtime shall compile actual roles, directions, pressures, urges, edges, primitive and archetype evidence, reactions, limitations, and planned–observed deltas from approved source evidence.","Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.","Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.",Moment boundaries preserve premise and reaction tail. | Observed AIP cannot copy unconfirmed planned fields. | Rejections remain negative evidence. | Expression approval is separate from derivative-route approval.,"Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.",the Runtime performs **compile an observed activative intelligence pack** under the active feature contract,"The Runtime shall compile actual roles, directions, pressures, urges, edges, primitive and archetype evidence, reactions, limitations, and planned–observed deltas from approved source evidence, and the resulting state is eligible for the feature terminal condition: Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.","a planned, inferred, rejected, or superseded field is presented without its exact epistemic state",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F12,a line becomes quotable only because its qualifying premise and emotional tail were removed,AIR-D016,SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002,NEW_V2_1_OR_DEEPENED
AIR-FR-066,F11,Expression Moments and Observed Activative Intelligence,Handoff approved source expression without losing authority,Interview Expression,AIR-ST-11.03,TS-AIR-011,The Observed AIP shall reference exact source packages and moments and shall not grant the derivative producer authority to reinterpret the guest’s meaning.,"Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.","Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.",Moment boundaries preserve premise and reaction tail. | Observed AIP cannot copy unconfirmed planned fields. | Rejections remain negative evidence. | Expression approval is separate from derivative-route approval.,"Reaction Receipts, transcript, source media, keyframes, tags, and session context are available.",the Runtime performs **handoff approved source expression without losing authority** under the active feature contract,"The Observed AIP shall reference exact source packages and moments and shall not grant the derivative producer authority to reinterpret the guest’s meaning, and the resulting state is eligible for the feature terminal condition: Approved, rejected, or borderline Expression Moments and an Observed AIP truthfully summarize what emerged and what did not.","the supplied source reference is missing, stale, points to another version, or omits the evidence span needed to support the claim",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",F12,a line becomes quotable only because its qualifying premise and emotional tail were removed,AIR-D016,SRC-AI2-EXPRESSION-001 | SRC-SOURCE-FIRST-001 | SRC-INT-002,NEW_V2_1_OR_DEEPENED
AIR-FR-067,F12,Canonical Interview Source Package and Dual Admission,Support Brief-led admission,Interview Expression,AIR-ST-12.01,TS-AIR-012,"A completed Activative Interview shall produce a source package that references its Brief, Planned AIP, Interview Asset Contracts, calls, observations, Reaction Receipts, and observed evidence.",An Activative Interview session completes or an operator imports an existing interview and transcript.,"A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.",Brief-led and imported admission are both first-class. | Imported sources declare absent planning rather than fabricating it. | Original media remains immutable. | All derivatives bind one exact source-package version.,An Activative Interview session completes or an operator imports an existing interview and transcript.,the Runtime performs **support brief-led admission** under the active feature contract,"A completed Activative Interview shall produce a source package that references its Brief, Planned AIP, Interview Asset Contracts, calls, observations, Reaction Receipts, and observed evidence, and the resulting state is eligible for the feature terminal condition: A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.","the input is stale, contradictory, unresolved, or cannot support the claimed state transition",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F13,derivatives cite invented planning history or drift across source-package versions,AIR-D017,SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001,NEW_V2_1_OR_DEEPENED
AIR-FR-068,F12,Canonical Interview Source Package and Dual Admission,Support imported-source admission,Interview Expression,AIR-ST-12.01,TS-AIR-012,"An imported interview shall become a first-class source package while explicitly declaring which planned activation, anchor, Matrix, or session objects are absent.",An Activative Interview session completes or an operator imports an existing interview and transcript.,"A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.",Brief-led and imported admission are both first-class. | Imported sources declare absent planning rather than fabricating it. | Original media remains immutable. | All derivatives bind one exact source-package version.,An Activative Interview session completes or an operator imports an existing interview and transcript.,the Runtime performs **support imported-source admission** under the active feature contract,"An imported interview shall become a first-class source package while explicitly declaring which planned activation, anchor, Matrix, or session objects are absent, and the resulting state is eligible for the feature terminal condition: A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.","the supplied source reference is missing, stale, points to another version, or omits the evidence span needed to support the claim",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",F13,derivatives cite invented planning history or drift across source-package versions,AIR-D017,SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001,NEW_V2_1_OR_DEEPENED
AIR-FR-069,F12,Canonical Interview Source Package and Dual Admission,"Bind exact media, transcript, speakers, timing, and keyframes",Interview Expression,AIR-ST-12.02,TS-AIR-012,"The source package shall hash and version original video/audio, transcript words and phrases, speaker map, time alignment, audio events, shot map, keyframes, and visual references.",An Activative Interview session completes or an operator imports an existing interview and transcript.,"A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.",Brief-led and imported admission are both first-class. | Imported sources declare absent planning rather than fabricating it. | Original media remains immutable. | All derivatives bind one exact source-package version.,An Activative Interview session completes or an operator imports an existing interview and transcript.,"the Runtime performs **bind exact media, transcript, speakers, timing, and keyframes** under the active feature contract","The source package shall hash and version original video/audio, transcript words and phrases, speaker map, time alignment, audio events, shot map, keyframes, and visual references, and the resulting state is eligible for the feature terminal condition: A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.","the supplied source reference is missing, stale, points to another version, or omits the evidence span needed to support the claim",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | psychological role, tension, archetype coalition, Guest Voice DNA lineage, Final Script approval, and rejection alternatives | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",F13,derivatives cite invented planning history or drift across source-package versions,AIR-D017,SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001,NEW_V2_1_OR_DEEPENED
AIR-FR-070,F12,Canonical Interview Source Package and Dual Admission,Preserve tag provenance and epistemic state,Interview Expression,AIR-ST-12.02,TS-AIR-012,"Every planned, observed, inferred, operator-confirmed, rejected, and superseded tag shall retain its source, timestamp or span, author, and lifecycle state.",An Activative Interview session completes or an operator imports an existing interview and transcript.,"A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.",Brief-led and imported admission are both first-class. | Imported sources declare absent planning rather than fabricating it. | Original media remains immutable. | All derivatives bind one exact source-package version.,An Activative Interview session completes or an operator imports an existing interview and transcript.,the Runtime performs **preserve tag provenance and epistemic state** under the active feature contract,"Every planned, observed, inferred, operator-confirmed, rejected, and superseded tag shall retain its source, timestamp or span, author, and lifecycle state, and the resulting state is eligible for the feature terminal condition: A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.","a planned, inferred, rejected, or superseded field is presented without its exact epistemic state",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F13,derivatives cite invented planning history or drift across source-package versions,AIR-D017,SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001,NEW_V2_1_OR_DEEPENED
AIR-FR-071,F12,Canonical Interview Source Package and Dual Admission,Version source packages additively,Interview Expression,AIR-ST-12.03,TS-AIR-012,"Corrections to transcripts, speaker maps, tags, moments, or references shall create successor package versions and invalidate only dependent derivative programs.",An Activative Interview session completes or an operator imports an existing interview and transcript.,"A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.",Brief-led and imported admission are both first-class. | Imported sources declare absent planning rather than fabricating it. | Original media remains immutable. | All derivatives bind one exact source-package version.,An Activative Interview session completes or an operator imports an existing interview and transcript.,the Runtime performs **version source packages additively** under the active feature contract,"Corrections to transcripts, speaker maps, tags, moments, or references shall create successor package versions and invalidate only dependent derivative programs, and the resulting state is eligible for the feature terminal condition: A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.","the supplied source reference is missing, stale, points to another version, or omits the evidence span needed to support the claim",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",F13,derivatives cite invented planning history or drift across source-package versions,AIR-D017,SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001,NEW_V2_1_OR_DEEPENED
AIR-FR-072,F12,Canonical Interview Source Package and Dual Admission,Publish under operator source authority,Interview Expression,AIR-ST-12.03,TS-AIR-012,The package shall record the operator-provided source authority and intended route scope as provenance and execution context without introducing a separate creative-policy authority.,An Activative Interview session completes or an operator imports an existing interview and transcript.,"A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.",Brief-led and imported admission are both first-class. | Imported sources declare absent planning rather than fabricating it. | Original media remains immutable. | All derivatives bind one exact source-package version.,An Activative Interview session completes or an operator imports an existing interview and transcript.,the Runtime performs **publish under operator source authority** under the active feature contract,"The package shall record the operator-provided source authority and intended route scope as provenance and execution context without introducing a separate creative-policy authority, and the resulting state is eligible for the feature terminal condition: A versioned canonical package is validated and available for source-led shorts, Carousels, SuperVisuals, animation scenes, and future source-backed derivatives.","the supplied source reference is missing, stale, points to another version, or omits the evidence span needed to support the claim",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",F13,derivatives cite invented planning history or drift across source-package versions,AIR-D017,SRC-SOURCE-FIRST-001 | SRC-AI2-SOURCE-001 | SRC-INT-001,NEW_V2_1_OR_DEEPENED
AIR-FR-073,F13,"Campaign Activation, Freshness, and Audience Reaction",Compile a Campaign Activation Program,Activative Intelligence Runtime,AIR-ST-13.01,TS-AIR-013,"The Runtime shall sequence source-backed derivative programs with audience segment, role, tension, direction, edge, archetype, primitive signature, format, and intended relationship movement.",A canonical source package and approved derivative opportunities exist.,"A versioned campaign program sequences eligible assets, enforces diversity and freshness, captures audience response separately, and supports additive revision.",Source reaction and audience reaction remain separate. | Campaign diversity is non-compensable. | Freshness is audience- and context-specific. | Performance data cannot silently rewrite semantic authority.,A canonical source package and approved derivative opportunities exist.,the Runtime performs **compile a campaign activation program** under the active feature contract,"The Runtime shall sequence source-backed derivative programs with audience segment, role, tension, direction, edge, archetype, primitive signature, format, and intended relationship movement, and the resulting state is eligible for the feature terminal condition: A versioned campaign program sequences eligible assets, enforces diversity and freshness, captures audience response separately, and supports additive revision.","the proposed campaign repeats an exhausted role, structure, Primitive signature, or archetype beyond its current freshness limit",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F14,the campaign repeatedly activates the same defense or formula until the audience sees the template instead of the truth,AIR-D018,SRC-AI2-CAMPAIGN-001 | SRC-AHP-F23-001 | SRC-CCV-001,NEW_V2_1_OR_DEEPENED
AIR-FR-074,F13,"Campaign Activation, Freshness, and Audience Reaction","Enforce role, direction, and archetype diversity",Activative Intelligence Runtime,AIR-ST-13.01,TS-AIR-013,"The campaign shall apply minimum diversity and repetition limits so repeated accusation, regret, inversion, or one archetype formula cannot dominate by local score alone.",A canonical source package and approved derivative opportunities exist.,"A versioned campaign program sequences eligible assets, enforces diversity and freshness, captures audience response separately, and supports additive revision.",Source reaction and audience reaction remain separate. | Campaign diversity is non-compensable. | Freshness is audience- and context-specific. | Performance data cannot silently rewrite semantic authority.,A canonical source package and approved derivative opportunities exist.,"the Runtime performs **enforce role, direction, and archetype diversity** under the active feature contract","The campaign shall apply minimum diversity and repetition limits so repeated accusation, regret, inversion, or one archetype formula cannot dominate by local score alone, and the resulting state is eligible for the feature terminal condition: A versioned campaign program sequences eligible assets, enforces diversity and freshness, captures audience response separately, and supports additive revision.",the candidate archetype communicates a topic but does not position the audience inside the approved role and tension,typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | psychological role, tension, archetype coalition, Guest Voice DNA lineage, Final Script approval, and rejection alternatives",F14,the campaign repeatedly activates the same defense or formula until the audience sees the template instead of the truth,AIR-D018,SRC-AI2-CAMPAIGN-001 | SRC-AHP-F23-001 | SRC-CCV-001,NEW_V2_1_OR_DEEPENED
AIR-FR-075,F13,"Campaign Activation, Freshness, and Audience Reaction",Maintain an Activation Freshness Profile,Activative Intelligence Runtime,AIR-ST-13.02,TS-AIR-013,"The system shall track prior structures, Primitive coalitions, roles, tensions, visual operators, archetypes, and audience exposure that affect present activation strength.",A canonical source package and approved derivative opportunities exist.,"A versioned campaign program sequences eligible assets, enforces diversity and freshness, captures audience response separately, and supports additive revision.",Source reaction and audience reaction remain separate. | Campaign diversity is non-compensable. | Freshness is audience- and context-specific. | Performance data cannot silently rewrite semantic authority.,A canonical source package and approved derivative opportunities exist.,the Runtime performs **maintain an activation freshness profile** under the active feature contract,"The system shall track prior structures, Primitive coalitions, roles, tensions, visual operators, archetypes, and audience exposure that affect present activation strength, and the resulting state is eligible for the feature terminal condition: A versioned campaign program sequences eligible assets, enforces diversity and freshness, captures audience response separately, and supports additive revision.","the proposed campaign repeats an exhausted role, structure, Primitive signature, or archetype beyond its current freshness limit",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F14,the campaign repeatedly activates the same defense or formula until the audience sees the template instead of the truth,AIR-D018,SRC-AI2-CAMPAIGN-001 | SRC-AHP-F23-001 | SRC-CCV-001,NEW_V2_1_OR_DEEPENED
AIR-FR-076,F13,"Campaign Activation, Freshness, and Audience Reaction",Capture audience reaction as a separate evidence stream,Activative Intelligence Runtime,AIR-ST-13.02,TS-AIR-013,"Publishing observations shall produce Audience Reaction Receipts tied to exact asset versions, audience context, platform, exposure window, and measurement limits.",A canonical source package and approved derivative opportunities exist.,"A versioned campaign program sequences eligible assets, enforces diversity and freshness, captures audience response separately, and supports additive revision.",Source reaction and audience reaction remain separate. | Campaign diversity is non-compensable. | Freshness is audience- and context-specific. | Performance data cannot silently rewrite semantic authority.,A canonical source package and approved derivative opportunities exist.,the Runtime performs **capture audience reaction as a separate evidence stream** under the active feature contract,"Publishing observations shall produce Audience Reaction Receipts tied to exact asset versions, audience context, platform, exposure window, and measurement limits, and the resulting state is eligible for the feature terminal condition: A versioned campaign program sequences eligible assets, enforces diversity and freshness, captures audience response separately, and supports additive revision.","the observation evidence is incomplete, the guest state contradicts the prepared path, or the proposed call exceeds the declared pressure policy",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity | source spans, word/phrase timing, speakers, audio/visual observations, planned–observed delta, and expression decision",F14,the campaign repeatedly activates the same defense or formula until the audience sees the template instead of the truth,AIR-D018,SRC-AI2-CAMPAIGN-001 | SRC-AHP-F23-001 | SRC-CCV-001,NEW_V2_1_OR_DEEPENED
AIR-FR-077,F13,"Campaign Activation, Freshness, and Audience Reaction",Detect campaign counteractivation and fatigue,Activative Intelligence Runtime,AIR-ST-13.03,TS-AIR-013,"The Runtime shall identify defensive repetition, habituation, formula visibility, role overload, edge overuse, and relief deficits across the campaign.",A canonical source package and approved derivative opportunities exist.,"A versioned campaign program sequences eligible assets, enforces diversity and freshness, captures audience response separately, and supports additive revision.",Source reaction and audience reaction remain separate. | Campaign diversity is non-compensable. | Freshness is audience- and context-specific. | Performance data cannot silently rewrite semantic authority.,A canonical source package and approved derivative opportunities exist.,the Runtime performs **detect campaign counteractivation and fatigue** under the active feature contract,"The Runtime shall identify defensive repetition, habituation, formula visibility, role overload, edge overuse, and relief deficits across the campaign, and the resulting state is eligible for the feature terminal condition: A versioned campaign program sequences eligible assets, enforces diversity and freshness, captures audience response separately, and supports additive revision.","the proposed campaign repeats an exhausted role, structure, Primitive signature, or archetype beyond its current freshness limit",typed blocker before downstream eligibility; no synthesized source truth or authority,"exact input object IDs, versions, hashes, and source references | the active contract, product owner, actor identity, and lifecycle transition | positive and adversarial validation results with immutable receipt identity",F14,the campaign repeatedly activates the same defense or formula until the audience sees the template instead of the truth,AIR-D018,SRC-AI2-CAMPAIGN-001 | SRC-AHP-F23-001 | SRC-CCV-001,NEW_V2_1_OR_DEEPENED
