story_id,story_title,epic_id,feature_id,primary_fr_id,primitive_id,downstream_story_or_handoff,cbar_mandate
AIR-ST-16.03,Measure transfer fidelity and repair the responsible handoff,AIR-EP-13,F16,AIR-FR-095,PRM-VSG-021,AIR-ST-17.01,"Measure transfer fidelity and repair the responsible handoff must preserve Punctum, Air, and Felt Truth's core move while denying the shortcut to preserve literal wording while losing the psychological role, tension, Primitive coalition, or Edge Product."
AIR-ST-16.03,Measure transfer fidelity and repair the responsible handoff,AIR-EP-13,F16,AIR-FR-096,PRM-VSG-021,AIR-ST-17.01,"Measure transfer fidelity and repair the responsible handoff must preserve Punctum, Air, and Felt Truth's core move while denying the shortcut to preserve literal wording while losing the psychological role, tension, Primitive coalition, or Edge Product."
AIR-ST-17.01,Compile visual activation candidates from research and reference,AIR-EP-13,F17,AIR-FR-097,PRM-VSG-001,AIR-ST-17.02,"Compile visual activation candidates from research and reference must preserve Composition as Eye-Path Engineering's core move while denying the shortcut to start editing or generation before composition intent, negative space, and real-life reference research are resolved."
AIR-ST-17.01,Compile visual activation candidates from research and reference,AIR-EP-13,F17,AIR-FR-098,PRM-VSG-001,AIR-ST-17.02,"Compile visual activation candidates from research and reference must preserve Composition as Eye-Path Engineering's core move while denying the shortcut to start editing or generation before composition intent, negative space, and real-life reference research are resolved."
AIR-ST-17.02,Define composition intent and feature contracts before editing,AIR-EP-13,F17,AIR-FR-099,PRM-VSG-024,AIR-ST-17.03,"Define composition intent and feature contracts before editing must preserve Space as Psychological Relationship's core move while denying the shortcut to start editing or generation before composition intent, negative space, and real-life reference research are resolved."
AIR-ST-17.02,Define composition intent and feature contracts before editing,AIR-EP-13,F17,AIR-FR-100,PRM-VSG-024,AIR-ST-17.03,"Define composition intent and feature contracts before editing must preserve Space as Psychological Relationship's core move while denying the shortcut to start editing or generation before composition intent, negative space, and real-life reference research are resolved."
AIR-ST-17.03,Handoff to Pipeline/VAE and reparse the rendered result,AIR-EP-13,F17,AIR-FR-101,PRM-VSG-021,AIR-ST-18.01,"Handoff to Pipeline/VAE and reparse the rendered result must preserve Punctum, Air, and Felt Truth's core move while denying the shortcut to start editing or generation before composition intent, negative space, and real-life reference research are resolved."
AIR-ST-17.03,Handoff to Pipeline/VAE and reparse the rendered result,AIR-EP-13,F17,AIR-FR-102,PRM-VSG-021,AIR-ST-18.01,"Handoff to Pipeline/VAE and reparse the rendered result must preserve Punctum, Air, and Felt Truth's core move while denying the shortcut to start editing or generation before composition intent, negative space, and real-life reference research are resolved."
AIR-ST-18.01,Capture every meaningful HumanResolutionEpisode,AIR-EP-14,F18,AIR-FR-103,EXP-FBK-001,AIR-ST-18.02,Capture every meaningful HumanResolutionEpisode must preserve RIM Feedback Discipline's core move while denying the shortcut to turn one operator correction into a global default or live weight update.
AIR-ST-18.01,Capture every meaningful HumanResolutionEpisode,AIR-EP-14,F18,AIR-FR-104,EXP-FBK-001,AIR-ST-18.02,Capture every meaningful HumanResolutionEpisode must preserve RIM Feedback Discipline's core move while denying the shortcut to turn one operator correction into a global default or live weight update.
AIR-ST-18.02,Attribute the decision and index programming material,AIR-EP-14,F18,AIR-FR-105,PRM-PSY-008,AIR-ST-18.03,Attribute the decision and index programming material must preserve Attack Problem Not Person's core move while denying the shortcut to turn one operator correction into a global default or live weight update.
AIR-ST-18.02,Attribute the decision and index programming material,AIR-EP-14,F18,AIR-FR-106,PRM-PSY-008,AIR-ST-18.03,Attribute the decision and index programming material must preserve Attack Problem Not Person's core move while denying the shortcut to turn one operator correction into a global default or live weight update.
AIR-ST-18.03,"Promote scoped recipes, model data, and Identity DNA observations through evidence",AIR-EP-14,F18,AIR-FR-107,EXP-TRS-003,AIR-ST-19.01,"Promote scoped recipes, model data, and Identity DNA observations through evidence must preserve Reflective Social Proof (The Status Share)'s core move while denying the shortcut to turn one operator correction into a global default or live weight update."
AIR-ST-18.03,"Promote scoped recipes, model data, and Identity DNA observations through evidence",AIR-EP-14,F18,AIR-FR-108,EXP-TRS-003,AIR-ST-19.01,"Promote scoped recipes, model data, and Identity DNA observations through evidence must preserve Reflective Social Proof (The Status Share)'s core move while denying the shortcut to turn one operator correction into a global default or live weight update."
AIR-ST-19.01,Locate the failed layer and its exact descendants,AIR-EP-14,F19,AIR-FR-109,EXP-FBK-001,AIR-ST-19.02,Locate the failed layer and its exact descendants must preserve RIM Feedback Discipline's core move while denying the shortcut to rewrite the full prompt or program instead of attributing the failed layer and invalidating descendants only.
AIR-ST-19.01,Locate the failed layer and its exact descendants,AIR-EP-14,F19,AIR-FR-110,EXP-FBK-001,AIR-ST-19.02,Locate the failed layer and its exact descendants must preserve RIM Feedback Discipline's core move while denying the shortcut to rewrite the full prompt or program instead of attributing the failed layer and invalidating descendants only.
AIR-ST-19.02,Compile and execute a bounded local repair,AIR-EP-14,F19,AIR-FR-111,PRM-BUS-006,AIR-ST-19.03,Compile and execute a bounded local repair must preserve Hierarchy as Attention Routing's core move while denying the shortcut to rewrite the full prompt or program instead of attributing the failed layer and invalidating descendants only.
AIR-ST-19.02,Compile and execute a bounded local repair,AIR-EP-14,F19,AIR-FR-112,PRM-BUS-006,AIR-ST-19.03,Compile and execute a bounded local repair must preserve Hierarchy as Attention Routing's core move while denying the shortcut to rewrite the full prompt or program instead of attributing the failed layer and invalidating descendants only.
AIR-ST-19.03,Provide role-specific JIT context and replay evidence,AIR-EP-14,F19,AIR-FR-113,PRM-VSG-001,AIR-ST-20.01,Provide role-specific JIT context and replay evidence must preserve Composition as Eye-Path Engineering's core move while denying the shortcut to rewrite the full prompt or program instead of attributing the failed layer and invalidating descendants only.
AIR-ST-19.03,Provide role-specific JIT context and replay evidence,AIR-EP-14,F19,AIR-FR-114,PRM-VSG-001,AIR-ST-20.01,Provide role-specific JIT context and replay evidence must preserve Composition as Eye-Path Engineering's core move while denying the shortcut to rewrite the full prompt or program instead of attributing the failed layer and invalidating descendants only.
AIR-ST-20.01,Register Programmed Models and model-specific harnesses,AIR-EP-15,F20,AIR-FR-115,PRM-BUS-001,AIR-ST-20.02,"Register Programmed Models and model-specific harnesses must preserve Perception and Guidance Stack's core move while denying the shortcut to use a larger or fine-tuned model as authority before stabilizing the harness, retrieval, tools, contracts, and independent evaluation."
AIR-ST-20.01,Register Programmed Models and model-specific harnesses,AIR-EP-15,F20,AIR-FR-116,PRM-BUS-001,AIR-ST-20.02,"Register Programmed Models and model-specific harnesses must preserve Perception and Guidance Stack's core move while denying the shortcut to use a larger or fine-tuned model as authority before stabilizing the harness, retrieval, tools, contracts, and independent evaluation."
AIR-ST-20.02,Evaluate claims independently and integrate products through typed handoffs,AIR-EP-15,F20,AIR-FR-117,EXP-PRG-002,AIR-ST-20.03,"Evaluate claims independently and integrate products through typed handoffs must preserve Discover -> On-board -> Immerse -> Master -> Replay's core move while denying the shortcut to use a larger or fine-tuned model as authority before stabilizing the harness, retrieval, tools, contracts, and independent evaluation."
AIR-ST-20.02,Evaluate claims independently and integrate products through typed handoffs,AIR-EP-15,F20,AIR-FR-118,EXP-PRG-002,AIR-ST-20.03,"Evaluate claims independently and integrate products through typed handoffs must preserve Discover -> On-board -> Immerse -> Master -> Replay's core move while denying the shortcut to use a larger or fine-tuned model as authority before stabilizing the harness, retrieval, tools, contracts, and independent evaluation."
AIR-ST-20.03,Promote evidence-backed capability claims and bounded release states,AIR-EP-15,F20,AIR-FR-119,EXP-TRG-005,cross-product implementation and release handoff,"Promote evidence-backed capability claims and bounded release states must preserve First Major Win-State's core move while denying the shortcut to use a larger or fine-tuned model as authority before stabilizing the harness, retrieval, tools, contracts, and independent evaluation."
AIR-ST-20.03,Promote evidence-backed capability claims and bounded release states,AIR-EP-15,F20,AIR-FR-120,EXP-TRG-005,cross-product implementation and release handoff,"Promote evidence-backed capability claims and bounded release states must preserve First Major Win-State's core move while denying the shortcut to use a larger or fine-tuned model as authority before stabilizing the harness, retrieval, tools, contracts, and independent evaluation."
