fr_id,source_product,feature_id,title,primary_owner,primary_story_id,primary_story_title,canonical_spec_id,authority_source_id,ownership_authority_id,gate,claim_ceiling,original_spec_id,ownership_reconciled,requirement,required_evidence,source_refs
FR-081,AHP,F14,Retain CharacterPerformanceProgram as a future renderer-neutral contract candidate,Program Control,ST-11.01,Enforce Format 02 deferral and preserve historical evidence,TS-REL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-001,false,"The predecessor CharacterPerformanceProgram and related typed objects shall be retained as candidate migration evidence, but the active schema shall be regenerated only from the validated current Format 02 Harness.","Archive manifest, fixture test report, and future regeneration gate.",SRC-MIG-001;SRC-AM-001
FR-082,AHP,F14,Retain staging and framing evidence without current execution authority,Program Control,ST-11.01,Enforce Format 02 deferral and preserve historical evidence,TS-REL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-001,false,"Historical Format 02 staging, relationship visibility, camera, scene-reading, and composition evidence may inform future specifications but shall not create a current rendering path.",Specimen/evidence record and deferred-status receipt.,SRC-MIG-001;SRC-AM-001
FR-083,AHP,F14,Defer temporal embodiment selection for Format 02,Program Control,ST-11.01,Enforce Format 02 deferral and preserve historical evidence,TS-REL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-001,false,"HyperFrames, Remotion, Stretchy/Spine, or any specialized character runtime shall not be bound to Format 02 until the current Harness defines the exact capability, registry, evaluation, and compatibility requirements.","Capability study, dependency adoption review, deferred binding record.",SRC-EXT-018;SRC-EXT-019;SRC-EXT-025;SRC-AM-001
FR-084,AHP,F14,Use predecessor Format 02 assets only as historical migration evidence,Program Control,ST-11.01,Enforce Format 02 deferral and preserve historical evidence,TS-REL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-001,false,"The predecessor golden path, object spine, schemas, tests, dry-run adapters, and synthetic outputs may be preserved for migration and future benchmark design but shall not imply current approval, real rendering, production readiness, or certification.","Migration manifest, artifact classification, test isolation, and claim-ceiling validation.",SRC-MIG-001;SRC-AM-001
FR-085,AHP,F15,Emit immutable source-grounded Visual Asset Demands through Delegation,Atomic Harness Pipeline,ST-08.01,Delegate visual demand and consume evaluated geometry,TS-DEL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-DEL-001,false,"When a source-backed content job lacks or must repair a visual ingredient, the Pipeline shall emit an immutable Visual Asset Demand through Delegation containing the exact source lineage, semantic and composition role, asset family, geometry need, permitted variation, preservation locks, budget, deadline, and evaluation contract.","Demand hash, lineage graph, authority check, budget reservation, and Delegation submission receipt.",SRC-CUR-014;SRC-CUR-016;SRC-CUR-022;SRC-AM-002;SRC-INT-001
FR-086,AHP,F15,Consume VAE Asset Results with image-conditioned geometry,Atomic Harness Pipeline,ST-08.01,Delegate visual demand and consume evaluated geometry,TS-DEL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-DEL-001,false,"The Pipeline shall consume accepted VAE Asset Results only after validating request/result identity, source and derivative lineage, asset-family scope, measured geometry, masks, gaze or motion, depth/layers, validated crops, negative-space regions, limitations, evaluation evidence, and downstream compatibility.","Demand/result match report, geometry validation, evaluator receipts, artifact hashes, and acknowledgement/usage receipt.",SRC-CUR-014;SRC-CUR-016;SRC-CUR-018;SRC-CUR-022
FR-087,AHP,F15,Keep SAM3 execution inside the Visual Asset Editor,Visual Asset Editor,ST-08.02,"Preserve VAE ownership of SAM3, Lucida, layered providers, and GNM",TS-VAE-BOUND-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VAE-BOUND-001,false,"SAM3 segmentation and tracking shall be implemented, versioned, evaluated, and operated by the Visual Asset Editor behind its provider and capability interfaces; the Pipeline owns only demand, result, health, and receipt integration.","Product-boundary test, VAE capability receipt, Delegation result, and Pipeline consumer conformance.",SRC-CUR-013;SRC-CUR-015;SRC-CUR-016;SRC-MIG-001
FR-088,AHP,F15,Keep Lucida matting evaluation inside the Visual Asset Editor,Visual Asset Editor,ST-08.02,"Preserve VAE ownership of SAM3, Lucida, layered providers, and GNM",TS-VAE-BOUND-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VAE-BOUND-001,false,"Lucida or any replacement matting provider may be evaluated and, if authorized, executed only within the VAE capability registry and production plan; the Pipeline shall not own provider selection or matting semantics.","Capability registry state, benchmark report, dependency adoption review, output hashes, and result receipt.",SRC-CUR-013;SRC-CUR-015;SRC-CUR-016;SRC-MIG-001
FR-089,AHP,F15,Keep layered visual generation and GNM behind VAE capability routing,Visual Asset Editor,ST-08.02,"Preserve VAE ownership of SAM3, Lucida, layered providers, and GNM",TS-VAE-BOUND-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VAE-BOUND-001,false,"Layered image providers, ComfyUI workflows, and Google GNM facial-geometry references shall remain VAE-owned capabilities selected by the Visual Production Plan; they are not Pipeline, Interview Expression, or identity-authority components.","VAE route receipt, source-reference binding, GNM/version identity, geometry outputs, fairness/limitation acknowledgement, and independent evaluation.",SRC-CUR-015;SRC-CUR-016;SRC-EXT-026;SRC-AM-002;SRC-MIG-001
FR-090,AHP,F15,Validate Asset Results and downstream usage before continuation,Atomic Harness Pipeline,ST-08.01,Delegate visual demand and consume evaluated geometry,TS-DEL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-DEL-001,false,"The Pipeline shall resume composition only after the VAE result passes demand identity, authority, source lineage, geometry, evaluation, artifact integrity, supersession, and usage-acknowledgement checks.","Validation report, usage acknowledgement, asset/version lineage, and selective invalidation receipt.",SRC-CUR-014;SRC-CUR-018;SRC-CUR-019;SRC-CUR-022
FR-091,AHP,F16,Verify mechanically decidable conditions,Independent Evaluation,ST-09.01,Run deterministic and independent evaluation,TS-EVAL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-001,false,"Contracts, geometry, text fit, timing, source lineage, tool use, export and execution-envelope conditions shall use deterministic verification.","deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023
FR-092,AHP,F16,Evaluate judgment dimensions independently,Independent Evaluation,ST-09.01,Run deterministic and independent evaluation,TS-EVAL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-001,false,"Separate evaluators shall assess semantic fidelity, Activative function, category-native grammar, composition, temporal effect and wrong-reading risk.","deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023
FR-093,AHP,F16,Reparse rendered Visual Syntax,Independent Evaluation,ST-09.02,Reparse rendered syntax and diagnose the responsible layer,TS-EVAL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-002,false,"Static and temporal outputs shall be parsed back into observed BBOX, hierarchy, reading-order and timing evidence for comparison with the intended contract.","deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023
FR-094,AHP,F16,Attribute failures to responsible layers,Independent Evaluation,ST-09.02,Reparse rendered syntax and diagnose the responsible layer,TS-EVAL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-002,false,"Diagnosis shall distinguish knowledge, retrieval, context, Programmed Model, tool, runtime, VAE and evaluator defects.","deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023
FR-095,AHP,F16,Repair only declared units,Atomic Harness Pipeline,ST-09.03,Repair only declared units and escalate human-owned conflicts,TS-EVAL-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-003,false,A repair shall change only the diagnosed unit and its permitted dependent units while preserving already-valid relationships.,"deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023
FR-096,AHP,F16,Escalate human-owned conflicts,Atomic Harness Pipeline,ST-09.03,Repair only declared units and escalate human-owned conflicts,TS-EVAL-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-003,false,"Unresolved taste, new meaning, identity/operator source authorization and policy exceptions shall route to attributable human authority.","deterministic validators, evaluator calibration, rendered reparse, diagnosis accuracy, selective rerun, and escalation, linked to an immutable requirement receipt.",SRC-CUR-018;SRC-CUR-019;SRC-LEG-019;SRC-LEG-020;SRC-LEG-021;SRC-LEG-022;SRC-LEG-023
FR-097,AHP,F17,Persist complete production and human-resolution episodes,Conscious Activations Studio,ST-10.01,Persist complete production episodes and causal attribution,TS-CAS-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-001,true,"Each accepted, rejected, repaired, escalated, and human-resolved production episode shall link the source package, Harness, run state, JIT Capsule, candidates, exact tool operations, renders, evaluations, decision authority, result, and downstream outcome.","Episode hash, before/after references, tool/process receipts, human authority, and result lineage.",SRC-CUR-020;SRC-AM-001;SRC-AM-002
FR-098,AHP,F17,Attribute learning opportunities to the responsible layer,Activative Intelligence Runtime,ST-10.01,Persist complete production episodes and causal attribution,TS-AIR-019,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-001,true,"The system shall diagnose whether an episode indicates a source, knowledge, retrieval, context, Skill, Steering Recipe, Programmed Model, tool, runtime, VAE, evaluator, or human-policy opportunity before it enters any learning queue.","Diagnosis report, responsible-layer confidence, excluded alternatives, and human review where required.",SRC-CUR-020;SRC-AM-001;SRC-EXT-001;SRC-EXT-005
FR-099,AHP,F17,Compile operator-authorized versioned programming-material corpora,Activative Intelligence Runtime,ST-10.02,Build operator-authorized datasets and promote recipes safely,TS-AIR-020,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_C_EVIDENCE_PROMOTION_AND_PRODUCTIZATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-002,true,"Supervised demonstrations, preference pairs, hard negatives, repair trajectories, retrieval-obedience cases, and revision-program examples shall be built offline from eligible episodes with exact source authority, operator source authorization, provenance, scope, splits, hashes, and invalidation.","Dataset manifest, operator-declared source authority report, split hashes, deduplication, leakage tests, and build receipt.",SRC-CUR-020;SRC-AM-001
FR-100,AHP,F17,Capture human preferences and corrections with explicit scope,Conscious Activations Studio,ST-10.02,Build operator-authorized datasets and promote recipes safely,TS-CAS-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-002,true,"Every operator approval, rejection, candidate selection, natural-language revision, direct manipulation, tool override, taste explanation, and publication decision shall produce a HumanResolutionEpisode whose applicability scope is explicit and nonuniversal by default.","Episode record, authority scope, exact changes, tool program, evaluation, and acceptance.",SRC-AM-001;SRC-AM-002
FR-101,AHP,F17,Promote Steering Recipes only through repeated evidence,Activative Intelligence Runtime,ST-10.02,Build operator-authorized datasets and promote recipes safely,TS-AIR-018,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-002,true,"Repeated successful, scoped interventions may advance a Steering Recipe through proposed, experimental, validated, shadow, limited-production, production, deprecated, and retired states with control comparisons, regression cases, human authority, and rollback.","Recipe evidence ledger, control comparison, regression suite, human promotion receipt, and rollback package.",SRC-CUR-020;SRC-AM-001
FR-102,AHP,F17,Prohibit uncontrolled online mutation while enabling automatic evidence capture,Activative Intelligence Runtime,ST-10.02,Build operator-authorized datasets and promote recipes safely,TS-AIR-020,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_C_EVIDENCE_PROMOTION_AND_PRODUCTIZATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-002,true,"Production may automatically append immutable episodes, retrieval indexes, and programming-material eligibility records, but it shall not rewrite model weights, canonical Skills, Steering Recipes, authority rules, or production defaults without an offline evaluated release and human authorization.","Mutation-denial tests, index update receipt, model artifact immutability checks, and promotion workflow.",SRC-CUR-020;SRC-AM-001
FR-103,AHP,F18,Emit composite execution-stack fingerprints,Atomic Harness Pipeline,ST-06.02,Fingerprint and sandbox every node,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false,"Every node attempt shall record the authorized and resolved model, context, tools, retrieval indexes, runtime, precision, hardware and evaluator identities.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",SRC-CUR-010;SRC-EXT-001
FR-104,AHP,F18,Execute inside declared sandboxes,Atomic Harness Pipeline,ST-06.02,Fingerprint and sandbox every node,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false,"Nodes shall have explicit file, network, tool, cache, time, compute and side-effect permissions.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",SRC-CUR-010;SRC-EXT-001
FR-105,AHP,F18,Record observable process receipts,Atomic Harness Pipeline,ST-06.02,Fingerprint and sandbox every node,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false,"Tool calls, resource access, state mutations, validation calls, denied actions and external requests shall be independently logged.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",SRC-CUR-010;SRC-EXT-001
FR-106,AHP,F18,Revalidate material changes,Atomic Harness Pipeline,ST-06.03,Continuously assure and contain execution regressions,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false,"Changes to models, prompts, retrieval, tools, quantization, preprocessing, evaluator or runtime semantics shall trigger focused regression.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",SRC-CUR-010;SRC-EXT-001
FR-107,AHP,F18,Monitor production signals,Atomic Harness Pipeline,ST-06.03,Continuously assure and contain execution regressions,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false,"The system shall track hard-gate failures, acceptance, candidates per result, repairs, escalations, retrieval errors, cost, latency and evaluator disagreement.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",SRC-CUR-010;SRC-EXT-001
FR-108,AHP,F18,Contain and restore incidents,Atomic Harness Pipeline,ST-06.03,Continuously assure and contain execution regressions,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false,"Affected claims may be quarantined, routed to a known-good fallback and restored only after regression evidence and release approval.","fingerprints, sandbox denials, process receipts, canary/drift metrics, containment and restore tests, linked to an immutable requirement receipt.",SRC-CUR-010;SRC-EXT-001
FR-109,AHP,F19,Expose source-to-batch run and graph projections,Conscious Activations Studio,ST-10.06,Operate the source-to-batch Control Tower,TS-CAS-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-004,false,"The Studio Control Tower shall show the Canonical Interview Source Package, content-batch jobs, Harnesses, phases, Workflow Nodes, bounded roles, owners, status, blockers, costs, artifacts, source-time lineage, and exact execution evidence.","Read-model consistency tests, realtime event mapping, source-lineage drill-down, and projection freshness receipts.",SRC-AM-001;SRC-AM-002;SRC-INT-001;SRC-MIG-001
FR-110,AHP,F19,Provide category-native supervisory previews over canonical programs,Conscious Activations Studio,ST-10.06,Operate the source-to-batch Control Tower,TS-CAS-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-004,false,"Static, video, interview, VAE, and knowledge/model Studio modules shall display the current canonical programs, source evidence, assets, candidates, evaluations, repairs, and allowed human actions without owning hidden production state.","Round-trip tests, command receipts, reload/replay tests, and UI/canonical-state consistency.",SRC-AM-001;SRC-MIG-001;SRC-EXT-021;SRC-EXT-022
FR-111,AHP,F19,Apply Harness autonomy modes and explicit human gates,Conscious Activations Studio,ST-10.07,Launch campaigns and govern autonomy and exceptions,TS-CAS-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-005,false,"Each campaign shall operate in AUTOPILOT, REVIEW_BEFORE_SHIP, CHECKPOINTED, or SHADOW mode, pausing only at declared human authority nodes, genuine exceptions, budget or policy changes, or unresolved taste boundaries.","Autonomy binding, pause/resume logs, authority tests, and publication-denial receipt.",SRC-AM-001;SRC-AM-002
FR-112,AHP,F19,"Inspect retrieval, Skills, recipes, Programmed Models, and exclusions",Conscious Activations Studio,ST-10.06,Operate the source-to-batch Control Tower,TS-CAS-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-004,false,"Operators shall be able to inspect the JIT Capsule, retrieved Skills and Steering Recipes, authority filters, exclusions, contradictory evidence, model claim envelope, benchmark evidence, limitations, fallbacks, and the reason each item influenced the current decision.","Retrieval receipt, claim manifest, benchmark links, and UI evidence tests.",SRC-CUR-020;SRC-EXT-027;SRC-EXT-028;SRC-AM-002
FR-113,AHP,F19,"Expose runtime, provider, worker, and budget health",Conscious Activations Studio,ST-10.06,Operate the source-to-batch Control Tower,TS-CAS-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-004,false,"The Studio shall expose preflight, compatibility, health, queue, lease, resource, cost, and failure evidence for Skia, PRETEXT, FFmpeg, Remotion, HyperFrames, VAE providers, GNM, workers, and other bound embodiments without treating their presence as production certification.","Health receipts, worker heartbeats, budget ledger, blocker records, and security tests.",SRC-AM-002;SRC-MIG-001;SRC-EXT-018;SRC-EXT-019;SRC-EXT-026
FR-114,AHP,F19,Export source-to-ship audit and replay packages,Conscious Activations Studio,ST-10.06,Operate the source-to-batch Control Tower,TS-CAS-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-004,false,"A completed campaign shall export the source package manifest, content-batch plan, Harnesses and bindings, JIT Capsules, typed programs, HumanResolutionEpisodes, artifacts, evaluations, execution fingerprints, logs, publication evidence, and replay instructions needed to reconstruct the accepted result.","Portable bundle validation, hash manifest, secret/path scan, and clean-room replay report.",SRC-AM-001;SRC-AM-002;SRC-MIG-001
FR-115,AHP,F20,Build the source-first interview-to-content-batch reference slice,Program Control,ST-11.02,Prove the real source-first Release 1 slice,TS-REL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-002,false,"Release 1 shall admit one real Activative Interview or imported interview, produce an accepted Canonical Interview Source Package, launch a source-backed batch, render one talking-head A-roll short and one Carousel or SuperVisual from the same source, execute bounded evaluation and repair, record at least one HumanResolutionEpisode, and preserve exact source lineage.","Real-file hashes, source-time maps, render/evaluation receipts, HumanResolutionEpisode, and operator acceptance.",SRC-INT-001;SRC-AM-001;SRC-AM-002;SRC-EXT-017;SRC-MIG-001
FR-116,AHP,F20,Require complete source-first release evidence,Program Control,ST-11.02,Prove the real source-first Release 1 slice,TS-REL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-002,false,"The Release 1 slice shall prove source authority and identity, dual-admission correctness, Harness and binding authority, retrieval relevance, program validity, renderer correctness, independent evaluation, local repair, human resolution capture, sandbox, cancellation/replay, fallback, and truthful claim ceilings.","Case-family reports, evaluator metrics, recovery/replay, source authority/operator source authorization evidence, and release receipt.",SRC-AM-001;SRC-AM-002;SRC-CUR-018;SRC-CUR-019
FR-117,AHP,F20,Reconcile current repository and operator-local truth before implementation,Atomic Harness Pipeline,ST-01.01,Reconcile authority and predecessor state,TS-AHP-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-001,false,"Implementation shall not begin until public and operator-local Builder, VAE, Delegation, Studio predecessor, campaign-amendment, and source-crosswalk states are reconciled into one Program Control status without rewriting historical receipts.","Status reconciliation report, source manifests, conflict dispositions, and Program Control receipt.",SRC-CUR-003;SRC-CUR-011;SRC-STATE-001;SRC-MIG-001;SRC-MIG-002
