fr_id,source_product,feature_id,title,primary_owner,primary_story_id,primary_story_title,canonical_spec_id,authority_source_id,ownership_authority_id,gate,claim_ceiling,original_spec_id,ownership_reconciled
FR-067,AHP,F12,Adopt the existing VideoEditProgram and timeline contracts,Atomic Harness Pipeline,ST-04.01,Adopt the canonical VideoEditProgram and source intake,TS-VID-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-001,false
FR-068,AHP,F12,Register canonical interview source media,Atomic Harness Pipeline,ST-04.01,Adopt the canonical VideoEditProgram and source intake,TS-VID-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-001,false
FR-069,AHP,F12,Compile source-backed A-roll edit decisions,Atomic Harness Pipeline,ST-04.02,Select and compile the source-backed A-roll,TS-VID-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-002,false
FR-070,AHP,F12,"Compile captions, audio, evidence, and motion support around A-roll",Atomic Harness Pipeline,ST-04.03,"Compile captions, evidence, B-roll, audio, and motion support",TS-VID-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-003,false
FR-071,AHP,F12,Bind temporal embodiments explicitly,Atomic Harness Pipeline,ST-04.04,Bind temporal embodiments and enforce FFmpeg correctness,TS-VID-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-004,false
FR-072,AHP,F12,Enforce FFmpeg production-correctness rules,Atomic Harness Pipeline,ST-04.04,Bind temporal embodiments and enforce FFmpeg correctness,TS-VID-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-004,false
FR-073,AHP,F13,Activate Remotion adapter,Atomic Harness Pipeline,ST-04.05,"Render and export through Remotion, HyperFrames, and FFmpeg",TS-VID-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-005,false
FR-074,AHP,F13,Implement HyperFrames adapter,Atomic Harness Pipeline,ST-04.05,"Render and export through Remotion, HyperFrames, and FFmpeg",TS-VID-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-005,false
FR-075,AHP,F13,Enforce runtime selection lineage,Atomic Harness Pipeline,ST-04.05,"Render and export through Remotion, HyperFrames, and FFmpeg",TS-VID-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-005,false
FR-076,AHP,F13,Translate from renderer-neutral plans,Atomic Harness Pipeline,ST-04.05,"Render and export through Remotion, HyperFrames, and FFmpeg",TS-VID-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-005,false
FR-077,AHP,F13,Perform technical post-render validation,Atomic Harness Pipeline,ST-04.05,"Render and export through Remotion, HyperFrames, and FFmpeg",TS-VID-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-005,false
FR-078,AHP,F13,Package final delivery artifacts,Atomic Harness Pipeline,ST-04.05,"Render and export through Remotion, HyperFrames, and FFmpeg",TS-VID-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VID-005,false
FR-079,AHP,F14,Keep Format 02 outside the active implementation queue,Program Control,ST-11.01,Enforce Format 02 deferral and preserve historical evidence,TS-REL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-001,false
FR-080,AHP,F14,Preserve the 13 registry families as future reconciliation requirements,Program Control,ST-11.01,Enforce Format 02 deferral and preserve historical evidence,TS-REL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-001,false
FR-081,AHP,F14,Retain CharacterPerformanceProgram as a future renderer-neutral contract candidate,Program Control,ST-11.01,Enforce Format 02 deferral and preserve historical evidence,TS-REL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-001,false
FR-082,AHP,F14,Retain staging and framing evidence without current execution authority,Program Control,ST-11.01,Enforce Format 02 deferral and preserve historical evidence,TS-REL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-001,false
FR-083,AHP,F14,Defer temporal embodiment selection for Format 02,Program Control,ST-11.01,Enforce Format 02 deferral and preserve historical evidence,TS-REL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-001,false
FR-084,AHP,F14,Use predecessor Format 02 assets only as historical migration evidence,Program Control,ST-11.01,Enforce Format 02 deferral and preserve historical evidence,TS-REL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-001,false
FR-085,AHP,F15,Emit immutable source-grounded Visual Asset Demands through Delegation,Atomic Harness Pipeline,ST-08.01,Delegate visual demand and consume evaluated geometry,TS-DEL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-DEL-001,false
FR-086,AHP,F15,Consume VAE Asset Results with image-conditioned geometry,Atomic Harness Pipeline,ST-08.01,Delegate visual demand and consume evaluated geometry,TS-DEL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-DEL-001,false
FR-087,AHP,F15,Keep SAM3 execution inside the Visual Asset Editor,Visual Asset Editor,ST-08.02,"Preserve VAE ownership of SAM3, Lucida, layered providers, and GNM",TS-VAE-BOUND-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VAE-BOUND-001,false
FR-088,AHP,F15,Keep Lucida matting evaluation inside the Visual Asset Editor,Visual Asset Editor,ST-08.02,"Preserve VAE ownership of SAM3, Lucida, layered providers, and GNM",TS-VAE-BOUND-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VAE-BOUND-001,false
FR-089,AHP,F15,Keep layered visual generation and GNM behind VAE capability routing,Visual Asset Editor,ST-08.02,"Preserve VAE ownership of SAM3, Lucida, layered providers, and GNM",TS-VAE-BOUND-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-VAE-BOUND-001,false
FR-090,AHP,F15,Validate Asset Results and downstream usage before continuation,Atomic Harness Pipeline,ST-08.01,Delegate visual demand and consume evaluated geometry,TS-DEL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-DEL-001,false
FR-091,AHP,F16,Verify mechanically decidable conditions,Independent Evaluation,ST-09.01,Run deterministic and independent evaluation,TS-EVAL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-001,false
FR-092,AHP,F16,Evaluate judgment dimensions independently,Independent Evaluation,ST-09.01,Run deterministic and independent evaluation,TS-EVAL-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-001,false
FR-093,AHP,F16,Reparse rendered Visual Syntax,Independent Evaluation,ST-09.02,Reparse rendered syntax and diagnose the responsible layer,TS-EVAL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-002,false
FR-094,AHP,F16,Attribute failures to responsible layers,Independent Evaluation,ST-09.02,Reparse rendered syntax and diagnose the responsible layer,TS-EVAL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-002,false
FR-095,AHP,F16,Repair only declared units,Atomic Harness Pipeline,ST-09.03,Repair only declared units and escalate human-owned conflicts,TS-EVAL-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-003,false
FR-096,AHP,F16,Escalate human-owned conflicts,Atomic Harness Pipeline,ST-09.03,Repair only declared units and escalate human-owned conflicts,TS-EVAL-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-EVAL-003,false
FR-097,AHP,F17,Persist complete production and human-resolution episodes,Conscious Activations Studio,ST-10.01,Persist complete production episodes and causal attribution,TS-CAS-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-001,true
FR-098,AHP,F17,Attribute learning opportunities to the responsible layer,Activative Intelligence Runtime,ST-10.01,Persist complete production episodes and causal attribution,TS-AIR-019,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-001,true
FR-099,AHP,F17,Compile operator-authorized versioned programming-material corpora,Activative Intelligence Runtime,ST-10.02,Build operator-authorized datasets and promote recipes safely,TS-AIR-020,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_C_EVIDENCE_PROMOTION_AND_PRODUCTIZATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-002,true
FR-100,AHP,F17,Capture human preferences and corrections with explicit scope,Conscious Activations Studio,ST-10.02,Build operator-authorized datasets and promote recipes safely,TS-CAS-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-002,true
FR-101,AHP,F17,Promote Steering Recipes only through repeated evidence,Activative Intelligence Runtime,ST-10.02,Build operator-authorized datasets and promote recipes safely,TS-AIR-018,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A_CONSTITUTIONAL_AND_CONTRACT_FOUNDATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-002,true
FR-102,AHP,F17,Prohibit uncontrolled online mutation while enabling automatic evidence capture,Activative Intelligence Runtime,ST-10.02,Build operator-authorized datasets and promote recipes safely,TS-AIR-020,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_C_EVIDENCE_PROMOTION_AND_PRODUCTIZATION,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-LEARN-002,true
FR-103,AHP,F18,Emit composite execution-stack fingerprints,Atomic Harness Pipeline,ST-06.02,Fingerprint and sandbox every node,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false
FR-104,AHP,F18,Execute inside declared sandboxes,Atomic Harness Pipeline,ST-06.02,Fingerprint and sandbox every node,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false
FR-105,AHP,F18,Record observable process receipts,Atomic Harness Pipeline,ST-06.02,Fingerprint and sandbox every node,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false
FR-106,AHP,F18,Revalidate material changes,Atomic Harness Pipeline,ST-06.03,Continuously assure and contain execution regressions,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false
FR-107,AHP,F18,Monitor production signals,Atomic Harness Pipeline,ST-06.03,Continuously assure and contain execution regressions,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false
FR-108,AHP,F18,Contain and restore incidents,Atomic Harness Pipeline,ST-06.03,Continuously assure and contain execution regressions,TS-AHP-007,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-007,false
FR-109,AHP,F19,Expose source-to-batch run and graph projections,Conscious Activations Studio,ST-10.06,Operate the source-to-batch Control Tower,TS-CAS-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-004,false
FR-110,AHP,F19,Provide category-native supervisory previews over canonical programs,Conscious Activations Studio,ST-10.06,Operate the source-to-batch Control Tower,TS-CAS-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-004,false
FR-111,AHP,F19,Apply Harness autonomy modes and explicit human gates,Conscious Activations Studio,ST-10.07,Launch campaigns and govern autonomy and exceptions,TS-CAS-005,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-005,false
FR-112,AHP,F19,"Inspect retrieval, Skills, recipes, Programmed Models, and exclusions",Conscious Activations Studio,ST-10.06,Operate the source-to-batch Control Tower,TS-CAS-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-004,false
FR-113,AHP,F19,"Expose runtime, provider, worker, and budget health",Conscious Activations Studio,ST-10.06,Operate the source-to-batch Control Tower,TS-CAS-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-004,false
FR-114,AHP,F19,Export source-to-ship audit and replay packages,Conscious Activations Studio,ST-10.06,Operate the source-to-batch Control Tower,TS-CAS-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_B,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-CAS-004,false
FR-115,AHP,F20,Build the source-first interview-to-content-batch reference slice,Program Control,ST-11.02,Prove the real source-first Release 1 slice,TS-REL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-002,false
FR-116,AHP,F20,Require complete source-first release evidence,Program Control,ST-11.02,Prove the real source-first Release 1 slice,TS-REL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-002,false
FR-117,AHP,F20,Reconcile current repository and operator-local truth before implementation,Atomic Harness Pipeline,ST-01.01,Reconcile authority and predecessor state,TS-AHP-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-AHP-001,false
FR-118,AHP,F20,"Expand one source, category, runtime, provider, or learned claim boundary at a time",Program Control,ST-11.03,Expand boundaries and maintain truthful claim states,TS-REL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-002,false
FR-119,AHP,F20,"Separate implementation, evidence closure, production readiness, and certification",Program Control,ST-11.03,Expand boundaries and maintain truthful claim states,TS-REL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-002,false
FR-120,AHP,F20,Generate a bounded PRD-to-implementation handoff,Program Control,ST-11.04,Generate the canonical implementation handoff,TS-REL-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-REL-002,false
FR-121,AHP,F21,Establish the Canonical Interview Source Package as the batch root,Interview Expression,ST-01.02,Admit an Activative Interview session,TS-INT-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-001,false
FR-122,AHP,F21,Support Activative Interview Brief-led admission,Interview Expression,ST-01.02,Admit an Activative Interview session,TS-INT-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-001,false
FR-123,AHP,F21,Support imported interview and transcript admission as a first-class path,Interview Expression,ST-01.03,Admit an imported interview and align it,TS-INT-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-001,false
FR-124,AHP,F21,"Align transcript, speakers, time bases, and media technically",Interview Expression,ST-01.03,Admit an imported interview and align it,TS-INT-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-002,false
FR-125,AHP,F21,"Govern operator-declared source authority, operator-defined source handling, and derivative usage",Interview Expression,ST-01.02,Admit an Activative Interview session,TS-INT-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-001,false
FR-126,AHP,F21,"Version, supersede, and selectively invalidate source packages",Interview Expression,ST-01.04,"Version, supersede, and invalidate source packages",TS-INT-001,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-001,false
FR-127,AHP,F22,"Separate planned, observed, inferred, confirmed, rejected, and superseded tags",Interview Expression,ST-02.01,Separate tag provenance and compile phrase context,TS-INT-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-004,false
FR-128,AHP,F22,Use the packed phrase-level transcript as the primary language reasoning surface,Interview Expression,ST-02.01,Separate tag provenance and compile phrase context,TS-INT-002,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-002,false
FR-129,AHP,F22,"Build source shot maps, transitions, keyframes, and visual references",Interview Expression,ST-02.02,Build shot maps and keyframe references,TS-INT-003,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-003,false
FR-130,AHP,F22,Discover and approve Anchor Hits and Expression Moments,Interview Expression,ST-02.03,Discover and approve Expression Moments,TS-INT-004,CA-AHP-PRD-V1.3-COMPOSITE-CANDIDATE,CA-CROSS-PRODUCT-OWNERSHIP-V2.1,GATE_A,SPECIFICATION_ONLY_PENDING_RATIFICATION_NO_IMPLEMENTATION_OR_PRODUCTION_AUTHORITY,TS-INT-004,false
