item_type,item_id,scope,title,verdict,concrete_repository_evidence,verified_gap_or_required_action
FR,FR-108,F14,Deterministic validation order,NEW_IMPLEMENTATION,"prd/05-features/F14-trust-integrity.md","No boundary pipeline implements the required validation sequence."
FR,FR-109,F14,Append-only audit chain,PARTIALLY_IMPLEMENTED,"contracts/schemas/delegation-audit-receipt.schema.yaml; contracts/examples/delegation-audit-receipt.example.yaml","Chain fields exist; no durable ledger canonical hash or atomic write exists."
FR,FR-110,F14,Data minimization,PARTIALLY_IMPLEMENTED,"contracts/schemas/delegation-envelope.schema.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","Reference pattern and prohibition exist; no field classification redaction or payload policy enforcement exists."
FR,FR-111,F14,Credential lifecycle,NEW_IMPLEMENTATION,"governance/ASSUMPTION_REGISTER.yaml","Key management is explicitly deferred to architecture and no implementation assets exist."
FR,FR-112,F14,Security-incident behavior,PARTIALLY_IMPLEMENTED,"governance/FAILURE_TAXONOMY.yaml; conformance/resilience-tests/CASES.yaml","Security codes and cases exist; no block incident receipt alert or no-retry path is executable."
FR,FR-113,F15,Control Tower delegation projection,NEW_IMPLEMENTATION,"reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/EXPECTED_CONTROL_TOWER_PROJECTION.yaml; governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml","Expected fields exist; current Control Tower API and projection adapter are absent."
FR,FR-114,F15,Reliability and health metrics,PARTIALLY_IMPLEMENTED,"governance/PROTOCOL_SLO_TARGETS.yaml","Targets exist but metric definitions instrumentation dashboards and alerts do not."
FR,FR-115,F15,Latency and freshness SLOs,IMPLEMENTED_BUT_ALIGN,"governance/PROTOCOL_SLO_TARGETS.yaml","Eight measurable draft objectives exist; benchmark budgets error windows and alert policy require empirical alignment."
FR,FR-116,F15,Producer and consumer contract tests,NEW_IMPLEMENTATION,"conformance/README.md","No executable producer or consumer harness exists."
FR,FR-117,F15,Authority and lifecycle tests,PARTIALLY_IMPLEMENTED,"conformance/authority-tests/CASES.yaml; conformance/lifecycle-tests/CASES.yaml","Cases exist as YAML but no runner executes them against code."
FR,FR-118,F15,Compatibility and migration tests,IMPLEMENTED_AND_KEEP,"packages/validators/tests/test_compatibility.py; packages/fixtures/compatibility/constitutional/","Executable vectors cover negotiation lossy adapters parse-only support evaluator gaps and deterministic migration."
FR,FR-119,F15,Resilience and fault-injection tests,PARTIALLY_IMPLEMENTED,"conformance/resilience-tests/CASES.yaml","Ten expectations exist; no fault-injection runtime or durable service exists."
FR,FR-120,F15,Format 02 end-to-end conformance,PARTIALLY_IMPLEMENTED,"conformance/format02-end-to-end/EXPECTED_SCENARIOS.yaml; reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/fixtures/","Ten scenarios and fixtures exist; no pinned product releases or executable integration exists."
FR,FR-121,F16,Architecture-preservation gate,PARTIALLY_IMPLEMENTED,"governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml; governance/READINESS_HARD_GATES.yaml","Gate inputs exist; no executable architecture comparison or upstream repositories are available."
FR,FR-122,F16,Decision and requirements completeness,IMPLEMENTED_AND_KEEP,"governance/DECISION_REGISTER.json; governance/REQUIREMENTS_REGISTRY.yaml; governance/TRACEABILITY_MATRIX.csv; scripts/validate_package.py","Validator confirms 16 decisions 128 FRs 60 NFRs and traceability; preserve as package gate evidence."
FR,FR-123,F16,Shared contract-family gate,IMPLEMENTED_AND_KEEP,"packages/contracts/; packages/validators/tests/test_contracts.py","Twenty-six closed generated schemas examples types registries and hashes pass local validation."
FR,FR-124,F16,Authority and lifecycle executable proof,IMPLEMENTED_AND_KEEP,"packages/validators/tests/test_authority.py; packages/validators/tests/test_lifecycle.py; packages/protocol/tests/","Local authority and unchanged lifecycle behavior are executable; external product adoption remains separate."
FR,FR-125,F16,Compatibility and integrity proof,IMPLEMENTED_BUT_ALIGN,"packages/validators/tests/test_compatibility.py; packages/protocol/tests/test_reference_protocol.py","Local behavioral compatibility migration signature integrity and replay proof passes; release signature and trust root remain external blockers."
FR,FR-126,F16,Format 02 cross-product fixture readiness,PARTIALLY_IMPLEMENTED,"reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/; conformance/format02-end-to-end/EXPECTED_SCENARIOS.yaml","Local fixtures are complete by count but product versions and executable adapters are absent."
FR,FR-127,F16,Development Capsule completeness,NEW_IMPLEMENTATION,"handoff/DEVELOPMENT_CAPSULE_REQUIREMENTS.md; governance/READINESS_HARD_GATES.yaml","Required specifications ADR resolutions packages tests deployment observability migration rollback and authorization receipt are incomplete."
FR,FR-128,F16,Staged certification states,PARTIALLY_IMPLEMENTED,"governance/READINESS_HARD_GATES.yaml","States and outcomes are declared; no evidence evaluator authorization receipt or certification workflow exists."
NFR,NFR-AUTH-001,AUTH,Every authority-bearing field and action maps to exactly one owner,PARTIALLY_IMPLEMENTED,"governance/AUTHORITY_MATRIX.yaml; docs/tech-specs/CONTRACT_OWNERSHIP_REGISTER.yaml","Two explicit ownership blockers and many open nested schema paths remain."
NFR,NFR-AUTH-002,AUTH,Authority validation is deterministic before lifecycle mutation,NEW_IMPLEMENTATION,"governance/PRINCIPAL_AUTHORITY_REGISTRY.yaml; governance/LIFECYCLE_MACHINE.yaml","No transactional authority validator or mutation pipeline exists."
NFR,NFR-AUTH-003,AUTH,Privileged actions require an authenticated permitted principal,NEW_IMPLEMENTATION,"governance/PRINCIPAL_AUTHORITY_REGISTRY.yaml","Permission vocabulary exists; authentication authorization and enforcement do not."
NFR,NFR-AUTH-004,AUTH,Automatic policy decisions are explicitly bounded,PARTIALLY_IMPLEMENTED,"contracts/schemas/budget-authorization.schema.yaml; governance/COMPATIBILITY_POLICY.yaml","Some enums and numeric bounds exist; most policy objects and decision ranges are open."
NFR,NFR-AUTH-005,AUTH,No mechanism transfers authority implicitly,PARTIALLY_IMPLEMENTED,"governance/AUTHORITY_MATRIX.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","Rule is declared; adapters migrations projections and transports are not implemented or testable."
NFR,NFR-CONTRACT-001,CONTRACT,State-changing payloads are immutable versioned schema-validatable and hash-addressable,PARTIALLY_IMPLEMENTED,"contracts/schemas/; contracts/schemas/delegation-envelope.schema.yaml; scripts/validate_package.py","Static schemas validate but payload versions immutable persistence and uniform hash identity are incomplete."
NFR,NFR-CONTRACT-002,CONTRACT,Every authoritative reference identifies exact version and hash,PARTIALLY_IMPLEMENTED,"contracts/schemas/visual-asset-demand.schema.yaml; contracts/schemas/asset-result-contract.schema.yaml","Several contracts use unversioned string references; adopt exact demand and resource reference shapes."
NFR,NFR-CONTRACT-003,CONTRACT,Failure contracts contain stable ownership recovery and invalidation semantics,PARTIALLY_IMPLEMENTED,"governance/FAILURE_TAXONOMY.yaml; contracts/schemas/delegation-failure.schema.yaml","Core shape exists but nested semantics are open and no runtime validates or routes them."
NFR,NFR-CONTRACT-004,CONTRACT,Delegation Sets preserve member identity and lifecycle with shared constraints,PARTIALLY_IMPLEMENTED,"contracts/schemas/delegation-set.schema.yaml","Member references exist; lifecycle graph shared constraints and policy are untyped or unimplemented."
NFR,NFR-CONTRACT-005,CONTRACT,Compatibility and migration preserve mandatory semantics,PARTIALLY_IMPLEMENTED,"governance/COMPATIBILITY_POLICY.yaml; contracts/schemas/contract-migration.schema.yaml","Policy exists; no executable equivalence proof or adapter/migration fixture exists."
NFR,NFR-LIFE-001,LIFE,Shared lifecycle is an executable deterministic machine,PARTIALLY_IMPLEMENTED,"governance/LIFECYCLE_MACHINE.yaml; conformance/lifecycle-tests/CASES.yaml","Declarative machine and cases exist; executable engine does not."
NFR,NFR-LIFE-002,LIFE,Supersession prevents stale promotion and preserves valid work,NEW_IMPLEMENTATION,"contracts/schemas/demand-supersession.schema.yaml; contracts/schemas/selective-invalidation-receipt.schema.yaml","No coordinator persistence guard or lineage validator exists."
NFR,NFR-LIFE-003,LIFE,COMPLETED requires production acceptance and consumption acknowledgement,PARTIALLY_IMPLEMENTED,"governance/LIFECYCLE_MACHINE.yaml; contracts/schemas/result-acknowledgement.schema.yaml","Transition is declared but not executable and result authority contradiction remains."
NFR,NFR-LIFE-004,LIFE,Cancellation checkpoints safely and prevents stale promotion,NEW_IMPLEMENTATION,"contracts/schemas/cancellation-request.schema.yaml; contracts/schemas/cancellation-receipt.schema.yaml","No VAE checkpoint or protocol race/staleness implementation exists."
NFR,NFR-LIFE-005,LIFE,Delegation Set status derives from member state and completion policy,NEW_IMPLEMENTATION,"contracts/schemas/delegation-set.schema.yaml","No status derivation algorithm or executable member graph exists."
NFR,NFR-REL-001,REL,Accepted state changes are idempotent under duplicate delivery,NEW_IMPLEMENTATION,"contracts/schemas/delegation-envelope.schema.yaml; conformance/resilience-tests/CASES.yaml","Key field and case exist; no durable idempotency store or response cache exists."
NFR,NFR-REL-002,REL,Lifecycle projection is reconstructible from immutable messages and receipts,NEW_IMPLEMENTATION,"contracts/schemas/delegation-audit-receipt.schema.yaml; governance/LIFECYCLE_MACHINE.yaml","No durable log checkpoint or reconstruction runtime exists."
NFR,NFR-REL-003,REL,Selective invalidation preserves unaffected evidence with lineage,NEW_IMPLEMENTATION,"contracts/schemas/selective-invalidation-receipt.schema.yaml","Receipt fields exist; no evidence graph or preservation validator exists."
NFR,NFR-REL-004,REL,Automatic acknowledgement is deterministic for identical dependencies,NEW_IMPLEMENTATION,"contracts/examples/result-acknowledgement.example.yaml","Example checks exist; no dependency snapshot or deterministic evaluator exists."
NFR,NFR-REL-005,REL,Races resolve by order causation precedence and state,NEW_IMPLEMENTATION,"prd/05-features/F08-cancellation-deadlines.md; conformance/resilience-tests/CASES.yaml","No ordering persistence or precedence implementation exists."
NFR,NFR-COMPAT-001,COMPAT,Products publish signed machine-readable compatibility manifests,PARTIALLY_IMPLEMENTED,"contracts/schemas/compatibility-manifest.schema.yaml; reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/*COMPATIBILITY_MANIFEST.yaml","Unsigned local manifests exist without accessible release bindings."
NFR,NFR-COMPAT-002,COMPAT,Negotiation verifies behavior authority profiles and receipts,NEW_IMPLEMENTATION,"governance/COMPATIBILITY_POLICY.yaml","Dimensions are documented; no negotiator exists."
NFR,NFR-COMPAT-003,COMPAT,Running delegations pin versions without silent upgrade,PARTIALLY_IMPLEMENTED,"reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/NEGOTIATED_DELEGATION_PROFILE.yaml","Fixture exists; no persisted pin or runtime guard exists."
NFR,NFR-COMPAT-004,COMPAT,Adapters and migrations are deterministic versioned tested and lossless,PARTIALLY_IMPLEMENTED,"governance/COMPATIBILITY_POLICY.yaml; contracts/schemas/contract-migration.schema.yaml","Policy/schema exist; no adapters migrations or executable equivalence fixtures exist."
NFR,NFR-COMPAT-005,COMPAT,Deprecation preserves in-flight work and publishes timelines,PARTIALLY_IMPLEMENTED,"governance/COMPATIBILITY_POLICY.yaml; contracts/PROTOCOL_VERSION_POLICY.md","Deprecation states exist; release timelines in-flight routing and enforcement do not."
NFR,NFR-SEC-001,SEC,State-changing principals are authenticated and authorized,NEW_IMPLEMENTATION,"governance/PRINCIPAL_AUTHORITY_REGISTRY.yaml","No identity provider credential binding or policy engine exists."
NFR,NFR-SEC-002,SEC,Message and payload integrity is verified before persistence or routing,NEW_IMPLEMENTATION,"contracts/schemas/delegation-envelope.schema.yaml","Integrity fields exist; verification code and transaction ordering do not."
NFR,NFR-SEC-003,SEC,Replay protection distinguishes retry from hostile replay,NEW_IMPLEMENTATION,"contracts/schemas/delegation-envelope.schema.yaml; conformance/resilience-tests/CASES.yaml","No nonce/idempotency scope retention or decision logic exists."
NFR,NFR-SEC-004,SEC,Credentials support issuance rotation revocation and historical verification,NEW_IMPLEMENTATION,"governance/ASSUMPTION_REGISTER.yaml","Security architecture decision and all implementation assets are absent."
NFR,NFR-SEC-005,SEC,Integrity failures block state and emit non-retry incidents,NEW_IMPLEMENTATION,"governance/FAILURE_TAXONOMY.yaml","Codes exist; no blocking pipeline incident receipt or alert route exists."
NFR,NFR-TRACE-001,TRACE,Actions trace decisions requirements messages principals and lifecycle effects,PARTIALLY_IMPLEMENTED,"governance/TRACEABILITY_MATRIX.csv; governance/DECISION_TO_REQUIREMENT_MAP.csv; contracts/schemas/delegation-audit-receipt.schema.yaml","Design-time traceability exists; runtime principal/message/transition trace does not."
NFR,NFR-TRACE-002,TRACE,Demand values retain owner version hash and supersession lineage,PARTIALLY_IMPLEMENTED,"contracts/schemas/visual-asset-demand.schema.yaml; contracts/schemas/demand-supersession.schema.yaml","Some identity fields exist; uniform hash/reference lineage and persistence are incomplete."
NFR,NFR-TRACE-003,TRACE,Correlation and causation connect every message and receipt,PARTIALLY_IMPLEMENTED,"contracts/schemas/delegation-envelope.schema.yaml; contracts/schemas/delegation-audit-receipt.schema.yaml","Fields exist but event-specific causation rules and chain validation do not."
NFR,NFR-TRACE-004,TRACE,Projections identify authoritative message and transition rule,PARTIALLY_IMPLEMENTED,"governance/LIFECYCLE_MACHINE.yaml; contracts/schemas/delegation-audit-receipt.schema.yaml","Rule and receipt fields exist; no projection or read model exists."
NFR,NFR-TRACE-005,TRACE,Selective invalidation explains changes preservation invalidation and resume,PARTIALLY_IMPLEMENTED,"contracts/schemas/demand-supersession.schema.yaml; contracts/schemas/selective-invalidation-receipt.schema.yaml","Top-level evidence fields exist; typed lineage and execution are absent."
NFR,NFR-OBS-001,OBS,Delegation state is visible in the existing Harness Control Tower,NEW_IMPLEMENTATION,"governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml; reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/EXPECTED_CONTROL_TOWER_PROJECTION.yaml","Control Tower contract and adapter are absent."
NFR,NFR-OBS-002,OBS,Non-terminal failures expose owner next action retry and rounds,PARTIALLY_IMPLEMENTED,"contracts/schemas/delegation-failure.schema.yaml; contracts/examples/delegation-failure.example.yaml","Fields appear in schema/example but are open and no projection emits them."
NFR,NFR-OBS-003,OBS,Control Tower exposes compatibility authority budget timing events exceptions and acknowledgements,NEW_IMPLEMENTATION,"reference-slice/FORMAT02_MINIMAL_COACH_THEATRE/EXPECTED_CONTROL_TOWER_PROJECTION.yaml","Expected fixture exists; no read model or integration exists."
NFR,NFR-OBS-004,OBS,Stalled orphaned stale-producing and unacknowledged delegations are detectable,NEW_IMPLEMENTATION,"prd/06-cross-cutting-nfrs.md","No metrics reconciliation jobs or alerts exist."
NFR,NFR-OBS-005,OBS,Critical governance and integrity incidents escalate operationally,NEW_IMPLEMENTATION,"governance/FAILURE_TAXONOMY.yaml; governance/PROTOCOL_SLO_TARGETS.yaml","No alerting or incident-management integration exists."
NFR,NFR-PERF-001,PERF,Budget validation prevents unapproved hard-ceiling work,NEW_IMPLEMENTATION,"contracts/schemas/budget-authorization.schema.yaml","Schema exists; no reservation or admission enforcement exists."
NFR,NFR-PERF-002,PERF,Protocol defines measurable service-level objectives,IMPLEMENTED_BUT_ALIGN,"governance/PROTOCOL_SLO_TARGETS.yaml","Eight draft measurable targets exist; indicator formulas windows and benchmark evidence require alignment."
NFR,NFR-PERF-003,PERF,Boundary validation adds bounded overhead independent of asset generation,NEEDS_EMPIRICAL_PROTOTYPE,"governance/PROTOCOL_SLO_TARGETS.yaml","No runtime exists; benchmark schema authority compatibility signature persistence and audit costs."
NFR,NFR-PERF-004,PERF,Large media is referenced rather than copied,PARTIALLY_IMPLEMENTED,"contracts/schemas/delegation-envelope.schema.yaml; governance/ASSUMPTION_REGISTER.yaml","Reference/hash design exists; governed storage resolver and payload-size enforcement do not."
NFR,NFR-RES-001,RES,Cancellation restart and transport interruption preserve checkpoints and receipts,NEW_IMPLEMENTATION,"contracts/schemas/cancellation-receipt.schema.yaml; conformance/resilience-tests/CASES.yaml","No persistent execution checkpoint or recovery behavior exists."
NFR,NFR-RES-002,RES,Infrastructure recovery does not consume quality-repair rounds,NEW_IMPLEMENTATION,"governance/FAILURE_TAXONOMY.yaml; conformance/resilience-tests/CASES.yaml","Taxonomy distinguishes the classes; no durable accounting implementation exists."
NFR,NFR-RES-003,RES,Duplicate delayed and out-of-order delivery causes no duplicate production or illegal transitions,NEW_IMPLEMENTATION,"conformance/resilience-tests/CASES.yaml","Cases are declarative and no transport/coordinator runtime exists."
NFR,NFR-RES-004,RES,Boundary restart restores projection and idempotency state,NEW_IMPLEMENTATION,"prd/06-cross-cutting-nfrs.md","No durable state store checkpoint or restart implementation exists."
NFR,NFR-RES-005,RES,Audit interruption fails safely before unaudited acceptance,NEW_IMPLEMENTATION,"conformance/resilience-tests/CASES.yaml; contracts/schemas/delegation-audit-receipt.schema.yaml","Expectation and shape exist; no atomic audit transaction exists."
NFR,NFR-DATA-001,DATA,Sets and members retain independent lineage and exact consumed versions,PARTIALLY_IMPLEMENTED,"contracts/schemas/delegation-set.schema.yaml; contracts/schemas/asset-result-contract.schema.yaml","References exist but exact version/hash lineage and durable retention are incomplete."
NFR,NFR-DATA-002,DATA,Governed historical artifacts remain reproducible,NEW_IMPLEMENTATION,"contracts/schemas/invalidation-notice.schema.yaml; contracts/schemas/revocation-notice.schema.yaml; contracts/schemas/replacement-notice.schema.yaml","No retention store or historical resolver exists."
NFR,NFR-DATA-003,DATA,Messages minimize data and exclude secrets media and private reasoning,PARTIALLY_IMPLEMENTED,"contracts/schemas/delegation-envelope.schema.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","Reference pattern and prohibition exist; no classification redaction or size enforcement exists."
NFR,NFR-DATA-004,DATA,Large resources use access-controlled stable references and hashes,NEW_IMPLEMENTATION,"governance/ASSUMPTION_REGISTER.yaml; contracts/schemas/delegation-envelope.schema.yaml","Assumption and fields exist; storage access retention and availability infrastructure are absent."
NFR,NFR-DATA-005,DATA,Negative and revoked evidence is excluded from ordinary reuse,NEW_IMPLEMENTATION,"prd/06-cross-cutting-nfrs.md","No evidence quarantine policy store or reuse filter exists."
NFR,NFR-GOV-001,GOV,Protocol preserves validated product architectures,PARTIALLY_IMPLEMENTED,"governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml","Binding rules exist; upstream implementation evidence and executable gate are absent."
NFR,NFR-GOV-002,GOV,Creative authority is not silently weakened,PARTIALLY_IMPLEMENTED,"governance/AUTHORITY_MATRIX.yaml; governance/ARCHITECTURAL_PROHIBITIONS.json","Policy exists; field-level schema closure and runtime enforcement are incomplete."
NFR,NFR-GOV-003,GOV,Cost latency and convenience never override constitutional gates,PARTIALLY_IMPLEMENTED,"governance/ARCHITECTURAL_PROHIBITIONS.json; governance/COMPATIBILITY_POLICY.yaml","Prohibition exists; no budget degradation or policy runtime enforces it."
NFR,NFR-GOV-004,GOV,Compatibility claims require executable fixture evidence,NEW_IMPLEMENTATION,"conformance/compatibility-tests/CASES.yaml","Fixtures are declarative and no executable compatibility suite exists."
NFR,NFR-GOV-005,GOV,Constitutional amendments route upstream,PARTIALLY_IMPLEMENTED,"governance/ARCHITECTURE_PRESERVATION_CONTRACT.yaml","Collision policy is documented; no issue/amendment routing integration exists."
NFR,NFR-GOV-006,GOV,Certification declares exact versions scope limitations rollback and evidence,NEW_IMPLEMENTATION,"governance/READINESS_HARD_GATES.yaml; handoff/DEVELOPMENT_CAPSULE_REQUIREMENTS.md","No release artifacts certification receipt rollback package or pinned product versions exist."
