fr_id,feature_id,title,lifecycle,normative_requirement,trigger_preconditions,required_output_state,authority_invariants,positive_acceptance,adversarial_denial,required_evidence,decisions,sources,primary_story,candidate_tech_spec
FR-045,F08,Filter candidates mechanically first,PRESERVED_AND_DEEPENED,"Schema, authority, declared invariants, wrong-reading locks and tool/process gates shall reject invalid candidates before learned comparison.","When a validated run, planning action, or operator request requires `Filter candidates mechanically first` within feature F08.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Invalid candidates are removed before comparison. | Producer and evaluator are independent. | Search stops rather than looping.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then schema, authority, declared invariants, wrong-reading locks and tool/process gates shall reject invalid candidates before learned comparison and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","candidate diversity metrics, budget/stop tests, comparative evaluation, and portfolio learning, linked to an immutable requirement receipt.",D022;D035;D036;D037,SRC-CUR-018;SRC-EXT-001,ST-07.04,TS-AHP-008
FR-046,F08,Use independent comparative evaluation,PRESERVED_AND_DEEPENED,Selection shall use an evaluator isolated from the producing implementation and calibrated to the exact Category/profile.,"When a validated run, planning action, or operator request requires `Use independent comparative evaluation` within feature F08.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Invalid candidates are removed before comparison. | Producer and evaluator are independent. | Search stops rather than looping.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then selection shall use an evaluator isolated from the producing implementation and calibrated to the exact Category/profile and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","candidate diversity metrics, budget/stop tests, comparative evaluation, and portfolio learning, linked to an immutable requirement receipt.",D022;D035;D036;D037,SRC-CUR-018;SRC-EXT-001,ST-07.04,TS-AHP-008
FR-047,F08,Apply budget and stopping laws,PRESERVED_AND_DEEPENED,"Search stops on a decisive valid winner, diminishing diversity, shared defect, budget exhaustion or human-owned taste boundary.","When a validated run, planning action, or operator request requires `Apply budget and stopping laws` within feature F08.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Invalid candidates are removed before comparison. | Producer and evaluator are independent. | Search stops rather than looping.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then search stops on a decisive valid winner, diminishing diversity, shared defect, budget exhaustion or human-owned taste boundary and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","candidate diversity metrics, budget/stop tests, comparative evaluation, and portfolio learning, linked to an immutable requirement receipt.",D022;D035;D036;D037,SRC-CUR-018;SRC-EXT-001,ST-07.04,TS-AHP-008
FR-048,F08,Learn from candidate portfolios,PRESERVED_AND_DEEPENED,"Accepted, rejected and repaired candidates shall become immutable evidence for retrieval, recipes, evaluators and offline training.","When a validated run, planning action, or operator request requires `Learn from candidate portfolios` within feature F08.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Invalid candidates are removed before comparison. | Producer and evaluator are independent. | Search stops rather than looping.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then accepted, rejected and repaired candidates shall become immutable evidence for retrieval, recipes, evaluators and offline training and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","candidate diversity metrics, budget/stop tests, comparative evaluation, and portfolio learning, linked to an immutable requirement receipt.",D022;D035;D036;D037,SRC-CUR-018;SRC-EXT-001,ST-07.04,TS-AHP-008
FR-049,F09,Define renderer-neutral Composition IR,PRESERVED_AND_DEEPENED,"Composition IR shall represent canvas, layers, assets, text, BBOXes, hierarchy, reading order, annotations, provenance and Transformation Contract.","When a validated run, planning action, or operator request requires `Define renderer-neutral Composition IR` within feature F09.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.","BBOX includes function, not coordinates alone. | Text is measured with final font conditions. | Real files and hashes replace synthetic references.","Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then composition IR shall represent canvas, layers, assets, text, BBOXes, hierarchy, reading order, annotations, provenance and Transformation Contract and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",D023;D027;D028;D029;D030;D039,SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015,ST-05.01,TS-STA-001
FR-050,F09,Carry BBOX plus function,PRESERVED_AND_DEEPENED,Every requested region shall carry normalized geometry and its declared syntactic/attention function.,"When a validated run, planning action, or operator request requires `Carry BBOX plus function` within feature F09.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.","BBOX includes function, not coordinates alone. | Text is measured with final font conditions. | Real files and hashes replace synthetic references.","Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then every requested region shall carry normalized geometry and its declared syntactic/attention function and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",D023;D027;D028;D029;D030;D039,SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015,ST-05.01,TS-STA-001
FR-051,F09,Activate PRETEXT measurement,PRESERVED_AND_DEEPENED,"A pinned PRETEXT adapter shall produce exact text line ranges, widths, heights and overflow evidence for the final font configuration.","When a validated run, planning action, or operator request requires `Activate PRETEXT measurement` within feature F09.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.","BBOX includes function, not coordinates alone. | Text is measured with final font conditions. | Real files and hashes replace synthetic references.","Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then a pinned PRETEXT adapter shall produce exact text line ranges, widths, heights and overflow evidence for the final font configuration and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",D023;D027;D028;D029;D030;D039,SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015,ST-05.01,TS-STA-001
FR-052,F09,Run deterministic layout solving,PRESERVED_AND_DEEPENED,"Geometrics shall resolve placement, collisions, text reservations, reserved regions and tolerances before rendering.","When a validated run, planning action, or operator request requires `Run deterministic layout solving` within feature F09.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.","BBOX includes function, not coordinates alone. | Text is measured with final font conditions. | Real files and hashes replace synthetic references.","Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then geometrics shall resolve placement, collisions, text reservations, reserved regions and tolerances before rendering and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",D023;D027;D028;D029;D030;D039,SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015,ST-05.01,TS-STA-001
FR-053,F09,Compile typed Rough Annotation Cues,PRESERVED_AND_DEEPENED,"Rough Notation behavior shall be represented as renderer-neutral deterministic cues with target, semantic job, timing, seed/path and style.","When a validated run, planning action, or operator request requires `Compile typed Rough Annotation Cues` within feature F09.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.","BBOX includes function, not coordinates alone. | Text is measured with final font conditions. | Real files and hashes replace synthetic references.","Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then rough Notation behavior shall be represented as renderer-neutral deterministic cues with target, semantic job, timing, seed/path and style and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",D023;D027;D028;D029;D030;D039,SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015,ST-05.01,TS-STA-001
FR-054,F09,Render actual Skia artifacts,PRESERVED_AND_DEEPENED,"The Skia runtime shall render Carousels, SuperVisuals, previews and diagnostic plates to hash-addressed artifacts rather than synthetic references.","When a validated run, planning action, or operator request requires `Render actual Skia artifacts` within feature F09.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.","BBOX includes function, not coordinates alone. | Text is measured with final font conditions. | Real files and hashes replace synthetic references.","Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then the Skia runtime shall render Carousels, SuperVisuals, previews and diagnostic plates to hash-addressed artifacts rather than synthetic references and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","schema tests, PRETEXT measurements, collision/reading-order validation, render hashes, and visual reparse, linked to an immutable requirement receipt.",D023;D027;D028;D029;D030;D039,SRC-CUR-014;SRC-LEG-004;SRC-LEG-005;SRC-LEG-028;SRC-LEG-029;SRC-LEG-033;SRC-LEG-036;SRC-EXT-008;SRC-EXT-009;SRC-EXT-015,ST-05.01,TS-STA-001
FR-055,F10,Enforce Carousel Category identity,PRESERVED_AND_DEEPENED,Carousel plans shall reject frame-time motion semantics and cross-category profile reuse.,"When a validated run, planning action, or operator request requires `Enforce Carousel Category identity` within feature F10.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Carousel is not flattened into frame-time motion. | Profiles require current authority. | Every claim and quote preserves source/evidence lineage.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then carousel plans shall reject frame-time motion semantics and cross-category profile reuse and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039,ST-05.02,TS-CAR-001
FR-056,F10,Compile slide-role plans,PRESERVED_AND_DEEPENED,The runtime shall map the Activative sequence and Harness purpose to typed slide roles.,"When a validated run, planning action, or operator request requires `Compile slide-role plans` within feature F10.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Carousel is not flattened into frame-time motion. | Profiles require current authority. | Every claim and quote preserves source/evidence lineage.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then the runtime shall map the Activative sequence and Harness purpose to typed slide roles and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039,ST-05.02,TS-CAR-001
FR-057,F10,Compile swipe-order plans,PRESERVED_AND_DEEPENED,The runtime shall declare the cognitive and visual progression from slide to slide.,"When a validated run, planning action, or operator request requires `Compile swipe-order plans` within feature F10.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Carousel is not flattened into frame-time motion. | Profiles require current authority. | Every claim and quote preserves source/evidence lineage.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then the runtime shall declare the cognitive and visual progression from slide to slide and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039,ST-05.02,TS-CAR-001
FR-058,F10,Validate cross-slide continuity,PRESERVED_AND_DEEPENED,"Recurring roles, hierarchy and visual relationships shall remain coherent across the sequence while allowing declared variation.","When a validated run, planning action, or operator request requires `Validate cross-slide continuity` within feature F10.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Carousel is not flattened into frame-time motion. | Profiles require current authority. | Every claim and quote preserves source/evidence lineage.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then recurring roles, hierarchy and visual relationships shall remain coherent across the sequence while allowing declared variation and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039,ST-05.02,TS-CAR-001
FR-059,F10,Ratify profiles before production,PRESERVED_AND_DEEPENED,"Legacy Carousel workspaces and atlases may seed evidence, but production profiles require current Builder/category authority.","When a validated run, planning action, or operator request requires `Ratify profiles before production` within feature F10.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Carousel is not flattened into frame-time motion. | Profiles require current authority. | Every claim and quote preserves source/evidence lineage.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then legacy Carousel workspaces and atlases may seed evidence, but production profiles require current Builder/category authority and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039,ST-05.02,TS-CAR-001
FR-060,F10,Export platform packages,PRESERVED_AND_DEEPENED,"The runtime shall emit ordered images, manifest, preview/contact sheet, geometry report and delivery variants with exact hashes.","When a validated run, planning action, or operator request requires `Export platform packages` within feature F10.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",Carousel is not flattened into frame-time motion. | Profiles require current authority. | Every claim and quote preserves source/evidence lineage.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then the runtime shall emit ordered images, manifest, preview/contact sheet, geometry report and delivery variants with exact hashes and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","slide/source traceability, sequence evaluation, cross-slide continuity, export manifests, and profile authority, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-024;SRC-LEG-025;SRC-LEG-037;SRC-LEG-038;SRC-LEG-039,ST-05.02,TS-CAR-001
FR-061,F11,Enforce SuperVisual Category identity,PRESERVED_AND_DEEPENED,The runtime shall reject timeline semantics and Category-crossing profile reuse.,"When a validated run, planning action, or operator request requires `Enforce SuperVisual Category identity` within feature F11.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",One frame does not imply unsupported meaning. | Feed-size legibility is mechanical. | Profiles require current authority.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then the runtime shall reject timeline semantics and Category-crossing profile reuse and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041,ST-05.03,TS-SPV-001
FR-062,F11,Compile single-frame hierarchy,PRESERVED_AND_DEEPENED,Composition shall establish one declared attention hierarchy and visual argument.,"When a validated run, planning action, or operator request requires `Compile single-frame hierarchy` within feature F11.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",One frame does not imply unsupported meaning. | Feed-size legibility is mechanical. | Profiles require current authority.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then composition shall establish one declared attention hierarchy and visual argument and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041,ST-05.03,TS-SPV-001
FR-063,F11,Validate feed-size legibility,PRESERVED_AND_DEEPENED,"Text, symbols, subjects and proof elements shall remain legible at the declared platform viewing size.","When a validated run, planning action, or operator request requires `Validate feed-size legibility` within feature F11.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",One frame does not imply unsupported meaning. | Feed-size legibility is mechanical. | Profiles require current authority.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then text, symbols, subjects and proof elements shall remain legible at the declared platform viewing size and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041,ST-05.03,TS-SPV-001
FR-064,F11,Compile static reading order,PRESERVED_AND_DEEPENED,The composition shall expose a measurable reading path and reject ambiguous cycles where the profile disallows them.,"When a validated run, planning action, or operator request requires `Compile static reading order` within feature F11.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",One frame does not imply unsupported meaning. | Feed-size legibility is mechanical. | Profiles require current authority.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then the composition shall expose a measurable reading path and reject ambiguous cycles where the profile disallows them and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041,ST-05.03,TS-SPV-001
FR-065,F11,Ratify profiles before production,PRESERVED_AND_DEEPENED,Legacy SuperVisual workspaces may supply specimen evidence but not current profile authority.,"When a validated run, planning action, or operator request requires `Ratify profiles before production` within feature F11.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",One frame does not imply unsupported meaning. | Feed-size legibility is mechanical. | Profiles require current authority.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then legacy SuperVisual workspaces may supply specimen evidence but not current profile authority and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041,ST-05.03,TS-SPV-001
FR-066,F11,Export high-resolution artifacts,PRESERVED_AND_DEEPENED,"The runtime shall emit master image, platform variants, composition report and evidence bundle.","When a validated run, planning action, or operator request requires `Export high-resolution artifacts` within feature F11.","A versioned, inspectable result or governed record that satisfies this requirement and can be consumed by the declared downstream owner.",One frame does not imply unsupported meaning. | Feed-size legibility is mechanical. | Profiles require current authority.,"Given current authority, valid inputs, and an eligible execution binding, when this behavior runs, then the runtime shall emit master image, platform variants, composition report and evidence bundle and the downstream consumer receives a contract-valid result.","Given stale, ineligible, ambiguous, out-of-scope, or unverifiable inputs, when this behavior is requested, then no unauthorized side effect occurs and a typed blocker names the cause, owner, and next admissible action.","source map, reading-order/hierarchy evidence, feed-size tests, semantic evaluation, and render hashes, linked to an immutable requirement receipt.",D023;D027;D028;D029;D039,SRC-CUR-007;SRC-LEG-026;SRC-LEG-027;SRC-LEG-040;SRC-LEG-041,ST-05.03,TS-SPV-001
FR-067,F12,Adopt the existing VideoEditProgram and timeline contracts,AMENDED_V1_1,"The Pipeline shall adopt and normalize the predecessor CMF edit-decision and timeline contracts as the canonical temporal editing program, extending them for current source lineage, Activative sequence, Transformation Contracts, runtime bindings, evaluation, and selective repair rather than creating a second timeline model.",An edited-video Atomic Harness reaches temporal planning with an accepted Canonical Interview Source Package and source-backed sequence purpose.,"A versioned VideoEditProgram containing source spans, output-time mapping, tracks, captions, audio, visual treatments, runtime bindings, evaluation requirements, and exact lineage.",No second timeline truth is introduced. | The UI remains a projection and command surface. | Source meaning and approved span lineage cannot be changed by renderer adapters.,"Given a valid interview source package and Harness sequence, when the temporal program is compiled, then every program element resolves to an existing source, approved derivative, or typed generated slot and can be reconstructed after reload.","Given an implementation that stores hidden timeline state only inside a browser component, when the project is reopened, then admission fails because the canonical program cannot be reproduced.","Canonical serialized program, migration mapping from predecessor contracts, schema validation, round-trip test, and source-lineage receipt.",D023;D027;D028;D029;D030;D035;D043;D049;D053,SRC-CUR-007;SRC-LEG-006;SRC-LEG-007;SRC-LEG-008;SRC-LEG-009;SRC-LEG-010;SRC-LEG-011;SRC-LEG-012;SRC-AM-001;SRC-EXT-017;SRC-EXT-018;SRC-EXT-019,ST-04.01,TS-VID-001
FR-068,F12,Register canonical interview source media,AMENDED_V1_1,"The temporal runtime shall ingest source media only through an accepted Canonical Interview Source Package, verify immutable file identities and technical metadata, and expose source-time ranges without mutating the originals.",A source package is admitted for a short-video job.,"Source asset records, ffprobe metadata, time bases, audio streams, shot map, transcript alignment, keyframe references, and immutable source hashes.",Original source bytes remain untouched. | All derivative timestamps use declared source time bases. | Missing or unverifiable source files block execution.,"Given an uploaded interview and transcript, when intake completes, then the runtime can resolve every transcript word and candidate span to the exact source file and time range.","Given a transcript whose duration or source identity cannot be reconciled with the video, when admission runs, then no edit decision is accepted and a typed alignment blocker is issued.","Media probe receipt, hash ledger, transcript alignment report, shot/keyframe index, and source-package acceptance receipt.",D023;D027;D043;D044;D054,SRC-INT-001;SRC-INT-002;SRC-INT-003;SRC-AM-002;SRC-EXT-017;SRC-EXT-020;SRC-EXT-023,ST-04.01,TS-VID-001
FR-069,F12,Compile source-backed A-roll edit decisions,AMENDED_V1_1,"Every selected A-roll span, cut, hold, reorder, reaction extension, and transition shall preserve exact source-time lineage, land on valid word or audio-event boundaries where required, declare its narrative or Activative function, and map deterministically into output time.",A short-video Harness has an approved source expression sequence and target duration.,"A-roll EDL entries with source ID, source start/end, output start/end, transcript phrase/word refs, speaker, beat/archetype role, cut padding, and reason.","No cut occurs inside a protected word. | Reactions, laughter, sighs, and expression tails are not removed without an explicit decision. | Source order changes remain inspectable.","Given an approved Expression Moment, when the A-roll compiler creates a short, then the result begins and ends on permitted source boundaries and the output duration is recomputable from the EDL.","Given a proposed cut through a word or an unsupported paraphrase represented as source speech, when validation runs, then the EDL is rejected before rendering.","Word-boundary validation, source/output time map, EDL hash, phrase references, and cut-purpose receipt.",D023;D027;D043;D044;D052;D053,SRC-AM-002;SRC-EXT-017;SRC-EXT-020;SRC-EXT-023;SRC-EXT-024;SRC-LEG-006;SRC-LEG-007,ST-04.02,TS-VID-002
FR-070,F12,"Compile captions, audio, evidence, and motion support around A-roll",AMENDED_V1_1,"The edit program shall compile exact captions, audio treatment, color, reframing, B-roll, evidence inserts, keyframe freezes, designed overlays, annotation cues, and bounded animation slots as supporting layers around the talking-head A-roll spine.",The A-roll EDL is accepted and the Harness declares supporting visual or audio functions.,"Typed track/layer records, caption plan, audio mix plan, B-roll/evidence slots, motion-block requests, composition constraints, and child-runtime bindings.",Supporting layers cannot contradict or replace source truth. | Captions preserve verbatim source words unless explicitly marked as editorial text. | Every insert has a declared function and lineage.,"Given a claim with supporting evidence, when a proof card is inserted, then it is timed to the source statement, cites its evidence object, respects face/caption safe regions, and returns to A-roll without losing source continuity.","Given an attractive generated overlay with no declared function or evidence, when program validation runs, then it is excluded from the accepted edit program.","Track manifest, caption word map, audio plan, motion-slot receipts, B-roll/evidence lineage, and composition preview.",D023;D027;D043;D044;D053,SRC-EXT-017;SRC-EXT-018;SRC-EXT-019;SRC-EXT-021;SRC-EXT-022;SRC-LEG-008;SRC-LEG-009;SRC-LEG-010,ST-04.03,TS-VID-003
FR-071,F12,Bind temporal embodiments explicitly,AMENDED_V1_1,"Remotion, HyperFrames, FFmpeg, Stretchy/Spine, or another approved temporal embodiment shall be selected through an immutable compatibility and authority decision; child renderers may realize bounded slots but may not silently replace the master edit program or each other.",A validated VideoEditProgram requires one or more renderer capabilities.,"A runtime binding manifest identifying master compositor, child slots, versions, dependencies, fallback policy, and expected artifacts.",No silent renderer substitution. | Renderer selection does not change semantic or composition authority. | License and capability eligibility precede execution.,"Given a Remotion master timeline and a HyperFrames motion slot, when rendering starts, then both exact bindings are recorded and the HyperFrames output is consumed only at its declared slot.","Given an unavailable Remotion binding, when the fallback is not explicitly authorized, then the system blocks rather than switching to a different compositor.","Binding decision, compatibility report, runtime health check, license disposition, and resolved execution fingerprint.",D023;D027;D049;D053,SRC-EXT-018;SRC-EXT-019;SRC-EXT-025;SRC-LEG-013;SRC-LEG-014;SRC-LEG-015,ST-04.04,TS-VID-004
